, IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Tocantins - Desemprego,Tocantins - Consumo de Cimento (t),Tocantins - PIB - Estadual,Tocantins - PIB - Construção Civil,Tocantins - PIB - Per Capita,Tocantins - PIB - Preços de Mercado,Tocantins - Produção de Cimento (t),Tocantins - IDH
2004-3,0.6110282002564377,-6382.974247910342,6.304693993612522,1.2465540316260806,0.7462153668542578,179731875.3385749,7408420.067588114,0.7940584078254243,8.16964531650112,30.126,16245632.977418916,1479579.9491044986,10.34705847725224,26215714.877225,12.733,0.7053454339883762
2004-4,0.602215193421453,-6659.524121320398,6.092845857236326,1.2127250214234362,0.7161196882161044,179905425.05587482,7413869.627844823,0.7742123337341686,8.167942876546263,29.497,16266898.647198852,1480784.6233553644,10.352264968502354,26251002.934768517,12.733,0.7056860501705097
2004-5,0.5930166849467975,-6639.092352241397,5.906435456003245,1.2817627267622196,0.6877653033067546,180078974.77317473,7419319.188101534,0.7850618617376672,8.166240436591405,29.528,16288164.31697879,1481989.2976062305,10.35747145975247,26286290.99231202,12.733,0.7060266663526432
2004-6,0.574475450988554,-6748.885395968077,5.749095649630231,1.4699831580623657,0.6580265037168356,180252524.49047467,7424768.748358243,0.7615174276282071,8.164537996636547,40.329,16309429.986758728,1483193.9718570963,10.362677951002585,26321579.04985553,12.733,0.7063672825347767
2004-7,0.5593363966337657,-6784.497815846861,5.627047610968012,1.277476010520013,0.6207840323429428,180426074.2077746,7430218.308614952,0.7524273421975352,8.16283555668169,40.416,16330695.656538663,1484398.646107962,10.367884442252697,26356867.10739904,12.732999999999995,0.7067078987169102
2004-8,0.5366506165950669,-6905.605509166634,5.503636763429107,1.3692624947884502,0.5909034137973287,180599623.9250745,7435667.868871663,0.7295497751500113,8.161133116726834,36.605,16351961.326318605,1485603.320358828,10.37309093350281,26392155.164942548,12.732999999999995,0.7070485148990436
2004-9,0.521373108360619,-6995.222858870797,5.379865840264738,1.2233548439105977,0.5537026055994817,180773173.6423745,7441117.429128372,0.7095428699539044,8.159430676771976,43.797,16373226.99609854,1486807.9946096938,10.378297424752924,26427443.222486056,12.732999999999995,0.7073891310811771
2004-10,0.5156158255655208,-7120.238857990881,5.253056293059425,1.0832535786578323,0.5450174136197448,180946723.3596744,7446566.989385082,0.6959159305043552,8.157728236817118,37.795,16394492.665878478,1488012.6688605598,10.38350391600304,26462731.280029565,12.732999999999992,0.7077297472633106
2004-11,0.5071034898207396,-7055.497216121851,5.122595130555095,1.225778954987658,0.5310516981315352,181120273.0769744,7452016.549641792,0.6696517138276467,8.156025796862261,35.968,16415758.335658414,1489217.3431114256,10.388710407253154,26498019.33757308,12.732999999999992,0.708070363445444
2004-12,0.4969515420076215,-6921.044658255659,4.995239879121229,1.1747086678519794,0.5059456433043616,181293822.79427427,7457466.109898502,0.6553570801963157,8.154323356907405,31.277,16437024.005438352,1490422.0173622917,10.393916898503267,26533307.395116583,12.733000000000002,0.7084109796275776
2005-1,0.483143045759377,-7202.757774714469,4.860078219431911,1.4639532115258698,0.4921828904516431,181467372.5115742,7462915.670155211,0.6473973428202994,8.152620916952547,29.644,16458289.67521829,1491626.6916131573,10.39912338975338,26568595.45266009,12.733,0.708751595809711
2005-2,0.4753697952172824,-7128.700399706268,4.725791184629883,1.4873522528925844,0.479032861785929,181632962.2895496,7468228.679464037,0.6298003725137261,8.14555445043232,25.375,16479408.59449943,1493257.6993656126,10.405432895556787,26605321.16348182,12.733,0.7090537715929552
2005-3,0.4664937288356185,-7221.778170229833,4.596932598972333,1.394672339987124,0.4648610952618953,181798552.067525,7473541.688772862,0.6197803250738215,8.138487983912093,25.608,16500527.513780568,1494888.707118068,10.411742401360192,26642046.874303546,12.733,0.7093559473761994
2005-4,0.4550001182228941,-7427.695727374902,4.479302822781261,1.513866283918324,0.4371435666899209,181964141.8455004,7478854.698081687,0.6089935578495764,8.131421517391864,30.043,16521646.433061708,1496519.714870523,10.4180519071636,26678772.585125268,12.733,0.7096581231594437
2005-5,0.4387655535867955,-7307.848389698152,4.361373483938184,1.5686237807140602,0.4197283588146051,182129731.6234758,7484167.707390512,0.6112913639662371,8.124355050871637,28.702,16542765.352342846,1498150.7226229785,10.424361412967007,26715498.29594699,12.733,0.7099602989426878
2005-6,0.4302028729547594,-7431.800235590503,4.256101726196984,1.400078135123935,0.4199780553732319,182295321.4014512,7489480.716699338,0.5804670357747842,8.11728858435141,36.483,16563884.271623986,1499781.7303754336,10.430670918770414,26752224.006768715,12.733,0.710262474725932
2005-7,0.4313751989691616,-7447.830376487559,4.16168717243741,1.5002475733361442,0.426655987569031,182460911.1794265,7494793.726008162,0.5645649922940777,8.110222117831182,33.9,16585003.190905124,1501412.7381278886,10.436980424573822,26788949.71759044,12.733,0.7105646505091762
2005-8,0.4316478866297594,-7426.454566904413,4.079825078928361,1.366263537502306,0.4533210772878235,182626500.957402,7500106.735316987,0.5609756759595197,8.103155651310955,49.981,16606122.110186264,1503043.745880344,10.443289930377228,26825675.42841216,12.733,0.7108668262924204
2005-9,0.4277093852365702,-7512.020875107958,4.012628248908924,1.489061200727286,0.4844114534007803,182792090.7353773,7505419.744625812,0.5646643450021134,8.096089184790728,46.402,16627241.029467404,1504674.7536327993,10.449599436180634,26862401.139233887,12.733,0.7111690020756646
2005-10,0.4225131084131527,-7687.979669089395,3.9602332396446167,1.2109586000669308,0.4945726100320757,182957680.51335275,7510732.753934638,0.5644640550493971,8.0890227182705,42.995,16648359.948748542,1506305.7613852546,10.45590894198404,26899126.85005561,12.733,0.7114711778589087
2005-11,0.410747290823505,-7676.736667287167,3.9221772649399615,1.6422607052183609,0.4959029929217597,183123270.29132813,7516045.763243463,0.5622657106505984,8.081956251750274,42.388,16669478.868029682,1507936.76913771,10.462218447787446,26935852.56087733,12.733,0.7117733536421529
2005-12,0.4101195327303973,-7542.184036343686,3.892160292125506,1.377980104178371,0.5121818479826961,183288860.0693036,7521358.772552288,0.5630711908624105,8.074889785230045,39.682,16690597.78731082,1509567.776890165,10.468527953590854,26972578.271699056,12.733,0.7120755294253971
