,Mato Grosso - Produção de Cimento (t), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),Taxa Selic (%),IGP-DI,População,Estoque liquido de capital fixo - (R$), INCC (%),Mato Grosso - Consumo de Cimento (t),Mato Grosso - Desemprego,Mato Grosso - IDH,Mato Grosso - PIB - Estadual,Mato Grosso - PIB - Construção Civil,Mato Grosso - PIB - Per Capita,Mato Grosso - PIB - Preços de Mercado,Mato Grosso - value
2010-10,88.00509111799884,0.4806927669176689,-9855.109255533838,1.9496834440674369,0.8758085186592697,0.5519922392666898,191681009.69226712,7776962.4700137,0.5851989203903505,97.158,8.049763851851443,0.7548940296943115,69366476.3391408,2880793.4342825143,17.427404747331707,53963227.51212069,0.3837315996830753
2010-11,88.49422140101619,0.4792117692065355,-9697.432210565865,1.9809369678190991,0.8037657062983529,0.5389303803124353,191783810.88029683,7780182.233613551,0.5889002595704534,108.13,8.048865610799679,0.754942216371431,69530355.44055174,2882950.997828491,17.44222334366195,54026284.18488953,0.3845884428986518
2010-12,88.84733439379997,0.4797986866964565,-10050.732911371206,2.016086379686157,0.7859094411250622,0.5226303587391766,191886612.0683265,7783401.997213401,0.5859531226578283,76.336,8.047967369747912,0.7549904030485504,69694234.54196268,2885108.561374468,17.457041939992198,54089340.85765837,0.3852290884684206
2011-1,89.847454510694,0.485803381917484,-10517.124472033394,2.035093128055376,0.9418321282514702,0.5232972131171288,191989413.25635612,7786621.760813251,0.5868072050415946,79.55,8.047069128696148,0.7550385897256698,69858113.64337362,2887266.124920445,17.471860536322446,54152397.5304272,0.3862614282031443
2011-2,90.47374446270976,0.4823188015534446,-10136.637212959104,2.0617197249168107,0.9643537751632691,0.5089693151224648,192095145.77648595,7788997.896079644,0.5919181218163453,79.407,7.934429151108085,0.7550376565190133,70002450.51867491,2888804.430703043,17.48183170361441,54200037.802663416,0.3872852938065944
2011-3,91.06152503177849,0.4765888567715217,-10178.562458683811,2.079526018829988,0.8509315411312844,0.4966673062887451,192200878.2966157,7791374.031346036,0.5978188398925539,83.262,7.821789173520023,0.7550367233123567,70146787.3939762,2890342.736485641,17.49180287090638,54247678.07489963,0.3883004523917269
2011-4,91.90680215471964,0.4724763218727945,-10225.7655016099,2.095742570726438,0.9119394548460248,0.483448023435273,192306610.81674543,7793750.166612428,0.6056625101161331,80.809,7.70914919593196,0.7550357901057002,70291124.26927748,2891881.04226824,17.501774038198345,54295318.34713584,0.3895149522814433
2011-5,92.9518289664137,0.4647701832003508,-9993.389038138808,2.1045733049199136,0.981952980012904,0.4794375297414004,192412343.33687523,7796126.30187882,0.631128227052354,103.142,7.596509218343898,0.7550348568990437,70435461.14457877,2893419.348050838,17.511745205490314,54342958.619372055,0.3907289367136567
2011-6,93.15109302453236,0.460777089427583,-9975.112230204764,2.095226448555367,0.8370840617867931,0.4943626052826666,192518075.857005,7798502.437145213,0.5950919575302004,112.599,7.483869240755836,0.7550339236923871,70579798.01988006,2894957.6538334363,17.52171637278228,54390598.89160827,0.3917317873747704
2011-7,94.27838069827848,0.4586625612219078,-9903.241596764476,2.0859703688695106,0.865031119055218,0.4999529609128011,192623808.3771348,7800878.572411605,0.5975398841785342,115.436,7.371229263167773,0.7550329904857306,70724134.89518133,2896495.9596160348,17.531687540074245,54438239.16384448,0.3927233061712185
2011-8,95.65626471615155,0.4606629482097047,-9768.231853083638,2.087218082990609,0.8749809524957644,0.5104707470584671,192729540.8972645,7803254.707677998,0.5950647433019467,113.211,7.258589285579711,0.7550320572790741,70868471.77048261,2898034.265398633,17.541658707366214,54485879.43608069,0.3937016171101944
2011-9,96.93565398200056,0.4606035369977562,-9679.164240091171,2.075344728788324,1.051632929733649,0.5256001504469264,192835273.4173943,7805630.84294439,0.6015952884327453,112.01,7.145949307991649,0.7550311240724175,71012808.6457839,2899572.571181232,17.55162987465818,54533519.70831691,0.394670709568498
2011-10,98.39388542784091,0.4616014514378777,-9537.77691961498,2.077328519541877,0.8454056053728413,0.5230163290600557,192941005.93752408,7808006.978210783,0.6045280531318781,125.508,7.033309330403586,0.755030190865761,71157145.52108519,2901110.8769638296,17.561601041950148,54581159.98055312,0.3956306017566097
2011-11,99.59582525731464,0.4639560877440755,-9968.453886702957,2.074663694821419,0.9095885485065074,0.5203108881755449,193046738.45765385,7810383.113477174,0.6075073462033619,111.015,6.920669352815524,0.7550292576591044,71301482.39638647,2902649.182746428,17.571572209242113,54628800.25278933,0.3967854242839759
2011-12,100.27389789338385,0.4721630104203435,-9986.589161982563,2.076644486808949,0.9509558872325296,0.5250917546367961,193152470.9777836,7812759.248743567,0.5951869340064411,88.125,6.808029375227461,0.7550283244524478,71445819.27168776,2904187.4885290265,17.581543376534082,54676440.52502555,0.3979353422685555
2012-1,101.47693017684574,0.4733415062904513,-10404.150759011012,2.0905714352596823,0.7067068004037954,0.5361604483491258,193258203.49791336,7815135.384009959,0.6110671295983301,94.775,6.695389397639399,0.7550273912457913,71590156.14698905,2905725.794311625,17.591514543826047,54724080.79726176,0.399080295486645
2012-2,102.8151771895715,0.476080947409229,-9928.241624071832,2.1011962123086314,0.7404291834197307,0.547043585265198,193353913.43027985,7816645.273799296,0.5998092162889704,92.504,6.7265137312118375,0.7551178592405537,71719371.27173004,2906263.557015376,17.599260809378965,54763512.33162105,0.4002202393473655
2012-3,104.16701771831704,0.4859216468538039,-9880.218215766452,2.117529533577395,0.8195461604428426,0.5760461169470958,193449623.3626464,7818155.163588634,0.5994875672440965,108.64,6.757638064784276,0.7552083272353162,71848586.39647101,2906801.3197191264,17.607007074931882,54802943.865980335,0.4015592275241275
2012-4,105.21115461343062,0.495982472496991,-10098.092464217463,2.1289644149802243,0.6810678508344918,0.5748028697718967,193545333.2950128,7819665.053377971,0.6070633278923643,106.386,6.788762398356715,0.7552987952300787,71977801.52121198,2907339.082422877,17.6147533404848,54842375.40033962,0.402897333010668
2012-5,106.34645254826536,0.4931284401808382,-9610.545103294866,2.157948049971086,0.5439273938364722,0.5455839993066408,193641043.2273793,7821174.943167307,0.6337829017520761,125.594,6.819886731929153,0.7553892632248411,72107016.64595297,2907876.845126628,17.622499606037717,54881806.93469891,0.404234645661756
2012-6,107.41342668589422,0.4947842743091953,-9553.334932170872,2.190346510129612,0.5485345391500699,0.5142239683724931,193736753.15974572,7822684.832956645,0.6091979248637831,109.031,6.851011065501592,0.7554797312196035,72236231.77069396,2908414.6078303787,17.630245871590635,54921238.4690582,0.4055712729378415
2012-7,108.4456233739107,0.4943665113324502,-9513.302050841186,2.214523649851895,0.5506897392060969,0.4886763343071003,193832463.09211224,7824194.722745982,0.6098789200190179,118.218,6.88213539907403,0.755570199214366,72365446.89543493,2908952.370534129,17.63799213714355,54960670.003417484,0.4071114222848114
2012-8,109.30819419335188,0.4915042848216534,-9248.591121065274,2.219844415701115,0.6454078839920825,0.4575820419650054,193928173.0244788,7825704.612535319,0.5983134710296607,139.042,6.913259732646468,0.7556606672091284,72494662.0201759,2909490.13323788,17.645738402696466,55000101.53777677,0.4084554902124623
2012-9,110.01106878507156,0.495333786512332,-8953.98283753283,2.23523857379288,0.7409720966684825,0.4292143004039244,194023882.9568452,7827214.502324657,0.5963880599560772,121.054,6.944384066218906,0.7557511352038908,72623877.14491689,2910027.895941631,17.653484668249384,55039533.07213606,0.4098124032780944
2012-10,111.13659982000888,0.4926639045673969,-8835.504327700251,2.2363657278565263,0.6128687011734038,0.420275744209899,194119592.8892117,7828724.392113993,0.5956099986115735,144.051,6.9755083997913445,0.7558416031986532,72753092.26965788,2910565.6586453817,17.6612309338023,55078964.60649535,0.4115869655658022
2012-11,112.00732623666796,0.4912755604377996,-8581.940757744464,2.249359243852222,0.8852303174292789,0.44717948920874,194215302.8215782,7830234.28190333,0.6005163471467005,115.581,7.006632733363784,0.7559320711934158,72882307.39439885,2911103.4213491324,17.66897719935522,55118396.14085464,0.41337993221647
2012-12,112.8222350817104,0.4951952296466009,-8544.01174850321,2.257490310710041,0.6836336087568325,0.4479600832678483,194311012.75394467,7831744.1716926675,0.5956513693421339,106.663,7.037757066936222,0.7560225391881782,73011522.51913983,2911641.184052883,17.676723464908136,55157827.67521392,0.4151920034270378
2013-1,113.65955492082227,0.5046931182782365,-8401.94723497529,2.2677230439962424,0.6001335188895731,0.4466402817276171,194406722.6863112,7833254.061482005,0.6113594968254873,119.931,7.06888140050866,0.7561130071829406,73140737.64388081,2912178.946756634,17.684469730461053,55197259.20957321,0.4170279812833362
2013-2,114.03121236359458,0.5124255618774355,-7683.858924014924,2.2834910014644234,0.7074393944091001,0.44956565047477,194494304.85081053,7833744.844245157,0.6049217884945463,97.04,7.104424661311222,0.7560999030661555,73254588.92294548,2911012.4362252974,17.691212002006772,55230591.49478708,0.4186354619584421
2013-3,114.782129201222,0.5277338631085374,-7874.357530363,2.30250674180213,0.7231039597573724,0.4689655756860415,194581887.01530987,7834235.627008309,0.6055953327124688,109.86,7.139967922113783,0.7560867989493704,73368440.20201015,2909845.925693961,17.697954273552494,55263923.78000096,0.420295669471745
2013-4,115.3505864291698,0.5336755979317418,-7983.55089917278,2.328894103495439,0.7189617973484183,0.4808492138370067,194669469.17980924,7834726.409771461,0.6049377101169569,125.695,7.175511182916344,0.7560736948325852,73482291.48107484,2908679.4151626243,17.704696545098216,55297256.06521484,0.4219690412488883
2013-5,115.5525033094064,0.5388021137696795,-7615.094274633246,2.34263188987848,0.7142694802829325,0.4901839320084706,194757051.34430856,7835217.192534613,0.6092086325659531,137.153,7.211054443718905,0.7560605907158001,73596142.76013951,2907512.904631288,17.711438816643934,55330588.35042871,0.423651777758428
2013-6,115.5531800452692,0.5488843980670126,-7352.877238643337,2.363408595693961,0.6063186036765393,0.4977501851159618,194844633.508808,7835707.975297765,0.6003939469641899,139.692,7.246597704521466,0.756047486599015,73709994.03920418,2906346.3940999517,17.718181088189652,55363920.63564259,0.4252420398205662
2013-7,115.91964771041545,0.5580294451821031,-7192.841626570655,2.393575578288626,0.6146829914853935,0.4941458500105189,194932215.6733073,7836198.758060917,0.588257252871006,155.522,7.282140965324027,0.7560343824822298,73823845.31826885,2905179.8835686147,17.724923359735374,55397252.92085646,0.4268442898704804
2013-8,115.36502400512376,0.5639348917935356,-6960.548770036087,2.4314858886849344,0.7815049760427922,0.4993334599921049,195019797.83780667,7836689.54082407,0.590312709374934,158.92,7.317684226126588,0.7560212783654446,73937696.59733352,2904013.3730372777,17.731665631281096,55430585.20607033,0.4284590038235266
2013-9,114.36386632297452,0.5721649314585118,-6847.000952014708,2.4711648234950228,0.804220606343285,0.518698005154016,195107380.00230604,7837180.323587221,0.5883789943968316,153.093,7.35322748692915,0.7560081742486595,74051547.87639819,2902846.862505941,17.738407902826815,55463917.49128421,0.4298826239605333
2013-10,113.49982692468537,0.584033531345466,-6919.499864502943,2.512916253999241,0.5493947941730588,0.5267204103521198,195194962.1668054,7837671.106350373,0.586680702681813,164.938,7.388770747731711,0.7559950701318744,74165399.15546286,2901680.3519746047,17.745150174372533,55497249.77649809,0.4313155201726156
2013-11,112.42138083278424,0.5955117370578658,-6561.5305368475965,2.551397636335105,0.492337346751902,0.5382245752764477,195282544.3313048,7838161.889113526,0.5879491241011995,149.627,7.424314008534273,0.7559819660150893,74279250.43452755,2900513.841443268,17.751892445918255,55530582.06171196,0.4329621511606975
2013-12,111.42748488242935,0.6067679747989635,-4496.194346034222,2.592147308610895,0.6011934181917633,0.5418554668499356,195370126.4958041,7838652.671876677,0.5824479358950329,107.186,7.459857269336833,0.7559688618983041,74393101.71359222,2899347.330911932,17.758634717463977,55563914.34692584,0.4344147374234877
2014-1,111.06239248861982,0.6166578720311803,-4791.082206933234,2.625524917219098,0.8458265355767571,0.559340440568571,195457708.66030347,7839143.45463983,0.5881063236886775,134.785,7.495400530139395,0.755955757781519,74506952.99265689,2898180.820380595,17.765376989009695,55597246.63213971,0.4358735005899148
2014-2,110.26226373113413,0.6267255529646644,-3998.777950768382,2.657054580116229,0.8449975925961759,0.5677726853077433,195539057.87683183,7838649.955390375,0.5806989603027664,121.526,7.523971857525516,0.755913783877224,74591481.31034292,2895660.9847410545,17.768664448171567,55617461.94706964,0.4373386680410019
2014-3,109.38737919991236,0.6244938102208978,-3922.007671721373,2.686153730479649,0.9519917340746724,0.5596242995943259,195620407.09336025,7838156.45614092,0.586635485690803,103.92949999999972,7.552543184911638,0.755871809972929,74676009.62802896,2893141.149101514,17.77195190733344,55637677.26199956,0.4388104727082191
2014-4,108.46705130011986,0.6209952829426753,-3994.229497353106,2.7114317753143893,0.7872261937543699,0.5364320176075347,195701756.30988863,7837662.956891467,0.591883402393797,86.333,7.581114512297759,0.755829836068634,74760537.94571498,2890621.3134619733,17.775239366495313,55657892.57692948,0.4399788654670781
2014-5,107.50663228206396,0.6257914627476894,-3354.8084163966905,2.7478086602191683,0.7628605212524775,0.5495264900123437,195783105.52641705,7837169.457642012,0.5752470773836221,86.333,7.60968583968388,0.755787862164339,74845066.26340102,2888101.4778224328,17.778526825657185,55678107.891859405,0.4411437947008823
2014-6,106.5034435302756,0.6262539734123189,-3377.357259521218,2.7716833665507616,0.8204530479465566,0.5920559285981742,195864454.74294543,7836675.958392558,0.5716034891312047,86.333,7.638257167070002,0.755745888260044,74929594.58108705,2885581.642182892,17.78181428481906,55698323.20678932,0.4423052059057625
2014-7,105.45800655625423,0.6313860080878928,-3216.635878446735,2.7882412615797647,0.8622866555215983,0.5985422951333923,195945803.95947385,7836182.459143104,0.5673668679938052,86.333,7.666828494456123,0.7557039143557489,75014122.89877309,2883061.806543352,17.78510174398093,55718538.52171925,0.4434222249459241
2014-8,104.37016889525248,0.6429578345522896,-2885.616364724399,2.799745702635436,0.9441698267557116,0.620784457599235,196027153.17600223,7835688.959893649,0.5571115199932906,86.333,7.695399821842245,0.755661940451454,75098651.21645913,2880541.9709038115,17.788389203142803,55738753.83664917,0.4443265270410488
2014-9,103.24252697954785,0.6425793355672005,-2848.963410513361,2.808315116654504,0.859855655660007,0.6235028742448315,196108502.39253065,7835195.460644195,0.5613727046660177,86.333,7.723971149228366,0.7556199665471589,75183179.53414516,2878022.135264271,17.791676662304678,55758969.15157909,0.4447320584048976
2014-10,102.07752758409984,0.6392578161601571,-3907.107095676229,2.804908515488413,0.9527685333529272,0.6297128451395438,196189851.609059,7834701.96139474,0.561882595374384,86.333,7.752542476614487,0.755577992642864,75267707.8518312,2875502.2996247304,17.79496412146655,55779184.46650901,0.4451181738156487
2014-11,100.86578266966438,0.6373515694579686,-3227.51837665533,2.795899184623759,0.903484686433327,0.6229666635258632,196271200.8255874,7834208.462145286,0.5609901993899514,86.333,7.78111380400061,0.7555360187385689,75352236.16951722,2872982.46398519,17.79825158062842,55799399.78143894,0.4450677903105436
2014-12,99.6115383403086,0.6360469982134822,-1917.4317974494293,2.78399183647624,0.8145209650102684,0.620227626267029,196352550.0421158,7833714.962895832,0.5583468086194056,86.333,7.809685131386731,0.755494044834274,75436764.48720326,2870462.628345649,17.801539039790296,55819615.09636886,0.444898154761443
2015-1,98.31506639514885,0.6307582587964796,-2616.8997576320057,2.7629000308796305,1.0536605772588818,0.6247636985731346,196433899.2586442,7833221.463646377,0.5643201849311866,85.12450000000001,7.838256458772852,0.7554520709299789,75521292.80488929,2867942.7927061087,17.804826498952167,55839830.41129878,0.4446880762172472
2015-2,96.78483660016424,0.6147595881948112,-1862.845727482143,2.731373030611945,0.9343924255717088,0.6159498907536554,196510910.34709772,7832032.576236982,0.5578499948925274,83.916,7.829307331923965,0.7557291576489975,75587295.14051457,2865435.57308816,17.808113942734874,55857806.6994751,0.4444362414199801
2015-3,95.73125517058983,0.5970521193441455,-1788.67566224678,2.690513480186384,1.0502918609744532,0.6007740589226123,196587921.43555132,7830843.688827586,0.5538281215537108,83.916,7.820358205075078,0.7560062443680162,75653297.47613986,2862928.3534702114,17.81140138651758,55875782.98765143,0.4437791144702155
2015-4,94.63137086092678,0.5743851449816068,-1983.071950652572,2.644962597296267,1.1781201483239936,0.5534640279682566,196664932.5240049,7829654.801418191,0.5397104233667973,83.916,7.811409078226191,0.7562833310870349,75719299.81176513,2860421.1338522625,17.814688830300284,55893759.27582775,0.4432379602865109
2015-5,93.89761544116676,0.5670526867581346,-1293.4323802746076,2.593045627781998,0.981061434687602,0.5257622894811392,196741943.61245853,7828465.914008795,0.5418486420045491,83.916,7.802459951377304,0.7565604178060535,75785302.14739041,2857913.914234314,17.81797627408299,55911735.56400407,0.4426516116954419
2015-6,93.16402297738342,0.5478333106966745,-1067.0845865121862,2.546115295902478,1.0942617674036763,0.4987332763683365,196818954.7009121,7827277.0265994,0.5400657850543165,83.916,7.7935108245284175,0.7568375045250721,75851304.4830157,2855406.694616365,17.821263717865698,55929711.8521804,0.4420189552451769
2015-7,92.77145883897175,0.5365873701380962,-977.4173895299176,2.494946044886325,0.8220034096531711,0.4787533394551196,196895965.7893657,7826088.139190003,0.5074060266479925,83.916,7.78456169767953,0.7571145912440909,75917306.81864098,2852899.4749984164,17.8245511616484,55947688.14035672,0.4414429739273118
2015-8,92.4542135850356,0.5273742665657696,-1005.6966908148006,2.438647482980156,1.1021464711143305,0.471500431076438,196972976.8778193,7824899.251780608,0.5018784506026249,83.916,7.775612570830643,0.7573916779631096,75983309.15426625,2850392.255380468,17.827838605431108,55965664.42853304,0.4408225389080635
2015-9,92.01674456771602,0.5254036415611213,-1039.1595055245705,2.375528331843324,0.9550162189144316,0.4754222059965265,197049987.9662729,7823710.364371212,0.4892573432807409,83.916,7.766663443981757,0.7576687646821282,76049311.48989154,2847885.035762519,17.831126049213815,55983640.71670937,0.4401564886036663
2015-10,91.60416015871655,0.5220003499305623,-1243.715598453343,2.3072500360953296,1.155559718430175,0.4476002509116798,197126999.05472648,7822521.476961817,0.4890711871355146,83.916,7.757714317132869,0.7579458514011468,76115313.82551682,2845377.8161445707,17.83441349299652,56001617.00488569,0.4396518735963833
2015-11,91.20116987486296,0.5097139584731153,-1329.2467358809024,2.2426446030768825,1.0277227053462428,0.4263937170455484,197204010.14318004,7821332.589552421,0.4860587480427329,83.916,7.748765190283982,0.7582229381201655,76181316.1611421,2842870.596526622,17.83770093677923,56019593.29306201,0.4391077175438071
2015-12,90.7737125083748,0.4963303303387326,-1107.7866583101536,2.1904251534185515,1.1001608888830354,0.4149277811632851,197281021.23163363,7820143.702143026,0.4784691485313357,83.916,7.739816063435096,0.7585000248391842,76247318.49676739,2840363.376908673,17.84098838056193,56037569.58123834,0.4383147699189726
2016-1,89.93562444243197,0.4804030314721972,-3390.8754810096625,2.1483491910676875,1.101655259880485,0.4151945630880473,197358032.3200872,7818954.81473363,0.4806328467484032,81.666,7.730866936586208,0.7587771115582028,76313320.83239266,2837856.1572907246,17.84427582434464,56055545.86941466,0.4374759950719417
2016-2,89.14103967181008,0.4582345653383405,-2667.741466194896,2.1171823395135774,0.998076311715314,0.3840895451802815,197432600.1003621,7817259.857969137,0.4731333880353363,79.416,7.690889907446324,0.7586996654336438,76336438.36341144,2836897.7440623543,17.844036097569383,56059427.12019651,0.4365903316940238
2016-3,88.77411206710083,0.4382653615092318,-2859.062558346457,2.0931033141951554,1.050583032622211,0.3756470321164557,197507167.8806371,7815564.901204644,0.4648157232951847,79.416,7.650912878306439,0.7586222193090847,76359555.89443022,2835939.3308339845,17.843796370794127,56063308.37097836,0.4356566921767386
2016-4,88.38458474952161,0.4301790666375651,-3169.352453991868,2.072428815903636,1.0407778297845294,0.3820964756373156,197581735.66091204,7813869.944440151,0.455186748552417,79.416,7.610935849166555,0.7585447731845256,76382673.42544901,2834980.9176056143,17.843556644018868,56067189.621760204,0.4346739619618104
2016-5,87.83931167122951,0.4219991438558282,-2883.308840862046,2.0559185514258647,1.10315093973575,0.4050692196787397,197656303.44118696,7812174.9876756575,0.4458664086781032,79.416,7.570958820026671,0.7584673270599666,76405790.95646779,2834022.5043772445,17.843316917243612,56071070.872542046,0.433749372094356
2016-6,88.42711620686846,0.4276360353070148,-2975.6400740144,2.0383289573688583,1.208212978764004,0.4092639692637682,197730871.2214619,7810480.030911164,0.4613892521739088,79.416,7.530981790886786,0.7583898809354075,76428908.48748657,2833064.0911488743,17.843077190468357,56074952.123323895,0.432782138979937
2016-7,88.86168911863565,0.423174444733437,-3206.2407436979347,2.0315258061610644,1.0298165732903195,0.3812478068283722,197805439.0017368,7808785.074146671,0.4322012065217192,79.416,7.491004761746901,0.7583124348108483,76452026.01850535,2832105.6779205045,17.8428374636931,56078833.374105744,0.4317714641447162
2016-8,89.88486747996706,0.406476249562938,-3149.757781764285,2.0305724295198666,1.1556768697997215,0.3986499601282697,197880006.78201172,7807090.117382177,0.4225039481243295,79.416,7.451027732607017,0.7582349886862892,76475143.54952413,2831147.264692134,17.842597736917845,56082714.62488759,0.4307581833120384
2016-9,90.6060391712003,0.4024664212978491,-3439.0590351732635,2.04589542394608,1.103150436494035,0.4218717050778418,197954574.5622867,7805395.160617684,0.418532365024963,79.416,7.411050703467132,0.7581575425617302,76498261.0805429,2830188.851463764,17.84235801014259,56086595.87566944,0.4297057681338953
2016-10,90.88124087773546,0.405117178149495,-3965.9673132275466,2.0672746138908056,1.1145072852531863,0.4224506608091278,198029142.34256163,7803700.203853191,0.4160254193180028,79.416,7.371073674327247,0.7580800964371711,76521378.61156169,2829230.438235394,17.842118283367334,56090477.12645128,0.4293174764957116
2016-11,91.0255825484511,0.3907469610472366,-2953.9693584836964,2.086506575082691,1.15568180602626,0.3923024529656499,198103710.1228366,7802005.247088698,0.4114160891944031,79.416,7.331096645187364,0.758002650312612,76544496.14258048,2828272.025007024,17.841878556592075,56094358.37723313,0.4289133806320395
2016-12,91.45869449933012,0.3851019690388544,-2879.5516234189686,2.094478154479812,1.0506184491036612,0.377390938464421,198178277.90311152,7800310.290324205,0.4077513114353103,81.27300000000002,7.291119616047479,0.757925204188053,76567613.67359926,2827313.611778654,17.84163882981682,56098239.62801498,0.4285020661488047
2017-1,91.55788835680283,0.3803888051781477,-5075.622232112225,2.0938758344390687,0.7810959396630986,0.3569248836113066,198252845.68338645,7798615.333559711,0.4075350767989002,83.13,7.251142586907594,0.7578477580634939,76590731.20461804,2826355.198550284,17.841399103041564,56102120.87879683,0.4281674520954855
2017-2,91.65257860091825,0.3762996326553245,-4201.060854040392,2.101650850838241,0.8250449919080073,0.3681934792243305,198326864.97537887,7796393.517478655,0.3978047684696698,65.293,7.239336091124278,0.757755695624581,76605302.8755257,2826186.0126399524,17.84280773645216,56108677.75231176,0.4278302965011638
2017-3,92.12812435603568,0.3800045315218657,-4604.7344280517855,2.113289173700002,0.8524307741146059,0.3837494708257729,198400884.26737133,7794171.701397599,0.3875997638487952,90.338,7.22752959534096,0.7576636331856681,76619874.54643336,2826016.8267296203,17.84421636986275,56115234.62582668,0.427491399666086
2017-4,91.93930535982024,0.3821056011581457,-5041.93583143556,2.127631534792117,0.7995101208234832,0.4054428465788985,198474903.55936372,7791949.885316542,0.3886971443037969,83.188,7.215723099557644,0.7575715707467552,76634446.21734104,2825847.640819289,17.845625003273344,56121791.49934161,0.4273630789557976
2017-5,92.2582427985732,0.3779774472025649,-4656.590400431132,2.144624778414481,0.6463345560938362,0.435891393897483,198548922.8513562,7789728.069235486,0.3866356488127153,107.23,7.203916603774326,0.7574795083078422,76649017.8882487,2825678.454908957,17.84703363668394,56128348.37285653,0.4270391017857831
2017-6,92.48923519362232,0.3679963198646961,-5068.400972271061,2.162820271284532,1.0790560442164825,0.4573226001100615,198622942.14334863,7787506.25315443,0.388570077523086,105.397,7.1921101079910095,0.7573874458689293,76663589.55915636,2825509.268998625,17.84844227009453,56134905.246371455,0.4267204791345655
2017-7,92.8155048306884,0.3728976057660844,-5595.499878102875,2.1827530258841654,0.6368105713319717,0.4758652393700967,198696961.4353411,7785284.437073373,0.3783354712469384,120.055,7.180303612207693,0.7572953834300163,76678161.23006402,2825340.0830882937,17.849850903505125,56141462.11988638,0.4264082653363898
2017-8,93.02050576929489,0.366903937105431,-5783.316459502323,2.20699398468004,0.545066944551691,0.4715205842663207,198770980.72733355,7783062.620992317,0.3781503578714068,125.769,7.168497116424375,0.7572033209911034,76692732.90097168,2825170.897177962,17.85125953691572,56148018.9934013,0.4259993937324933
2017-9,93.27967499754509,0.3589351548715466,-6001.730740495946,2.2153275867555475,0.78290954919478,0.4768271180048898,198845000.019326,7780840.8049112605,0.3776661110809737,112.904,7.156690620641059,0.7571112585521905,76707304.57187934,2825001.71126763,17.85266817032631,56154575.86691623,0.4255948397493185
2017-10,93.54293888386812,0.3543133490207389,-6454.887704474953,2.232466347059879,0.909681615738396,0.4754272182499585,198919019.3113184,7778618.988830204,0.3778377185871009,123.201,7.144884124857741,0.7570191961132775,76721876.242787,2824832.5253572986,17.854076803736906,56161132.74043115,0.4251956224257603
2017-11,93.6928731435651,0.3527279000225793,-6243.191420924375,2.263185047283645,1.0506140089810427,0.491301237991556,198993038.60331085,7776397.172749148,0.370057443718766,112.725,7.133077629074425,0.7569271336743646,76736447.91369468,2824663.339446967,17.8554854371475,56167689.61394608,0.4247985560753395
2017-12,93.4631119857835,0.3672792049521601,-5909.074373680363,2.284012403287865,0.571256581329347,0.5118095547455561,199067057.8953033,7774175.356668091,0.3656492538346034,90.828,7.121271133291107,0.7568350712354517,76751019.58460234,2824494.153536635,17.85689407055809,56174246.487461,0.4245065323719014
2018-1,93.08112013838368,0.359951630964679,-7507.112082157307,2.294901938999484,0.4677947795212472,0.5005214276758065,199141077.18729573,7771953.540587035,0.3696733376163027,96.36,7.109464637507791,0.7567430087965388,76765591.25551,2824324.9676263034,17.858302703968686,56180803.36097593,0.4242247316056347
2018-2,93.194701683199,0.3566771125869745,-6365.607522997055,2.2942193420185,0.5842783280443261,0.4906301391980058,199211473.5675211,7769100.068513057,0.3678170211034027,86.444,7.103508491573336,0.7565819709843913,76740115.46317594,2824711.99968517,17.857176598744577,56174361.4086467,0.4239542976573427
2018-3,93.64363356098244,0.3495024706940896,-6480.507442523628,2.2880364237022737,0.5418064917506906,0.5232126003004083,199281869.9477465,7766246.596439078,0.3683207687170368,94.285,7.097552345638882,0.7564209331722439,76714639.67084187,2825099.031744037,17.85605049352047,56167919.45631748,0.4236964194116961
2018-4,93.62684828534738,0.3395277178203111,-5470.865705466022,2.2785452626718063,0.5299240735031111,0.515815979242938,199352266.32797185,7763393.124365101,0.3659433206644214,98.986,7.091596199704428,0.7562598953600965,76689163.8785078,2825486.0638029035,17.85492438829636,56161477.50398825,0.4234523322124095
2018-5,94.22850672485404,0.3254327923342447,-3673.4527105981465,2.263363965667075,0.5184624540086805,0.52140209156142,199422662.70819715,7760539.652291123,0.3622852915238501,88.072,7.085640053769974,0.756098857547949,76663688.08617373,2825873.0958617697,17.85379828307225,56155035.55165902,0.4232233193603809
2018-6,95.05877601166269,0.3206049076093145,-748.3523814090865,2.2443322394271,0.4924018064984997,0.5229599052733115,199493059.0884225,7757686.180217145,0.3628244523982531,141.01,7.07968390783552,0.7559378197358015,76638212.29383966,2826260.1279206364,17.85267217784814,56148593.59932979,0.4230085019576468
2018-7,95.22689151788298,0.3000532519420144,680.1816531338795,2.2152710819180843,0.5175037746548349,0.5428312509061592,199563455.46864787,7754832.708143167,0.3648945585252806,122.652,7.073727761901067,0.7557767819236542,76612736.5015056,2826647.159979503,17.851546072624032,56142151.647000566,0.4228090399776
2018-8,95.93805891378598,0.2957038398442303,2763.919661232488,2.182490373260064,0.5663143037004692,0.6161288722138691,199633851.84887323,7751979.236069188,0.3657658514233124,142.145,7.067771615966612,0.7556157441115068,76587260.70917153,2827034.19203837,17.850419967399926,56135709.69467134,0.4234424598925568
