Ano, INCC (%)
2003,0.9696488878423896
2003,0.9507826970690517
2003,0.9383319190618296
2003,0.9264010581332035
2003,0.9516834453474323
2003,0.9096671663293999
2003,0.8904414926874215
2003,0.8702308928724296
2003,0.844478552685211
2003,0.8421829305905358
2003,0.8327971802717965
2003,0.8169855326871092
2004,0.8183674345886709
2004,0.813175865272952
2004,0.7940584078254243
2004,0.7742123337341686
2004,0.7850618617376672
2004,0.7615174276282071
2004,0.7524273421975352
2004,0.7295497751500113
2004,0.7095428699539044
2004,0.6959159305043552
2004,0.6696517138276467
2004,0.6553570801963157
2005,0.6473973428202994
2005,0.6298003725137261
2005,0.6197803250738215
2005,0.6089935578495764
2005,0.6112913639662371
2005,0.5804670357747842
2005,0.5645649922940777
2005,0.5609756759595197
2005,0.5646643450021134
2005,0.5644640550493971
2005,0.5622657106505984
2005,0.5630711908624105
2006,0.5580933471517024
2006,0.5540061208774786
2006,0.558308779155122
2006,0.5671710316312383
2006,0.5968232499556683
2006,0.6052265435927703
2006,0.6134655051430675
2006,0.6251193452031805
2006,0.6374779078573267
2006,0.6494765821002537
2006,0.6544472076430272
2006,0.6529124218025248
2007,0.652250285916937
2007,0.6486758561842155
2007,0.6396733150346336
2007,0.6337527638093442
2007,0.653237645563625
2007,0.6449100186574492
2007,0.63275579381832
2007,0.6268005040535086
2007,0.6258989699329778
2007,0.617964982686669
2007,0.6145670424343683
2007,0.6103282941034248
2008,0.6123131329450783
2008,0.6130114959204532
2008,0.6213585443907181
2008,0.6263187436812404
2008,0.646709513314914
2008,0.6287480084855108
2008,0.599023956748628
2008,0.5717904557609863
2008,0.5509061927111456
2008,0.5338333005653052
2008,0.5233099682890817
2008,0.524103085853287
2009,0.5263722830788128
2009,0.5227829360821162
2009,0.5234789989371754
2009,0.5478423802413089
2009,0.6069054336378797
2009,0.5851435517618442
2009,0.5788217871313215
2009,0.5750680318928113
2009,0.5778898181752461
2009,0.5785426926291699
2009,0.5912075438524862
2009,0.5870573500038764
2010,0.6027048817569469
2010,0.5955700194878013
2010,0.5982752954789717
2010,0.5978042087664871
2010,0.6184467692784309
2010,0.5958291622572781
2010,0.5865859204975183
2010,0.5826586136352507
2010,0.5845130658367664
2010,0.5851989203903505
2010,0.5889002595704534
2010,0.5859531226578283
2011,0.5868072050415946
2011,0.5919181218163453
2011,0.5978188398925539
2011,0.6056625101161331
2011,0.631128227052354
2011,0.5950919575302004
2011,0.5975398841785342
2011,0.5950647433019467
2011,0.6015952884327453
2011,0.6045280531318781
2011,0.6075073462033619
2011,0.5951869340064411
2012,0.6110671295983301
2012,0.5998092162889704
2012,0.5994875672440965
2012,0.6070633278923643
2012,0.6337829017520761
2012,0.6091979248637831
2012,0.6098789200190179
2012,0.5983134710296607
2012,0.5963880599560772
2012,0.5956099986115735
2012,0.6005163471467005
2012,0.5956513693421339
2013,0.6113594968254873
2013,0.6049217884945463
2013,0.6055953327124688
2013,0.6049377101169569
2013,0.6092086325659531
2013,0.6003939469641899
2013,0.588257252871006
2013,0.590312709374934
2013,0.5883789943968316
2013,0.586680702681813
2013,0.5879491241011995
2013,0.5824479358950329
2014,0.5881063236886775
2014,0.5806989603027664
2014,0.586635485690803
2014,0.591883402393797
2014,0.5752470773836221
2014,0.5716034891312047
2014,0.5673668679938052
2014,0.5571115199932906
2014,0.5613727046660177
2014,0.561882595374384
2014,0.5609901993899514
2014,0.5583468086194056
2015,0.5643201849311866
2015,0.5578499948925274
2015,0.5538281215537108
2015,0.5397104233667973
2015,0.5418486420045491
2015,0.5400657850543165
2015,0.5074060266479925
2015,0.5018784506026249
2015,0.48925734328074094
2015,0.4890711871355146
2015,0.48605874804273297
2015,0.47846914853133576
2016,0.4806328467484032
2016,0.47313338803533633
2016,0.4648157232951847
2016,0.45518674855241703
2016,0.4458664086781032
2016,0.46138925217390886
2016,0.4322012065217192
2016,0.42250394812432956
2016,0.41853236502496305
2016,0.4160254193180028
2016,0.41141608919440315
2016,0.4077513114353103
2017,0.4075350767989002
2017,0.39780476846966983
2017,0.38759976384879524
2017,0.3886971443037969
2017,0.38663564881271534
2017,0.388570077523086
2017,0.37833547124693845
2017,0.37815035787140683
2017,0.37766611108097375
2017,0.3778377185871009
2017,0.370057443718766
2017,0.3656492538346034
2018,0.3696733376163027
2018,0.3678170211034027
2018,0.3683207687170368
2018,0.3659433206644214
2018,0.3622852915238501
2018,0.3628244523982531
2018,0.3648945585252806
2018,0.3657658514233124
2018,0.3852201759804345
2018,0.4151525802856482
2018,0.43411435908090634
2018,0.44621024213981453
2019,0.4625053223582739
2019,0.49219859267581206
2019,0.518818874802468
2019,0.5335376321688695
2019,0.5740445809008098
2019,0.6213386407393423
2019,0.6254767746825313
2019,0.6280714951608086
2019,0.6350086612279392
2019,0.6484238153125712
2019,0.6639459805518665
2019,0.6762702364056034
2020,0.6928135217641951
2020,0.6994082193998664
2020,0.7169917132426514
2020,0.7381890794574598
2020,0.7878267480042566
2020,0.8361031042589587
2020,0.856374097154075
2020,0.8443634754934383
2020,0.8412736310867062
2020,0.8293563546603034
2020,0.8098503092393781
2020,0.7932326755691429
2021,0.802404657006611
2021,0.8077728270418228
2021,0.7911064588115583
2021,0.7858485486520173
2021,0.788988536495998
2021,0.7607078967771884
2021,0.7307097337489749
2021,0.7303668725981315
2021,0.7396834288490177
2021,0.7482567159379947
2021,0.7479432847949268
2021,0.7523200574716291
2022,0.7656081096532307
2022,0.7692767581544383
2022,0.7827810315929385
2022,0.7824346785609151
2022,0.7785809372379267
2022,0.7298498122853975
2022,0.6793030296291254
2022,0.666966200736166
2022,0.6812365195211264
2022,0.6972068679639244
2022,0.7143244595511378
2022,0.7246764039456535
