Ano,Paraíba - IDH Longevidade
2014,0.7810466149515993
2015,0.7956174622981712
2016,0.7954917770525504
2017,0.794900120420964
2018,0.7938001313683244
2019,0.7921455978563539
2020,0.789977015843295
2021,0.7876112900108674
2022,0.7883941345573099
