Ano,Paraíba - PIB - Estadual,Paraíba - PIB - Construção Civil,Paraíba - PIB - Per Capita,Paraíba - PIB - Preços de Mercado
2014,35591368.564941294,1740643.1022210962,7.503407782378812,28529402.262455877
2015,35884146.9988427,1726041.8344146127,7.497228412306468,28515644.676726818
2016,36052857.33164998,1712480.4809564252,7.491294277162192,28491829.19193209
2017,36092307.76933864,1709809.036191666,7.490431132928696,28476378.010818563
2018,35979829.73313319,1707995.682658071,7.4830066433879745,28422048.833863672
2019,35740539.17514447,1711137.7834554634,7.470360953331751,28363754.011918753
2020,35300249.96053983,1712857.0306681423,7.451128332431823,28268711.360074528
2021,34663694.00530011,1708554.9122775088,7.437102099115344,28182281.629406128
2022,33890174.205940165,1703835.4467884526,7.418673740394615,28070696.963238053
