Ano,Paraíba - IDH
2014,0.6876435507575759
2015,0.7015631120523417
2016,0.7014324858752818
2017,0.7011990755003074
2018,0.6997626278185173
2019,0.6987410485292915
2020,0.6974447802137725
2021,0.6959397602332064
2022,0.6957524657089524
