Ano,Tocantins - Desemprego
2014,10.192991437622961
2015,10.501089854035232
2016,10.392739827126608
2017,9.894472309144493
2018,9.761228265491662
2019,9.617661967224004
2020,9.37149307082812
2021,9.06672793070744
2022,9.118915446595413
