,Maranhão - Produção de Cimento (t),Maranhão - Depósito Poupança (R$),Maranhão - IDH Educacao,Maranhão - IDH Renda,Maranhão - Desemprego,Maranhão - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Maranhão- custo m2 (R$),Goiais-Maranhão - value,Maranhão - IDH,Maranhão - PIB - Estadual,Maranhão - PIB - Construção Civil,Maranhão - PIB - Per Capita,Maranhão - PIB - Preços de Mercado,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%),Maranhão - IDH Longevidade
2006-9,27.46207512637349,2511393.925210064,0.638061306993316,0.5643321320725719,8.017881930589697,66.365,1.5587249416530622,1005.7778661959036,18647.900302513288,27.33134113437481,22.66101239498016,76.57790222070209,2.143149608473545,13181.00440059388,0.2315728676794439,0.6518634209437985,45339405.85400988,2680766.0809582267,6.108089504950618,39402965.54520807,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217,0.7335633885900373
2006-10,27.571826520135104,2545594.5952983,0.638538924784563,0.5647734058571736,8.015326649459066,67.593,1.6665667372040502,1005.299456784575,18350.47541828509,27.522117140812373,22.72244935998093,75.97451118130195,2.3608562946004725,13255.819596188236,0.2351505550655339,0.6521667832078262,45379749.01982904,2678504.834095677,6.10875645622702,39410597.343424894,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412,0.7337621354099069
2006-11,27.673197507558218,2579795.2653865367,0.63901654257581,0.5652146796417752,8.012771368328433,72.762,1.6020208626672574,1005.2137304066,17449.755701691967,27.374124175325036,22.84689573845002,77.2228988023334,2.602735833191829,13333.93360677697,0.2388400913766284,0.652470145471854,45420092.1856482,2676243.587233127,6.109423407503423,39418229.14164172,715811.6582559105,7578752.004015843,219.95090827883052,3371346.513797879,0.6138016533493752,3.1112815731886654,0.6544472076430272,0.4297781875807803,-8585.918047929645,3.797759546537678,151.30727369782838,185030537.38989973,244.58619112418265,1.392456147938836,0.7339608822297764
2006-12,27.65639760327872,2613995.9354747734,0.6394941603670571,0.5656559534263769,8.010216087197803,76.473,1.8730249975841649,1005.241252634406,16500.748240432087,27.138582795761124,23.0341631508033,79.19249440312129,2.872391676609406,13414.429952796736,0.2425505815669402,0.6527735077358817,45460435.35146736,2673982.3403705773,6.110090358779824,39425860.93985856,727560.5307190763,7583960.026231317,217.7367940152106,3478580.7521593445,0.5948781830476984,3.0963175435420256,0.6529124218025248,0.4275878752901689,-8102.613779191029,3.778681269312833,151.99363168366656,185188146.14416185,246.01294427055387,1.1927122116957445,0.7341596290496459
2007-1,27.686193194149972,2648196.60556301,0.6399717781583041,0.5660972272109785,8.007660806067172,66.018,2.2147376085320305,1005.2309635618728,15446.129682990524,26.88785976633295,23.25007056804583,81.37439850905828,3.1765691149145305,13505.293941082216,0.2464238836058105,0.6530768699999094,45500778.51728652,2671721.0935080275,6.1107573100562265,39433492.73807538,738539.8377949974,7589168.048446789,214.8697613113524,3465619.8819014444,0.5915910920220523,3.081628815810877,0.652250285916937,0.4261722902551189,-8429.349883699913,3.758139256867763,152.67998966950472,185345754.8984239,247.44436787345552,1.0523384765809212,0.7343583758695155
2007-2,27.600326970757468,2681221.288699001,0.6404170650049172,0.5665133198332472,8.005216172226618,46.901,2.4686217163920423,1005.5115878019471,14675.361613439558,26.63726053055223,23.45738307037563,83.5161386854249,3.2930995178165383,13592.62284208156,0.2501963223888267,0.6533408201627572,45540784.407918975,2673339.016075691,6.112302311069727,39444312.37509348,751771.8737028147,7594051.910447072,210.2471208130518,3321575.2056041574,0.5821912594010402,3.0672409187407026,0.6486758561842155,0.4272545197346237,-8207.504212454718,3.739732339264414,153.32631902904507,185495361.54458392,249.54686218214692,0.8648345966337321,0.7345220176206065
2007-3,27.88498274524641,2714245.971834993,0.6408623518515304,0.5669294124555158,8.002771538386064,58.996,2.2977461246782958,1005.8030475885844,14866.061591933294,26.66641984358166,23.52145259473991,83.72827764075694,3.391722901334354,13681.470746977966,0.2538641683370207,0.6536047703256049,45580790.29855143,2674956.9386433545,6.113847312083228,39455132.01211157,765537.1422995625,7598935.772447355,206.0752754548079,3315160.34317312,0.5624597981278792,3.0531793810769865,0.6396733150346336,0.421374616153345,-8302.699392306728,3.706955628134506,153.97264838858544,185644968.19074392,251.65055665221337,1.0136782679054217,0.7346856593716975
2007-4,27.84887213733313,2747270.654970985,0.6413076386981437,0.5673455050777843,8.00032690454551,47.399,2.6476450612019504,1006.4878617423044,15056.465331636447,26.72041960617354,23.509965142030392,83.41402189231883,3.4659130762950605,13768.541113153038,0.2573244408147182,0.6538687204884528,45620796.18918389,2676574.8612110177,6.115392313096728,39465951.64912966,779563.6032004755,7603819.634447637,202.60709188519417,3271622.245505456,0.5607781390026951,3.0394697315652115,0.6337527638093442,0.4226987158945232,-8434.701866226666,3.675935689954143,154.6189777481258,185794574.836904,253.7161436166845,0.9058292634380308,0.7348493011227886
2007-5,28.091084915883247,2780295.338106977,0.6417529255447568,0.5677615977000529,7.997882270704955,60.944,2.343635324475354,1006.8019701574516,15870.866322032349,26.73644453977084,23.3524660598681,82.61333867662177,3.507247927920851,13856.622476542592,0.2607528910521809,0.6541326706513005,45660802.07981634,2678192.7837786814,6.116937314110229,39476771.28614775,793632.7491000076,7608703.49644792,199.70760205242289,3308180.387129716,0.5641176200703027,3.026137498950861,0.653237645563625,0.4265292995204747,-8141.051175182823,3.63852003418216,154.96803306283462,185944181.483064,255.3073002060301,0.9385189527188756,0.7350129428738795
2007-6,28.260629774736785,2813320.0212429683,0.64219821239137,0.5681776903223215,7.995437636864401,67.694,2.263878687398452,1006.5853498872264,17168.661009299696,26.84114965183177,23.051047461795616,80.75002334982446,3.5378405579357524,13946.687931632609,0.2643996222544283,0.6543966208141483,45700807.9704488,2679810.706346345,6.118482315123729,39487590.92316584,810591.0704600966,7613587.358448203,196.56657159174367,3356492.918711034,0.557268421320419,3.0132082119794177,0.6449100186574492,0.427912233110958,-8026.170619784551,3.601931188268772,155.31708837754346,186093788.129224,256.8884825968233,0.8300336615044933,0.7351765846249706
2007-7,28.50712307491638,2846344.70437896,0.6426434992379833,0.56859378294459,7.992993003023846,75.379,2.5102318146151568,1005.7673499594404,17099.266696650422,26.891618137843487,22.817434743692072,79.32197591638796,3.55871450887881,14040.373558204134,0.2681403708282279,0.654660570976996,45740813.86108126,2681428.6289140084,6.12002731613723,39498410.560183935,828801.1639120209,7618471.220448485,195.4713076894235,3377509.25255415,0.5417029185846474,3.000707399396365,0.63275579381832,0.4270491588284315,-7955.022260278307,3.560009340555952,155.6661436922523,186243394.77538395,258.4449215140347,1.091015693647252,0.7353402263760616
2007-8,28.486474729954335,2879369.387514952,0.6430887860845964,0.5690098755668586,7.990548369183292,81.215,1.8294364566222403,1005.6151981458836,17434.312564975513,27.199592755915997,22.56873909878245,76.82361411673277,3.571971856390774,14132.645251446713,0.2717155956546009,0.6549245211398438,45780819.75171372,2683046.551481672,6.12157231715073,39509230.19720203,848753.4468744235,7623355.082448767,197.1352047608322,3406326.0515670376,0.5383365294217008,2.9886605899471874,0.6268005040535086,0.4251241376010696,-7983.790257906689,3.5118118337828608,155.9131643598258,186393001.421544,260.02128743696466,0.9546102545549062,0.7355038681271526
2007-9,28.55538886030793,2912394.070650943,0.6435340729312096,0.5694259681891272,7.988103735342738,73.794,1.9232995814778635,1005.0563448900364,15229.700944915565,27.45157091889833,22.4973013601556,75.29361851610656,3.428510758614588,14226.004598281424,0.2755405576987208,0.6551884713026915,45820825.64234617,2684664.474049336,6.123117318164231,39520049.83422012,870183.122157289,7628238.94444905,200.3440969182776,3402053.412048238,0.5168062325264737,2.977093312377366,0.6258989699329778,0.4202971223147698,-7895.376088335307,3.469607481841116,156.1601850273993,186542608.067704,261.62706060654693,0.864747358475212,0.7356675098782437
2007-10,28.73666190066098,2945418.753786935,0.6439793597778227,0.5698420608113958,7.985659101502184,81.122,1.820437962885535,1004.783446216871,11970.80029165957,27.396621885733225,22.575513152983785,75.83046713804323,3.1448136941231475,14321.102637695692,0.2790431369511107,0.6554524214655393,45860831.532978624,2686282.396616999,6.124662319177731,39530869.47123821,894141.7138063426,7633122.806449333,203.09658677706912,3603293.506709055,0.492773472916794,2.9660310954323856,0.617964982686669,0.422186667969427,-7988.122113095049,3.4226070580234054,156.40720569497282,186692214.713864,263.21698626253544,1.014249422320608,0.7358311516293347
2007-11,28.770219961960155,2978443.4369229265,0.6444246466244359,0.5702581534336644,7.983214467661631,77.051,1.773596079946287,1005.0905330644964,9250.694154264223,27.36973385939265,22.75259402424166,76.82502309863615,2.778009091107247,14417.28914204896,0.2815013055380816,0.6557163716283871,45900837.42361108,2687900.3191846623,6.126207320191232,39541689.1082563,916094.9671927262,7638006.668449616,207.2025845452835,3871253.3801534586,0.4788592048124005,2.955499467857729,0.6145670424343683,0.4244249038787387,-8017.515428278837,3.3732677481944013,156.62927034318636,186841821.360024,264.78802556753885,0.9820548143806294,0.7359947933804257
2007-12,28.832953413493016,3011468.1200589184,0.6448699334710492,0.5706742460559329,7.980769833821076,80.334,1.7003631468260785,1004.3088622487004,5939.928304617767,26.92571597875276,22.936152466420463,79.6460294342188,2.290123473332488,14513.16552401043,0.283994555730062,0.6559803217912349,45940843.31424354,2689518.2417523256,6.127752321204732,39552508.7452744,935002.9361998136,7642890.530449898,213.4071359189383,4005644.122666503,0.4548379030142503,2.945523958398879,0.6103282941034248,0.4244999572063965,-7877.11519891132,3.3132900029546954,156.85133499139988,186991428.006184,266.31848259790274,0.8767487704205519,0.7361584351315167
2008-1,28.781227889297234,3044492.80319491,0.6453152203176623,0.5710903386782015,7.978325199980522,76.203,2.048485752190102,1004.0833398949202,4569.746707651033,26.562433962213785,23.1140006915346,82.18854615011911,1.8826743296593156,14603.261476000438,0.2865814856010999,0.6562442719540826,45980849.204876,2691136.1643199893,6.129297322218233,39563328.38229249,954710.380678508,7647774.392450181,221.65031253411155,3972676.139799992,0.4442798633210167,2.93613009580132,0.6123131329450783,0.4249975168895801,-8333.785630800456,3.2555579562369243,157.07339963961343,187141034.652344,268.4476130189723,1.011775380520748,0.7363220768826078
2008-2,28.860359904822083,3086174.2932757414,0.6457277782562933,0.5714835151419592,7.980788985193453,62.689,2.319939257834784,1004.0703311215397,3510.090138493054,26.34488676269411,23.25414414038693,83.93292677884344,1.5727897778189506,14704.835119441894,0.2891610216156695,0.6564697118816345,46007489.28587408,2691060.7933042026,6.129047917367176,39563761.92913851,977120.2633756644,7652174.341637064,232.3578277110445,3831646.827575299,0.4446804445496704,2.927343408810533,0.6130114959204532,0.4302154047083354,-7957.479510093275,3.199376609861489,157.22858077228662,187282618.10601315,270.5463010069343,0.95509159572242,0.7364513359947154
2008-3,29.04150433116208,3127855.7833565734,0.6461403361949244,0.571876691605717,7.983252770406384,59.277,2.572598988393677,1004.1092107813516,2662.5008026830023,26.11959696125004,23.28461927610723,85.1908483918728,1.3014958704793655,14807.675123458908,0.2917927281720581,0.6566951518091864,46034129.36687216,2690985.422288416,6.12879851251612,39564195.47598454,1002832.9288108344,7656574.290823947,242.89215150548253,3809138.2345990585,0.4484128206903977,2.919189426172004,0.6213585443907181,0.4313867734467428,-7892.607761543437,3.141468520965748,157.38376190495984,187424201.5596823,272.6387317265813,0.8861972393237405,0.7365805951068228
2008-4,29.096193898114947,3169537.273437405,0.6465528941335554,0.5722698680694747,7.985716555619316,66.515,2.753170991494803,1004.4204932906244,2218.754650595225,26.119884490239663,23.30267981881209,85.3363640033349,1.162951527829073,14910.07173354496,0.2945757206576911,0.6569205917367382,46060769.44787024,2690910.0512726293,6.128549107665063,39564629.02283057,1027504.4384372998,7660974.24001083,252.40034143486488,3805747.865320872,0.4473258895577853,2.9116936766312143,0.6263187436812404,0.4338669727481246,-8007.976541076512,3.0675634134381013,157.53894303763303,187565785.01335144,274.1767312352824,1.0102274736240415,0.7367098542189303
2008-5,29.24570026486965,3211218.7635182366,0.6469654520721865,0.5726630445332324,7.988180340832247,75.316,2.698856184411348,1004.7443384249824,1934.084433124304,26.172328779701623,23.241840521070376,84.80472866336932,1.1639425484585466,15011.765388494116,0.2973165600704333,0.6571460316642902,46087409.52886832,2690834.680256842,6.128299702814006,39565062.56967659,1051085.473449627,7665374.189197713,258.0351262596198,3847010.3706679856,0.4544319127338644,2.9048816889336475,0.646709513314914,0.4321500462512327,-7622.164669581103,2.983508587016217,157.71854443257627,187707368.4670206,275.67454765459144,0.9183439034290336,0.7368391133310379
2008-6,29.416693436346485,3252900.253599068,0.6473780100108175,0.5730562209969902,7.990644126045178,73.736,2.3142966977318093,1005.0263753106254,1782.9566145278525,26.327438263954114,23.07013150428117,83.26350758082079,1.3096218229124368,15112.757957646863,0.2999702788639486,0.6573714715918421,46114049.6098664,2690759.309241056,6.12805029796295,39565496.11652263,1073849.582377385,7669774.1383845955,263.36760075171605,3906865.856563772,0.4203655844188621,2.898778991824788,0.6287480084855108,0.416568100772241,-7526.222983080984,2.8968331481222203,157.8981458275195,187848951.92068976,277.17517909434486,0.831892211523938,0.7369683724431455
2008-7,29.50359701876986,3294581.7436799,0.6477905679494486,0.5734493974607479,7.993107911258109,90.155,1.8213419487256897,1005.0495093498816,1730.958584327398,26.6212776640844,22.9290023627863,81.22018482798744,1.576871702957919,15214.735815759836,0.3024421747559247,0.6575969115193939,46140689.69086447,2690683.9382252693,6.1278008931118935,39565929.66336865,1099889.4111654025,7674174.087571479,271.2240031589069,3952591.039190352,0.3823654090466765,2.893411114050117,0.599023956748628,0.4017041211332135,-7372.476799457021,2.8193033709764,158.07774722246273,187990535.3743589,278.67170510278925,0.9469908098354584,0.737097631555253
2008-8,29.56157015751822,3336263.233760732,0.6482031258880796,0.5738425739245056,7.995571696471041,92.746,1.4483564044098522,1004.7472424108304,1684.5727618121352,26.9315846958318,22.84135175590909,79.32537319720304,1.864994612000904,15316.22388549874,0.3047233285983539,0.6578223514469458,46167329.77186255,2690608.5672094827,6.127551488260837,39566363.210214674,1129391.1987085575,7678574.036758362,277.14389415029365,3979631.106186825,0.377094781251677,2.888803584355119,0.5717904557609863,0.3911930100262941,-7330.909560613458,2.746140251198851,158.2647084581022,188132118.82802805,280.18081957333715,0.9812442861378704,0.7372268906673605
2008-9,29.58020929260502,3377944.723841564,0.6486156838267106,0.5742357503882634,7.998035481683972,94.415,1.2821673602079684,1004.5168632951372,1649.7415855267286,27.25936146265224,22.76873968961109,77.44309776194427,2.080549092660564,15413.80762896651,0.3062504947934186,0.6580477913744976,46193969.85286063,2690533.196193696,6.127302083409781,39566796.75706071,1159763.921974792,7682973.985945245,283.8182952324954,4008598.191619436,0.4025579714905743,2.884981931485277,0.5509061927111456,0.393954511741958,-7785.307445305803,2.665912474404139,158.45166969374168,188273702.2816972,281.69120671574126,1.0935181371164024,0.7373561497794681
2008-10,29.708089581711786,3419626.213922395,0.6490282417653417,0.574628926852021,8.000499266896904,92.246,1.3380700656848583,1004.2890765043942,1575.9410696878049,27.351730419353096,22.855187684340763,77.39824658966236,2.123385092793553,15509.349939749622,0.3075704463671732,0.6582732313020496,46220609.93385871,2690457.8251779093,6.127052678558724,39567230.30390673,1186398.82413667,7687373.935132128,295.33935864725913,4263818.5410232525,0.412023328025164,2.881971684186075,0.5338333005653052,0.4032616547632046,-7703.954458964581,2.598260780235978,158.63863092938115,188415285.7353664,283.16492203528696,0.94244302845466,0.7374854088915757
2008-11,29.646809236029675,3461307.704003227,0.6494407997039727,0.5750221033157787,8.002963052109834,90.225,1.5028875423437642,1004.0593205174704,1483.288656013177,27.21237024405793,23.015269650400004,78.75403769825364,1.994886127856752,15602.191171250875,0.3082728931284312,0.6584986712296015,46247250.01485679,2690382.4541621227,6.126803273707667,39567663.85075276,1206234.5492222924,7691773.884319011,310.0969471649507,4581129.885282537,0.4176314374021105,2.879798371202994,0.5233099682890817,0.4104528122004031,-7476.287871104045,2.5386157863332808,159.1005672607899,188556869.1890356,284.6606851529394,1.062701899829496,0.7376146680036831
2008-12,29.72292376110052,3502989.1940840585,0.6498533576426038,0.5754152797795365,8.005426837322766,89.682,1.7747821284010197,1003.9816189579476,1402.2227430997111,26.955594504403592,23.18842887598268,80.749941702756,1.8005700348837776,15692.242141954424,0.3090613176539781,0.6587241111571533,46273890.09585487,2690307.083146336,6.126553868856611,39568097.39759879,1219337.8746717924,7696173.833505894,321.9672537513736,4747766.385371158,0.4199544942195133,2.87848752128152,0.524103085853287,0.4155686208661097,-7673.72643892393,2.504755709594416,159.56250359219862,188698452.64270467,286.259724822218,1.101310555483456,0.7377439271157906
2009-1,29.8092610296275,3544670.68416489,0.6502659155812348,0.5758084562432942,8.007890622535697,87.597,2.004015649063406,1004.1498524218108,1292.1251798202652,26.53686480325082,23.35914676282224,83.53552322323038,1.5449019436806428,15781.84422744744,0.3098697000231015,0.6589495510847052,46300530.17685295,2690231.7121305494,6.126304464005554,39568530.94444481,1228788.884778817,7700573.782692777,331.8520846216965,4684355.071416738,0.4453642148556728,2.8780646631671347,0.5263722830788128,0.4265478197554145,-8468.75016667358,2.46038988184506,160.02443992360736,188840036.09637383,288.2775366408382,0.7501827891642874,0.7378731862278982
2009-2,29.72130323035153,3552093.6909844824,0.6506453466485355,0.5761809815523634,8.004875328407147,65.82,2.309265674931933,1004.2402647264493,1210.5266195787478,26.203039914928983,23.46369660045477,85.6239705764129,1.306693137432562,15877.33974349571,0.3103890023989645,0.6591373826428453,46401352.52743065,2691102.7434676387,6.128591967596633,39595207.03906718,1237163.7518901215,7704524.6839363,341.05203172474296,4496965.662895579,0.4617677479747263,2.8785553256053213,0.5227829360821162,0.4330860958676656,-8362.130172448553,2.419211323171128,160.62060444548413,188999683.0050093,290.3153452415065,0.8379855344167224,0.7379687851308173
2009-3,29.932731317282016,3559516.697804075,0.651024777715836,0.5765535068614326,8.001860034278597,73.529,2.562241844688692,1004.5938364048294,1179.371362353288,26.07979161961125,23.512132593319738,86.47109959302068,1.1731885265556363,15972.729272095998,0.3110459958685592,0.6593252142009853,46502174.87800835,2691973.7748047286,6.130879471187712,39621883.13368955,1247147.527333788,7708475.585179822,349.5767808247252,4433471.851642464,0.4744121661088831,2.879985037341564,0.5234789989371754,0.4381030668091561,-8556.283355305572,2.384914975903917,161.2167689673609,189159329.91364485,291.7641550908637,0.7389127280648995,0.7380643840337364
2009-4,29.863236390180703,3566939.7046236675,0.6514042087831367,0.5769260321705018,7.998844740150046,60.861,2.51579883962964,1005.1003724609892,1173.8032962425114,26.00526255926457,23.48470086630337,86.71333105814298,1.0977811067791123,16068.558425669837,0.3119272576549171,0.6595130457591253,46602997.228586055,2692844.806141818,6.133166974778791,39648559.22831192,1257743.255844782,7712426.486423344,353.6033789337442,4387994.548467608,0.4999622144350261,2.8823793271213445,0.5478423802413089,0.45007711682254,-8805.162211693303,2.3630365952461503,161.8129334892377,189318976.8222804,293.19184808410324,0.72952096312357,0.7381599829366554
2009-5,30.064509130034736,3574362.71144326,0.6517836398504372,0.5772985574795709,7.995829446021497,74.791,2.285279499817076,1005.4151152110816,1263.6349861443546,26.21711060019024,23.383138318874416,85.25682613542952,1.193514996438341,16166.871840210995,0.3129803763659415,0.6597008773172653,46703819.57916376,2693715.837478908,6.13545447836987,39675235.322934285,1273653.156635714,7716377.387666867,352.9888345157645,4399982.319256014,0.4981088282193594,2.885763723690147,0.6069054336378797,0.450431778065969,-8667.302626906909,2.3525692667827225,162.41246682916747,189478623.73091587,294.61818674794546,0.7956723216115966,0.7382555818395745
2009-6,30.218946358894968,3581785.7182628526,0.6521630709177378,0.5776710827886401,7.992814151892946,92.624,2.1464529083402435,1005.7598611968536,1360.6655398150565,26.487061046266994,23.20773502365633,83.13531330950306,1.4393583393275438,16272.233255796064,0.3141074679029571,0.6598887088754054,46804641.929741465,2694586.868815997,6.137741981960949,39701911.41755665,1292234.6824960993,7720328.288910389,345.32839376954,4416281.033776725,0.4904351794060748,2.8901637557934547,0.5851435517618442,0.4443889715056729,-8866.763268778828,2.338774353162325,163.01200016909723,189638270.6395514,296.03809070625255,0.7718384341547616,0.7383511807424936
2009-7,30.30317730959208,3589208.725082445,0.6525425019850384,0.5780436080977093,7.989798857764396,112.502,1.9322958476661392,1005.7292545875216,1436.9854111174925,26.705184789245465,22.96031340464143,80.92641834119718,1.7068766459140063,16377.075813432051,0.3152647708753761,0.6600765404335454,46905464.28031917,2695457.9001530865,6.140029485552029,39728587.51217902,1313170.5678263628,7724279.190153912,326.935099739555,4393687.545662547,0.4945814397751699,2.895604952176751,0.5788217871313215,0.4406435988198508,-9104.309037125651,2.304832376935664,163.611533509027,189797917.5481869,297.4339550370137,0.932626674231297,0.7384467796454126
2009-8,30.42740290621811,3596631.7319020373,0.652921933052339,0.5784161334067784,7.986783563635845,108.962,1.7483612067202472,1005.4254623388288,1501.9761607235346,27.041748820051744,22.769680864035347,78.44801401553006,2.0313979748534,16480.167083946908,0.316369350468175,0.6602643719916854,47006286.63089687,2696328.9314901764,6.142316989143108,39755263.60680139,1332816.0500644925,7728230.091397434,306.15148915915097,4370580.310383854,0.519129981023956,2.9021128415855184,0.5750680318928113,0.4435740975951859,-9151.584889714371,2.2790124389025963,164.279526340619,189957564.45682243,298.8406575808099,0.9077579231188913,0.7385423785483317
2009-9,30.65452388940717,3604054.73872163,0.6533013641196397,0.5787886587158476,7.983768269507295,122.241,1.7196698025103387,1005.1899781343438,1501.3497965958936,27.27738262104578,22.70906021380488,77.03062610900065,2.254090934903477,16584.22242746732,0.3176888148521255,0.6604522035498255,47107108.98147457,2697199.9628272657,6.144604492734187,39781939.70142376,1352851.923578171,7732180.992640956,288.01476097029126,4372066.053221281,0.5322073984035939,2.909712952765241,0.5778898181752461,0.4517057294318006,-9303.102943424732,2.248138981864224,164.94751917221097,190117211.36545795,300.2151282762207,0.7590817589264219,0.7386379774512508
2009-10,30.823465420613275,3611477.7455412224,0.6536807951869402,0.5791611840249168,7.980752975378746,105.851,1.7374309508710155,1004.869242471548,1490.316938018715,27.41937876511301,22.771608397650983,76.66249939167336,2.287050686140386,16687.216260716013,0.3186714323450521,0.6606400351079655,47207931.33205228,2698070.994164356,6.146891996325266,39808615.79604612,1374268.9947285329,7736131.893884479,271.2564900724893,4642801.106901026,0.5355829324010861,2.9184308144614013,0.5785426926291699,0.4562242724341889,-9568.345532304107,2.217904930844287,165.61551200380296,190276858.27409345,301.5556867037101,0.7846990754486614,0.7387335763541699
2009-11,30.893502227142918,3618900.752360815,0.6540602262542409,0.579533709333986,7.977737681250195,109.385,1.6484500191218268,1004.576418777232,1483.4247276647952,27.654319096644663,23.058078713198324,76.89652150355838,2.312470957193135,16791.15388567561,0.3196026220469693,0.6608278666661056,47308753.68262997,2698942.025501445,6.149179499916345,39835291.8906685,1394220.7836613408,7740082.795128002,255.34310713889985,4968540.4622684615,0.5460484315742349,2.928291955419483,0.5912075438524862,0.4618168766069392,-9497.345398002251,2.177604887432468,166.21570004913676,190436505.18272892,302.8565593957302,0.7700278820075507,0.738829175257089
2009-12,30.99544676316705,3626323.759180408,0.6544396573215414,0.5799062346430551,7.974722387121645,109.423,2.2037309394968787,1004.5088976411924,1467.1849831808042,27.736196775686867,23.34808216937676,77.85826425274419,2.195867327942129,16896.302553912887,0.3206659142206201,0.6610156982242456,47409576.03320768,2699813.056838535,6.151467003507424,39861967.98529086,1412214.7556779748,7744033.696371524,240.3044626744236,5129826.363697898,0.5427257627326397,2.939321904384969,0.5870573500038764,0.4644167127850657,-9190.300907588446,2.124224012723041,166.81588809447058,190596152.09136447,304.120261718961,0.6898760251950916,0.738924774160008
2010-1,31.4456609131604,3633746.766,0.6548190883888421,0.5802787599521243,7.971707092993094,104.353,2.286559222325161,1004.3253229061236,1417.907444551613,27.608999079396472,23.68445294541596,80.05171588720627,1.9389737609466275,16998.24514635988,0.3217898194959375,0.6612035297823856,47510398.38378538,2700684.088175624,6.153754507098503,39888644.07991323,1427319.107867863,7747984.597615046,228.76182954634024,5091491.888697272,0.5528867394615864,2.951546190103343,0.6027048817569469,0.4691088914703447,-9688.588371030834,2.0799573598611705,167.41607613980435,190755799.0,306.32712710827536,0.7984149643257024,0.7390203730629271
2010-2,31.959179954463725,3647375.7515418674,0.6551649946214639,0.5806328991103271,7.970858539367317,95.21,2.5822815173593825,1004.2140275611398,1372.7883254684896,27.57629506899457,24.001821674973776,81.72559781360346,1.7553295151048156,17099.654609020276,0.3228144793713424,0.6613546548369978,47606348.95634522,2700756.1819344847,6.156176626564204,39912981.03811093,1442690.7727091676,7751204.361214897,222.79586929236652,4918423.521659033,0.5359195328522104,2.9649903413200875,0.5955700194878013,0.4638866746250542,-9576.958631035535,2.030863470139216,168.1125206007806,190858600.18802968,307.98833800895983,0.6340516025801447,0.7390830341864527
2010-3,32.47035995547682,3661004.737083735,0.6555109008540858,0.58098703826853,7.970009985741539,106.28,2.946155100263255,1004.584413708274,1330.3914422891066,27.34354376232347,24.06917398583965,83.18700780800899,1.5011361231511555,17191.320108807588,0.3238482234071724,0.6615057798916102,47702299.52890506,2700828.275693346,6.158598746029904,39937317.99630863,1461585.576115406,7754424.124814747,216.7625186875124,4912351.888847262,0.5269652285318539,2.979679886780686,0.5982752954789717,0.4529411903376403,-9737.230041667011,1.9872203448387613,168.80896506175682,190961401.3760593,309.72831966497404,0.8247337983618206,0.7391456953099784
2010-4,33.04231619270774,3674633.7226256025,0.6558568070867077,0.581341177426733,7.969161432115762,90.89,2.773611575665317,1004.883200949808,1291.746036884633,27.115839491597207,24.102793861309777,84.45036902250918,1.2994790539567462,17284.37633299838,0.3249513967793176,0.6616569049462224,47798250.1014649,2700900.3694522064,6.161020865495605,39961654.95450632,1484105.0697649147,7757643.888414597,210.5177978363556,4850330.205261258,0.5365275225694347,2.9956403552306226,0.5978042087664871,0.455830055988475,-10059.393149424635,1.938766300428007,169.50540952273306,191064202.56408903,311.4552844509332,0.7324555326526557,0.739208356433504
2010-5,33.87176766810759,3688262.70816747,0.6562027133193296,0.5816953165849358,7.968312878489984,103.744,2.4950519551468124,1005.3377475864338,1361.5928505730733,27.01295253746277,23.907587799846876,84.02085679394114,1.2894911205392023,17378.334181966817,0.3257753901695549,0.6618080300008347,47894200.67402474,2700972.463211067,6.163442984961306,39985991.91270402,1508781.9291760642,7760863.652014448,206.7060824353524,4891888.062085704,0.5422255150798765,3.0128972754153795,0.6184467692784309,0.4519925678913392,-9786.943488370514,1.900423502203311,169.9891290692008,191167003.7521188,313.1723727610079,0.8264367733604508,0.7392710175570296
