,Bahia - value,Bahia- custo m2 (R$),Bahia - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Bahia - IDH Educacao,Bahia - IDH Longevidade,Bahia - IDH,Bahia - Produção de Cimento (t),Bahia - Depósito Poupança (R$),Bahia - IDH Renda,Bahia - PIB - Estadual,Bahia - PIB - Construção Civil,Bahia - PIB - Per Capita,Bahia - PIB - Preços de Mercado,Bahia - Desemprego,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2004-5,0.3144130798503118,12098.86229700714,148.117,1.967996754419547,1009.9539528190156,1248.0796056363904,26.841248955186195,20.99802630921522,70.90210936250801,1.7304101609806994,0.6047532253180647,0.7722921791593406,0.6747542319910613,43.265295948088536,8349630.373020676,0.6423711541824847,134268807.46746176,8489521.04914066,8.61257427800648,122474609.82558294,8.269478601688643,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,0.3146811488943606,12151.173487483333,135.806,1.884689999938812,1010.6584235736524,1293.7336349454215,26.54912472972106,20.456200487789552,69.82008965720455,1.884383310313368,0.605140262599433,0.7726274669792497,0.6750358806528018,43.57129594808854,8357930.5726904655,0.6425862604498125,134416392.77196607,8493693.989700764,8.614998936290409,122517864.03013432,8.267053359164278,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,0.3151017931270857,12201.957673529843,147.816,1.7489066843905092,1010.4653585550456,1352.9803411599162,26.499401909898246,20.296374113482397,69.35175628699025,1.965735063061856,0.6055272998808012,0.7729627547991589,0.6753175293145423,43.58329594808854,8366230.772360254,0.6428013667171404,134563978.07647038,8497866.930260869,8.617423594574335,122561118.23468572,8.264628116639912,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,0.3151950573911286,12250.83449171166,147.06,1.7962770555733605,1010.0340527011838,1430.0148945600504,26.715356126958905,20.41781625910185,68.98689952922174,1.9350895858091672,0.6059143371621694,0.773298042619068,0.6755991779762827,43.821227766270354,8374530.972030044,0.6430164729844683,134711563.38097468,8502039.870820973,8.619848252858262,122604372.4392371,8.262202874115548,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,0.3151620295000013,12296.629825044993,156.749,1.7820213592469631,1009.1659352496348,1544.997440574675,27.17820861079125,20.58784769587521,67.90425434566473,1.9331659091717597,0.6063013744435376,0.7736333304389771,0.6758808266380232,44.25958332182591,8382831.171699833,0.6432315792517961,134859148.685479,8506212.811381077,8.62227291114219,122647626.64378849,8.259777631591183,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,0.3153478828465636,12341.099607653689,150.946,1.682347827298226,1008.1127495136386,1589.8254427633171,27.636264180590835,21.07525819052749,68.14145388385232,1.8921698621064704,0.6066884117249058,0.7739686182588862,0.6761624752997637,44.47014853921721,8391131.371369623,0.643446685519124,135006733.98998326,8510385.751941182,8.624697569426116,122690880.84833989,8.257352389066817,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,0.31526223498505,12382.024075738793,142.002,2.0348603250655297,1007.3794809738196,1589.3225463203923,27.9993163175715,21.479367343293863,68.38942733361252,1.8682982067801692,0.607075449006274,0.7743039060787953,0.6764441239615041,44.6152336456002,8399431.57103941,0.6436617917864519,135154319.29448757,8514558.692501284,8.627122227710043,122734135.05289128,8.254927146542453,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,0.3153576258292924,12421.230325738796,159.878,2.5877611762895016,1006.9144688709342,1611.6190849148638,28.373964880388144,21.866351919581405,68.52239853557106,1.7958760768523194,0.6074624862876422,0.7746391938987044,0.6767257726232445,44.91719197893352,8407731.7707092,0.6438768980537797,135301904.59899187,8518731.633061389,8.629546885993971,122777389.25744268,8.252501904018088,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,0.3151515382445077,12458.725835942878,139.997,2.771557340628913,1006.7527034486828,1531.5836899959972,28.452978128835426,22.23398993976268,69.71383144851723,1.6857531310166185,0.6078495235690105,0.7749744817186135,0.677007421284985,45.21427361158658,8416031.97037899,0.6440920043211076,135449489.90349618,8522904.573621493,8.631971544277897,122820643.46199404,8.250076661493722,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,0.3156718105720807,12527.670885655996,111.865,3.07272798001987,1007.0049741337197,1403.140909377052,28.367116987801243,22.35621467506049,70.51881395775507,1.7038648729653798,0.6082226663789246,0.7752635333136804,0.6772608454832124,45.380322460802645,8467370.312900888,0.6442902376219,135582224.6122714,8528688.500010556,8.633794311675876,122853648.13200444,8.242932573338733,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,0.3163283155186022,12594.63154862857,159.603,2.853910590807905,1007.672924403728,1321.5626902620263,28.093400020056283,22.24454263855549,71.13330824873236,1.7223011257310663,0.6085958091888388,0.7755525849087472,0.6775142696814398,45.87781814681588,8518708.655422788,0.6444884709226922,135714959.32104665,8534472.426399618,8.635617079073853,122886652.80201484,8.235788485183743,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,0.3167695262720549,12660.878604571855,142.063,2.221791022230845,1008.6932759621764,1207.7434637326987,27.556746745077994,21.829176642955783,71.52588060406877,1.8428868085970012,0.6089689519987531,0.7758416365038141,0.6777676938796672,46.28015614841669,8570046.997944687,0.6446867042234846,135847694.02982187,8540256.352788681,8.637439846471832,122919657.47202525,8.228644397028754,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,0.317093165606682,12725.93087740029,137.144,2.0417150758707687,1009.6384217539146,1182.1177180519026,27.133262781397335,21.3371196614867,71.13649528118033,1.9563342208063852,0.6093420948086673,0.776130688098881,0.6780211180778946,46.965992301653685,8621385.340466587,0.644884937524277,135980428.7385971,8546040.279177744,8.639262613869809,122952662.14203563,8.221500308873765,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,0.3175938432833521,12790.894048125989,122.74,1.7736881697642588,1010.3202410760008,1242.4406847053965,26.84785394955572,20.964364280643338,70.71830945897636,1.9495322868830065,0.6097152376185815,0.7764197396939478,0.6782745422761219,47.44721779228958,8672723.682988485,0.6450831708250693,136113163.44737235,8551824.205566807,8.641085381267787,122985666.81204602,8.214356220718775,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,0.3184957042818655,12856.130303968544,124.17,1.4142298905503246,1010.4875139134632,1354.211931948575,26.88340990005769,20.69214826074703,69.4514714342237,1.9939889036099208,0.6100883804284958,0.7767087912890147,0.6785279664743493,47.84136012967316,8724062.025510386,0.6452814041258617,136245898.15614757,8557608.13195587,8.642908148665764,123018671.4820564,8.207212132563786,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,0.3192689214738293,12918.832177935596,160.949,1.16352434877572,1009.8623823279072,1451.1616060192298,27.12921264979621,20.73140342273564,68.68209859326787,1.9328352784027552,0.61046152323841,0.7769978428840816,0.6787813906725766,48.18036448974198,8775400.368032284,0.645479637426654,136378632.8649228,8563392.058344932,8.644730916063743,123051676.1520668,8.200068044408795,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
