,Tocantins- custo m2 (R$),Tocantins - Desemprego,Tocantins - IDH Educacao,Tocantins - IDH Longevidade,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Tocantins - Consumo de Cimento (t),Tocantins - IDH Renda,Tocantins - PIB - Estadual,Tocantins - PIB - Construção Civil,Tocantins - PIB - Per Capita,Tocantins - PIB - Preços de Mercado,Tocantins - Depósito Poupança (R$),Tocantins - Produção de Cimento (t),Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%),Tocantins - IDH
2003-11,12075.130465544376,8.184846768154335,0.6796562765895835,0.770020057605682,3.5316459507445592,977.649066380706,1300.2353641674288,26.618057374014487,20.77517665795814,73.4821886817058,1.6739045743804752,22.246,0.6413827539514181,16159097.5737721,1473872.1568031996,10.326635399231703,26075434.815424345,401727.536571618,12.733,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617,0.7039046378911435
2003-12,12131.130465544376,8.178948482282586,0.680158594081873,0.7703850176872243,3.5134749310737523,977.499460499291,1292.8447187393888,26.573412563812827,21.196349835817838,75.15398560912777,1.6297459066563362,24.679,0.641759935801505,16181099.605815567,1475521.3787029833,10.33164044699186,26110286.78878117,403798.480494937,12.733,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297,0.7042844197576263
2004-1,12184.816411490325,8.173050196410834,0.6806609115741624,0.7707499777687665,3.491251525936933,977.357444012462,1285.8934195948436,26.52959894681954,21.609039312473687,76.78789403272174,1.5868915465988844,19.115,0.642137117651592,16203101.63785904,1477170.600602767,10.336645494752013,26145138.762137983,405869.424418256,12.733,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063,0.7046642016241093
2004-2,12236.198779911374,8.171347756455976,0.6811271964485838,0.771073738716687,3.464606692361577,977.22777099921,1279.637042269394,26.48777800215253,22.00223617673901,78.33945110638065,1.546568152845417,22.973,0.6424931815722905,16224367.30763898,1478375.2748536328,10.341851986002126,26180426.81968149,408512.83150157664,12.733,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674,0.7050048178062427
2004-3,12286.449292731886,8.16964531650112,0.6815934813230051,0.7713974996646077,3.433171387375156,977.1151955385258,1274.331162298641,26.449111208929715,22.364931517427127,79.76419398399752,1.5100023840332293,30.126,0.642849245492989,16245632.977418916,1479579.9491044986,10.34705847725224,26215714.877225,411156.2385848973,12.733,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611,0.7053454339883762
2004-4,12335.069792731889,8.167942876546263,0.6820597661974265,0.7717212606125283,3.396576568005145,977.0244717094002,1270.2313552181856,26.414760046269,22.686116423351343,81.01765981946528,1.478420898799618,29.497,0.6432053094136876,16266898.647198852,1480784.6233553644,10.352264968502354,26251002.934768517,413799.645668218,12.733,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512,0.7056860501705097
2004-5,12382.955646390425,8.166240436591405,0.6825260510718478,0.7720450215604489,3.3544531912790183,976.960353590824,1267.5931965636291,26.38588599328829,22.95478198332497,82.05538576667692,1.4530503557818797,29.528,0.6435613733343861,16288164.31697879,1481989.2976062305,10.35747145975247,26286290.99231202,416443.0527515386,12.733,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288,0.7060266663526432
2004-6,12428.165646390422,8.164537996636547,0.6829923359462692,0.7723687825083694,3.306432214224249,976.9275952617884,1266.672261870572,26.36365052910551,23.15991928616134,82.8329089795254,1.4351174136173104,40.329,0.6439174372550847,16309429.986758728,1483193.9718570963,10.362677951002585,26321579.04985553,419086.4598348593,12.733,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145,0.7063672825347767
2004-7,12472.058204529956,8.16283555668169,0.6834586208206905,0.77269254345629,3.252144593868312,976.9309508012838,1267.724126674616,26.34921513283856,23.29051942067375,83.30576661190372,1.4258487309432066,40.416,0.6442735011757832,16330695.656538663,1484398.646107962,10.367884442252697,26356867.10739904,421729.86691818,12.732999999999995,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418,0.7067078987169102
2004-8,12513.012295439048,8.161133116726834,0.683924905695112,0.7730163044042107,3.191221287238681,976.9751742883012,1271.0043665113617,26.343741283605347,23.33557347567552,83.42949581770483,1.4264709663968649,36.605,0.6446295650964818,16351961.326318605,1485603.320358828,10.37309093350281,26392155.164942548,424373.2740015007,12.732999999999995,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315,0.7070485148990436
2004-9,12552.15362877238,8.159430676771976,0.6843911905695333,0.7733400653521312,3.123293251362829,977.0650198018316,1276.7685569164096,26.348390460523788,23.284072539979963,83.15963375082168,1.4382107786155809,43.797,0.6449856290171804,16373226.99609854,1486807.9946096938,10.378297424752924,26427443.222486056,427016.68108482135,12.732999999999995,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788,0.7073891310811771
2004-10,12589.080367902818,8.157728236817118,0.6848574754439547,0.7736638263000517,3.047991443268232,977.2052414208656,1285.2722734253616,26.364324142711794,23.1250077024004,82.45171756514729,1.462294826236651,37.795,0.6453416929378789,16394492.665878478,1488012.6688605598,10.38350391600304,26462731.280029565,429660.088168142,12.732999999999992,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846,0.7077297472633106
2004-11,12621.017814711326,8.156025796862261,0.685323760318376,0.7739875872479723,2.964946819982361,977.400593224394,1296.771091573818,26.39270380928727,22.84737005175013,81.2612844145746,1.499949767897372,35.968,0.6456977568585774,16415758.335658414,1489217.3431114256,10.388710407253154,26498019.33757308,432303.4952514627,12.732999999999992,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332,0.708070363445444
2004-12,12649.469064711326,8.154323356907405,0.6857900451927974,0.774311348195893,2.873790338532693,977.655829291408,1311.5205868973803,26.434690939368124,22.44015067684248,79.5438714529966,1.5524022622350402,31.277,0.646053820779276,16437024.005438352,1490422.0173622917,10.393916898503267,26533307.395116583,434946.90233478334,12.733000000000002,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024,0.7084109796275776
2005-1,12679.782125935815,8.152620916952547,0.6862563300672188,0.7746351091438135,2.8721907324707043,977.9369576052868,1338.0369592183908,26.48838701676907,21.779597934267795,76.95082005248337,1.624863551267281,29.644,0.6464098846999745,16458289.67521829,1491626.6916131573,10.39912338975338,26568595.45266009,437590.309418104,12.733,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642,0.708751595809711
2005-2,12737.373083607976,8.14555445043232,0.6866858784443699,0.7749184583663848,2.580473560753533,978.3746323364696,1346.7245558328914,26.568373575908858,21.28610331061188,74.62393833205326,1.7032909706221198,25.375,0.6467463809792406,16479408.59449943,1493257.6993656126,10.405432895556787,26605321.16348182,448871.57099087664,12.733,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105,0.7090537715929552
2005-3,12793.360560039537,8.138487983912093,0.6871154268215209,0.7752018075889563,2.4565682729042395,978.9054367346176,1366.0922804082954,26.65304619495648,20.452788991828807,71.08341253840247,1.8059554878178872,25.608,0.6470828772585067,16500527.513780568,1494888.707118068,10.411742401360192,26642046.874303546,460152.8325636493,12.733,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531,0.7093559473761994
2005-4,12847.616004622005,8.131421517391864,0.687544975198672,0.7754851568115277,2.5010526591924043,979.3214121570446,1416.8392763543816,26.761494735663085,19.191709882765828,66.24537490399385,1.9388855953447688,30.043,0.6474193735377728,16521646.433061708,1496519.714870523,10.4180519071636,26678772.585125268,471434.094136422,12.733,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697,0.7096581231594437
2005-5,12901.49523378779,8.124355050871637,0.6879745235758231,0.7757685060340991,2.400432714121635,979.7056788339214,1453.6558300123725,27.058446311992544,17.437424096094528,59.57690629343136,2.137195388123888,28.702,0.6477558698170389,16542765.352342846,1498150.7226229785,10.424361412967007,26715498.29594699,482715.3557091947,12.733,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576,0.7099602989426878
2005-6,12953.934707602277,8.11728858435141,0.6884040719529743,0.7760518552566704,2.81642408120112,979.7679235076486,1490.4830244123752,27.59225374587239,16.140185744404647,54.07601820394057,2.245291244489988,36.483,0.648092366096305,16563884.271623986,1499781.7303754336,10.430670918770414,26752224.006768715,493996.6172819673,12.733,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684,0.710262474725932
2005-7,13005.59389176672,8.110222117831182,0.6888336203301253,0.7763352044792419,3.095669136443803,979.459978870854,1505.990145797395,27.90673233315092,15.7895415107905,52.24328188264965,2.2127789740400567,33.9,0.6484288623755712,16585003.190905124,1501412.7381278886,10.436980424573822,26788949.71759044,505277.87885474,12.733,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553,0.7105646505091762
2005-8,13057.621433211674,8.103155651310955,0.6892631687072763,0.7766185537018133,3.3627891620362504,978.6067929157418,1469.0283140383578,28.334961961743527,16.377400216632733,52.76441062326246,2.152892759310354,49.981,0.6487653586548372,16606122.110186264,1503043.745880344,10.443289930377228,26825675.42841216,516559.1404275127,12.733,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124,0.7108668262924204
2005-9,13102.733663002447,8.096089184790728,0.6896927170844275,0.7769019029243847,3.9035537546002543,978.0118867861096,1400.137853135666,28.08928754611656,17.561183287615915,57.3489926550202,1.9656383131050408,46.402,0.6491018549341033,16627241.029467404,1504674.7536327993,10.449599436180634,26862401.139233887,527840.4020002853,12.733,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557,0.7111690020756646
2005-10,13148.508412015912,8.0890227182705,0.6901222654615786,0.777185252146956,3.438082490232438,977.5569783783732,1374.8492806466854,27.72418350375512,18.64688262942644,61.71011522125226,1.8006037289491783,42.995,0.6494383512133695,16648359.948748542,1506305.7613852546,10.45590894198404,26899126.85005561,539121.663573058,12.733,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376,0.7114711778589087
2005-11,13196.869326375392,8.081956251750274,0.6905518138387297,0.7774686013695274,3.4191174258773107,977.3611435609148,1320.2926243097586,27.373953356285597,19.401818355980133,65.33678075401905,1.7119549727088983,42.388,0.6497748474926355,16669478.868029682,1507936.76913771,10.462218447787446,26935852.56087733,550402.9251458307,12.733,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542,0.7117733536421529
2005-12,13251.241139861737,8.074889785230045,0.6909813622158807,0.7777519505920989,3.411320612761348,977.5892681709972,1307.791078117869,26.871542923174975,19.930147020899195,68.99735058664028,1.5893755500572282,39.682,0.6501113437719016,16690597.78731082,1509567.776890165,10.468527953590854,26972578.271699056,561684.1867186034,12.733,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714,0.7120755294253971
2006-1,13305.073398521274,8.067823318709818,0.6914109105930318,0.7780352998146702,3.618861301328296,977.7341286581368,1288.976255748414,26.612250424557107,20.33024443850597,71.271296753011,1.506393376022236,37.092,0.6504478400511677,16711716.70659196,1511198.7846426202,10.47483745939426,27009303.98252078,572965.448291376,12.733,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527,0.7123777052086413
2006-2,13358.358847236192,8.065776000478033,0.6918030185935105,0.778279024720165,3.5912322543849355,978.2259200959523,1248.9780948076343,26.329929339510382,20.578462792184,73.031093039422,1.4401217741448078,29.357,0.6507663189769574,16731486.836070012,1513069.877144941,10.48074369012451,27045796.934490938,579808.2578356239,12.733,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667,0.7126421658784563
2006-3,13412.455379222416,8.063728682246248,0.6921951265939891,0.7785227496256596,3.6528539313209296,978.8258144762412,1269.1436223206188,26.191622762284,19.875370755859382,70.87410845661108,1.5106747979327042,29.126,0.651084797902747,16751256.965548066,1514940.9696472613,10.48664992085476,27082289.88646109,586651.0673798718,12.733,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332,0.7129066265482713
2006-4,13464.69509527324,8.061681364014463,0.6925872345944677,0.7787664745311542,3.603859040871499,979.4332723201549,1288.5533878664703,26.203650296903252,18.7606331327431,66.90757770685268,1.6167513417920272,18.553,0.6514032768285367,16771027.09502612,1516812.0621495815,10.492556151585012,27118782.83843125,593493.8769241198,12.733,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849,0.7131710872180863
2006-5,13518.318060631227,8.059634045782678,0.6929793425949463,0.779010199436649,2.757281353007781,979.8770993589172,1357.915461336532,26.623618583838528,17.231487751633093,60.48381804792889,1.8083100962465957,22.552,0.6517217557543263,16790797.224504173,1518683.1546519022,10.498462382315262,27155275.790401407,600336.6864683677,12.733,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955,0.7134355478879013
2006-6,13572.673824187164,8.057586727550893,0.6933714505954249,0.7792539243421437,3.156134031297426,979.9257323667856,1412.9863936147322,27.06305338883984,16.172761862583577,55.59425917817642,1.9656706527578085,18.245,0.652040234680116,16810567.353982225,1520554.2471542226,10.504368613045513,27191768.742371563,607179.4960126156,12.733,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707,0.7137000085577163
2006-7,13630.3460318973,8.055539409319108,0.6937635585959037,0.7794976492476383,3.226897288153225,979.5487259492036,1419.0360708549783,27.361764868516783,16.42758789626307,55.624650013464056,1.939930173237176,27.738,0.6523587136059056,16830337.483460277,1522425.339656543,10.510274843775765,27228261.69434172,614022.3055568635,12.733,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956,0.7139644692275313
2006-8,13703.806803884389,8.053492091087323,0.6941556665963823,0.7797413741531329,2.980599127744413,978.942722845007,1419.687502807141,27.54752630757473,17.086290087262594,57.30570514584734,1.928340321200922,28.597,0.6526771925316952,16850107.61293833,1524296.4321588636,10.516181074506015,27264754.646311875,620865.1151011114,12.733,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357,0.7142289298973463
2006-9,13781.253426505724,8.051444772855538,0.6945477745968609,0.7799850990586277,3.970134477563535,978.6117366456313,1382.3287796178652,27.387635245067,18.333731127529173,61.76086720438254,1.799615760403307,26.18,0.6529956714574848,16869877.74241638,1526167.524661184,10.522087305236266,27301247.59828203,627707.9246453593,12.733,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217,0.7144933905671613
2006-10,13862.89342237783,8.049397454623753,0.6949398825973395,0.7802288239641224,3.649989550027302,978.288672868774,1346.1079225108588,27.077001073478357,19.396203503320173,66.25656735251951,1.7009989196624429,27.381,0.6533141503832745,16889647.871894434,1528038.6171635045,10.527993535966516,27337740.550252188,634550.7341896072,12.733,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412,0.7147578512369763
