Ano,Maranhão - IDH Educacao
2008,0.6453152203176623
2009,0.6502659155812348
2010,0.6548190883888421
2011,0.6589699631803045
2012,0.6623105845117845
2013,0.6665864665544333
2014,0.6688853387673026
2015,0.671375783664578
2016,0.6884689248634636
2017,0.689875190760142
2018,0.690409299011064
2019,0.6909010534666153
2020,0.6897102401453986
2021,0.6864111710677075
2022,0.6837212775284082
