Ano,Maranhão
2014,11.986520886854585
2015,12.52944228650619
2016,12.762357706578845
2017,12.4601347339377
2018,12.3188366594088
2019,12.204421302677215
2020,12.039299888435206
2021,11.842072676588446
2022,11.856801306023888
