,Minas Gerais- custo m2 (R$),Minas Gerais - IDH,Minas Gerais - Consumo de Cimento (t),Minas Gerais - Depósito Poupança (R$),Minas Gerais - IDH Educacao,Minas Gerais - value,Minas Gerais - IDH Renda,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Minas Gerais - Produção de Cimento (t),Minas Gerais - Desemprego,Minas Gerais - PIB - Estadual,Minas Gerais - PIB - Construção Civil,Minas Gerais - PIB - Per Capita,Minas Gerais - PIB - Preços de Mercado,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%),Minas Gerais - IDH Longevidade
2003-11,11798.237930157356,0.7582480798074096,295.72,23546025.117618386,0.7021387259448383,0.3301422902783782,0.7570915046012259,1.776916183453619,887.3904087963487,1315.8884983731791,19.65880121662085,15.187229128719869,77.19352248199773,2.702767689912327,679.8870827262504,8.182550317965518,297502974.1213096,17438962.155772403,14.161543338333544,277442212.21086913,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617,0.8305999352208487
2003-12,11858.970985712913,0.7584191763061033,270.978,23636887.01761379,0.702459705740318,0.330036767034962,0.7568661865681829,2.163228952145725,887.6429517205362,1294.4197300221067,20.02428238609445,15.667842735767342,77.85735975135741,2.579383815635982,684.3133049484726,8.176559196005357,297875751.1569946,17457780.989070296,14.168092256288768,277595258.5612577,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297,0.8310424564115575
2004-1,11919.624228956154,0.7585902728047971,249.68,23727748.9176092,0.7027806855357979,0.3300595492696466,0.75664086853514,2.430690577340583,887.7059936212851,1276.678429914493,20.016321882292036,15.872924079057125,78.75533872076078,2.4991155900307995,691.6020617052293,8.170568074045196,298248528.1926796,17476599.822368193,14.17464117424399,277748304.91164625,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063,0.8314849776022663
2004-2,11977.49396579826,0.7587509418921511,219.561,23739056.55801554,0.7030973691593139,0.3306173036766531,0.756427739339777,2.546668642784873,888.263450636632,1227.6870466107864,19.71348909112761,15.712758403150186,79.28100384889298,2.400850286832469,696.2192459157556,8.16863015239404,298575535.0132668,17495129.96878153,14.17911752753992,277852009.83589906,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674,0.8318750133906481
2004-3,12033.71268374698,0.7589116109795052,304.641,23750364.198421884,0.7034140527828299,0.3313371134350217,0.756214610144414,2.4058828277526287,889.1760088852988,1218.3766487887085,19.080353710857363,15.087536052644612,79.22646848313472,2.312529026731844,703.7686305311402,8.166692230742887,298902541.833854,17513660.11519487,14.183593880835849,277955714.7601519,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611,0.83226504917903
2004-4,12088.22218374698,0.7590722800668592,262.564,23761671.838828225,0.7037307364063459,0.331732900196302,0.7560014809490512,2.1639619340175718,890.0189513834906,1154.5982020663023,18.19260737169139,14.2775613651939,79.47130659689094,2.258450692833096,708.0032805311401,8.164754309091732,299229548.65444124,17532190.261608206,14.18807023413178,278059419.68440473,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512,0.8326550849674118
2004-5,12140.081452039662,0.7592329491542132,299.209,23772979.479234565,0.704047420029862,0.3320590995496532,0.7557883517536882,1.7116808471153715,890.8562041180812,1185.4683703893627,17.453804566458334,13.2231681218717,77.85701266375864,2.269836442286164,715.4832561408963,8.162816387440577,299556555.4750285,17550720.408021543,14.192546587427708,278163124.6086576,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288,0.8330451207557936
2004-6,12188.348832992042,0.7593936182415674,303.866,23784287.11964091,0.704364103653378,0.3324447931580461,0.7555752225583252,1.3539048128133793,891.2929895616677,1256.5953490551194,17.579057472056807,12.71195374933106,75.21115650677231,2.281004971406277,719.9879942361343,8.160878465789423,299883562.29561573,17569250.55443488,14.197022940723638,278266829.5329104,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145,0.8334351565441754
2004-7,12233.698600433903,0.7595542873289214,320.442,23795594.76004725,0.704680787276894,0.3331931897835138,0.7553620933629623,1.1912753004751189,890.9204339337655,1277.1103819979544,18.441494777858598,12.637680550002122,71.64770576083926,2.409092420747888,726.889715166367,8.158940544138268,300210569.1162029,17587780.70084822,14.20149929401957,278370534.4571632,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418,0.8338251923325573
2004-8,12277.712918615724,0.7597149564162754,318.685,23806902.40045359,0.70499747090041,0.3339039775265765,0.7551489641675994,1.1465974718537126,890.0942843168649,1303.769399704773,19.14219762970395,13.026336101628756,70.4928783329889,2.4723617715355104,730.778874257276,8.157002622487113,300537575.93679017,17606310.84726156,14.2059756473155,278474239.3814161,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315,0.8342152281209392
2004-9,12317.473363060168,0.7598756255036295,315.841,23818210.04085993,0.705314154523926,0.3335193921498052,0.7549358349722364,1.322121343105406,888.9949253181248,1283.2402903740333,19.884261925560637,13.836600285331794,71.22800191750652,2.4926092456064617,733.8028075906094,8.15506470083596,300864582.7573774,17624840.993674897,14.21045200061143,278577944.3056689,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788,0.834605263909321
2004-10,12356.340319581906,0.7600362945909835,300.355,23829517.681266274,0.7056308381474421,0.3330622289429346,0.7547227057768734,1.7926621249237544,887.9230685982332,1222.6692734563603,20.134549885371708,14.589823462310486,73.45797549842646,2.527938274025228,737.586742373218,8.153126779184804,301191589.57796466,17643371.140088234,14.21492835390736,278681649.22992176,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846,0.8349952996977028
2004-11,12393.324362135098,0.7601969636783376,297.717,23840825.32167261,0.7059475217709581,0.3325720076658961,0.7545095765815104,2.08325480052526,887.1702922056653,1255.707335045328,19.83727172634745,15.08186920895614,76.5316044506116,2.5032231847084736,740.3391679051329,8.151188857533649,301518596.3985519,17661901.28650157,14.219404707203289,278785354.15417457,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332,0.8353853354860847
2004-12,12435.41582046843,0.7603576327656917,260.237,23852132.96207896,0.7062642053944741,0.3319912816433269,0.7542964473861475,2.307864336629877,887.0071950650143,1263.2872762328377,20.021708536193945,15.573281880322767,77.81921859303354,2.44435827650328,743.514480405133,8.149250935882495,301845603.2191391,17680431.43291491,14.22388106049922,278889059.07842743,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024,0.8357753712744665
2005-1,12467.032146999043,0.7605183018530457,268.591,23863440.6024853,0.7065808890179901,0.3317641744535302,0.7540833181907846,2.344428502210928,887.1999127477499,1275.7485201918537,20.033601830800556,15.728349539115944,78.24451913193373,2.412208944511581,745.9272355071738,8.14731301423134,302172610.0397263,17698961.579328246,14.228357413795148,278992764.00268024,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642,0.8361654070628484
2005-2,12530.238117345963,0.7606689773684304,246.372,24019068.2559691,0.7068928621110515,0.3319382178924161,0.7538814194116429,2.1250196185330075,887.724004922719,1267.5641742650582,19.54054204727502,15.378496121516724,78.6898318169048,2.3707529880680034,750.2480941909937,8.14006459293782,302481092.913293,17717216.656849656,14.233077391390532,279095133.30425435,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105,0.836503915167876
2005-3,12592.912310007654,0.7608196528838151,292.439,24174695.9094529,0.7072048352041129,0.3321110305454345,0.7536795206325013,1.8178762902566816,888.5883838086021,1213.3259888482903,18.939365245049256,14.954383299501572,79.32485069236165,2.294819745690793,757.692844810276,8.1328161716443,302789575.7868597,17735471.734371066,14.237797368985916,279197502.6058284,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531,0.8368424232729038
2005-4,12653.90234031248,0.7609703283991999,310.034,24330323.5629367,0.7075168082971743,0.3322305818950101,0.7534776218533596,1.5064139654961746,889.5411880377168,1182.680863983986,18.04823363817298,13.997804854007914,78.90188415662818,2.3083169294610526,763.3416054573141,8.12556775035078,303098058.66042644,17753726.811892472,14.242517346581302,279299871.9074025,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697,0.8371809313779315
2005-5,12713.140534501075,0.7611210039145846,322.741,24485951.216420498,0.7078287813902359,0.3328938390278727,0.7532757230742181,1.3853387180909311,890.1880116070463,1168.2194399788684,17.409150061243594,13.125059351117416,77.79464777254715,2.2855095832249552,769.810017196274,8.118319329057261,303406541.5339932,17771981.889413882,14.247237324176686,279402241.2089766,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576,0.8375194394829591
2005-6,12770.27423722695,0.7612716794299693,360.513,24641578.8699043,0.7081407544832973,0.3336711514194942,0.7530738242950764,1.3053610749383469,890.5393587601069,1156.4249254958172,17.1464844882263,12.806437623548849,77.55308346206289,2.342827921703598,774.111452820125,8.111070907763741,303715024.4075599,17790236.966935292,14.25195730177207,279504610.5105507,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684,0.8378579475879869
2005-7,12826.71879102886,0.761422354945354,359.804,24797206.5233881,0.7084527275763587,0.3347794261282204,0.7528719255159348,1.4672616724633478,890.297657921126,1207.3150033555398,17.53179171753833,12.748939239733796,75.81473960274218,2.390918951456579,782.0928449533063,8.103822486470222,304023507.2811266,17808492.044456698,14.256677279367452,279606979.8121248,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553,0.8381964556930146
2005-8,12882.796808404082,0.7615730304607389,406.893,24952834.1768719,0.7087647006694201,0.3352478847038303,0.7526700267367932,1.673146475165756,889.5161941973528,1218.2530031490137,17.863095905527544,13.20376943359837,76.44129447702062,2.4678037257201484,787.1363530549725,8.096574065176702,304331990.1546933,17826747.121978108,14.261397256962836,279709349.1136989,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124,0.8385349637980423
2005-9,12939.058535317574,0.7617237059761236,397.527,25108461.8303557,0.7090766737624815,0.3363273063618798,0.7524681279576515,1.874798720716936,888.6898439375963,1208.6236622542765,18.13531858374322,13.719468416195497,77.59569254693771,2.5866068827893542,792.5835048168765,8.089325643883182,304640473.02826,17845002.199499518,14.26611723455822,279811718.4152729,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557,0.83887347190307
2005-10,12994.62293816684,0.7618743814915083,406.354,25264089.483839497,0.709388646855543,0.3396739001486373,0.7522662291785099,1.9818052191334847,888.0781246541959,1271.0469814934677,18.79835607101881,14.177555956466062,76.83143585706577,2.524209906416045,798.9333479876508,8.082077222589662,304948955.90182674,17863257.277020928,14.270837212153603,279914087.71684706,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376,0.8392119800080977
2005-11,13050.952947076656,0.762025057006893,375.773,25419717.137323298,0.7097006199486044,0.3426838654466744,0.7520643303993683,2.1097680945430115,887.4724690898398,1279.5235143985703,19.133541764812048,14.77836236311357,77.91911906675737,2.5186046368699877,803.5567948005657,8.074828801296142,305257438.7753934,17881512.354542337,14.27555718974899,280016457.0184212,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542,0.8395504881131254
2005-12,13118.741008646435,0.7621757325222778,357.53,25575344.7908071,0.7100125930416659,0.3443275710623539,0.7518624316202267,2.1329589964698945,887.2359378276811,1328.6641564178956,19.652127924433337,15.2167044278011,77.58311064921337,2.45192565797127,807.4226052510619,8.067580380002623,305565921.6489602,17899767.432063743,14.280277167344376,280118826.3199952,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714,0.8398889962181532
2006-1,13181.704274420588,0.7623264080376625,425.4,25730972.4442909,0.7103245661347273,0.345598811960872,0.751660532841085,1.8687431779686456,887.2201465170481,1355.642827564048,19.84277426649813,15.38317337159934,77.4674627488216,2.409001087195926,811.1297542368291,8.060331958709103,305874404.52252686,17918022.509585153,14.28499714493976,280221195.62156934,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527,0.8402275043231808
2006-2,13244.457744736192,0.7624675238204482,375.813,26101832.32966084,0.7106314143388434,0.3464873683423256,0.7514689060567061,1.874552242115966,887.3950052470715,1324.579949806002,19.256387388125745,14.929021942424834,77.89453725102328,2.414566493974004,814.8869316354331,8.057836787661978,306141880.6337145,17937050.857975777,14.288432122442916,280292402.0579944,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667,0.8405154424638271
2006-3,13308.87537287778,0.7626086396032341,441.698,26472692.215030786,0.7109382625429594,0.3474336961926454,0.7512772792723271,1.5700098065433594,888.2617096754287,1273.717321388474,18.29620221073065,14.062025039922814,78.12786654945583,2.4026715892065504,821.5293537929776,8.055341616614854,306409356.7449022,17956079.206366405,14.291867099946073,280363608.4944195,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332,0.8408033806044735
2006-4,13373.727672655965,0.7627497553860199,389.598,26843552.100400724,0.7112451107470755,0.348286687677495,0.7510856524879482,1.2959571250653432,889.1027953618197,1244.926758149583,17.508690933657917,12.770832362391811,76.06494381323856,2.3393852936687334,827.0786950840354,8.052846445567727,306676832.85608983,17975107.55475703,14.29530207744923,280434814.9308446,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849,0.8410913187451199
2006-5,13438.777172429616,0.7628908711688056,465.695,27214411.985770665,0.7115519589511916,0.3494673772179274,0.7508940257035693,1.2512201645352354,889.786239244406,1243.492240304458,16.994820350011004,11.844582673928471,74.3470020400549,2.2947912427757045,835.8815402789926,8.050351274520603,306944308.9672775,17994135.903147656,14.298737054952388,280506021.3672697,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955,0.8413792568857662
2006-6,13505.213819784514,0.7630319869515914,418.447,27585271.871140607,0.7118588071553077,0.350928770639729,0.7507023989191903,1.124485650050913,890.1277512952287,1244.075101851495,16.802854935963893,11.439710141460228,73.53376608313725,2.346718511037699,843.5085052614027,8.047856103473478,307211785.0784652,18013164.25153828,14.302172032455545,280577227.8036948,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707,0.8416671950264125
2006-7,13572.583105229258,0.7631731027343771,440.917,27956131.75651055,0.7121656553594238,0.352546810996498,0.7505107721348114,1.203136260748071,889.7138451185385,1249.5960462793855,17.102071134294704,11.64953145140848,73.28487769086748,2.375275713388385,853.5468218129387,8.045360932426354,307479261.1896528,18032192.599928908,14.305607009958702,280648434.2401199,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956,0.8419551331670588
2006-8,13643.358707367934,0.763314218517163,479.363,28326991.64188049,0.7124725035635399,0.3543866808171712,0.7503191453504325,1.3437301404138915,889.0275604319664,1238.300327949893,17.423890745650393,12.455884265456431,75.22519978603312,2.50509313637957,862.2143954179709,8.042865761379229,307746737.3008405,18051220.94831953,14.30904198746186,280719640.67654496,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357,0.8422430713077051
