Ano,Rondônia - IDH
2008,0.6989322808570833
2009,0.7006377153343897
2010,0.7022535369109363
2011,0.7037859577995349
2012,0.7054010505050504
2013,0.706351138047138
2014,0.7079637328843994
2015,0.7092940439580994
2016,0.7149099968540624
2017,0.7149018147498863
2018,0.7143474342726033
2019,0.7129244737519309
2020,0.7113721531839245
2021,0.7088605307460996
2022,0.7096660335411995
