Ano,Rondônia - IDH Longevidade
2008,0.7514943011647528
2009,0.7528095977307416
2010,0.7537060947970821
2011,0.7541918226021574
2012,0.7542333683501683
2013,0.753919482379349
2014,0.7532461059109615
2015,0.7522666147368748
2016,0.7592423246706684
2017,0.7580825360043657
2018,0.7565445847320352
2019,0.7545940924349476
2020,0.7521935553835791
2021,0.7505747876911772
2022,0.7523543138449207
