Ano,Rondônia
2014,0.6931103555871211
2015,0.6927615689996557
2016,0.6931035298178062
2017,0.6937493052557886
2018,0.6938174239154056
2019,0.6923462806349879
2020,0.691195942510896
2021,0.6900319372846138
2022,0.6912166588559423
