Ano,Rondônia
2014,0.7072890606060606
2015,0.7144403278236914
2016,0.715207630353118
2017,0.715226505839765
2018,0.7147016427342892
2019,0.7133108829828608
2020,0.7117936905267573
2021,0.7093203896655536
2022,0.7101676978169675
