Ano,São Paulo - IDH Educacao
2014,0.8219910091435185
2015,0.8306739017150673
2016,0.832462438234619
2017,0.8320499326195843
2018,0.8325999264940919
2019,0.8329271925390095
2020,0.8314660282243739
2021,0.8300538489720442
2022,0.8292405625149573
