Ano,Mato Grosso - IDH
2014,0.7551529184764311
2015,0.7598971053068564
2016,0.7589786603347526
2017,0.7580676294560935
2018,0.7569828684975566
2019,0.7550722201791527
2020,0.7528969674681666
2021,0.7526148736016364
2022,0.7541253166563305
