Ano,Mato Grosso - IDH Longevidade
2014,0.7827585680239899
2015,0.791128977086203
2016,0.7888679750031306
2017,0.786037790912506
2018,0.7825866809954611
2019,0.778458197449594
2020,0.7735907608541026
2021,0.77400810274993
2022,0.7780088393635599
