Ano,Bahia - IDH Renda
2014,0.6593474523662551
2015,0.657959740063443
2016,0.6624223513881095
2017,0.6624607469688467
2018,0.6613208148751055
2019,0.6610772525910241
2020,0.6599933664629355
2021,0.6582654906868387
2022,0.6591987171129149
