Ano,Amazonas - IDH Renda
2014,0.6658188343901983
2015,0.6643870705893815
2016,0.6585187994936033
2017,0.6589295994475672
2018,0.6577413812155278
2019,0.6579905976896667
2020,0.6579897429341819
2021,0.658079719564562
2022,0.6596324213431586
