Ano,Paraná
2014,0.7672352427714647
2015,0.7579996389778466
2016,0.7583632425212873
2017,0.7585780827504952
2018,0.7585397266369039
2019,0.7578615199675316
2020,0.7573034763282163
2021,0.7578765196307813
2022,0.7591380214153979
