Ano,Alagoas - IDH Renda
2014,0.6249959167134307
2015,0.6233289097728832
2016,0.6313693763798903
2017,0.6308575015053349
2018,0.630844547096729
2019,0.630284960469159
2020,0.6297654114209007
2021,0.6283804488228008
2022,0.6282332168976009
