Ano,Rio Grande do Norte - IDH Renda
2014,0.6750549755892257
2015,0.6749762235549944
2016,0.683189222879043
2017,0.6828427885953197
2018,0.6838284966494397
2019,0.6836310872539341
2020,0.6827793679133827
2021,0.6816684013600538
2022,0.6807291651200587
