Ano,Paraná - IDH Renda
2014,0.7659631556116723
2015,0.7660434185793116
2016,0.758773565208057
2017,0.7590257074996987
2018,0.7590280445451257
2019,0.7583942304128645
2020,0.7578846149958521
2021,0.7585104890863842
2022,0.7598296244578736
