Ano,Espírito Santo - IDH Renda
2014,0.7362713184904601
2015,0.7357939283646652
2016,0.7311626800783508
2017,0.731541105540019
2018,0.7319539333163845
2019,0.7316770181633285
2020,0.7302840198145403
2021,0.730037112524953
2022,0.7314041227544942
