Ano,Maranhão - IDH Renda
2008,0.5925029640135175
2009,0.5946394033051774
2010,0.596140892310113
2011,0.5970208347438584
2012,0.5972292632996633
2013,0.5968317019079685
2014,0.5959843437336326
2015,0.5948163723781019
2016,0.6063510619381242
2017,0.60556479484159
2018,0.6046161398271891
2019,0.60385397072057
2020,0.6029316044224399
2021,0.6012890230062982
2022,0.6011334796432344
