Ano,Rondônia - IDH Renda
2014,0.6930010645342312
2015,0.6931678199120838
2016,0.6931128890972009
2017,0.6937595153787647
2018,0.6938285622313796
2019,0.6923584315251414
2020,0.691209198027427
2021,0.6900463978481022
2022,0.6912324340161115
