Ano,Acre - IDH Renda
2014,0.661070053909465
2015,0.6604092250685872
2016,0.6620570276063101
2017,0.6622440301159748
2018,0.6629025783083361
2019,0.6617119036090938
2020,0.6611402584826478
2021,0.6605166456174341
2022,0.6610181588553826
