Ano,Pernambuco - IDH Renda
2008,0.6719216621802034
2009,0.6718039201573646
2010,0.6714113541463678
2011,0.670747895708972
2012,0.6692924888888889
2013,0.6689835296296297
2014,0.6676488237654321
2015,0.6651195590792182
2016,0.6662767637602882
2017,0.6653019241021325
2018,0.6647839172023264
2019,0.6644006369479925
2020,0.6629825130341735
2021,0.6626172869463711
2022,0.6640370403051321
