Ano,Goiás
2014,0.7369541382996635
2015,0.7286161865855526
2016,0.7283994762751483
2017,0.7287994286637982
2018,0.728235740360507
2019,0.7276208076660077
2020,0.7274954265447356
2021,0.7279950107760752
2022,0.7292672844829912
