Ano,Minas Gerais - IDH Renda
2008,0.73812224176107
2009,0.7370775727073376
2010,0.7362970600565586
2011,0.7357770537224548
2012,0.7351177993265994
2013,0.7358776159371493
2014,0.736117417265245
2015,0.7358772020373486
2016,0.7300900031423949
2017,0.7305527307007942
2018,0.730512069855412
2019,0.730285894387722
2020,0.7299482484229696
2021,0.7300344528250577
2022,0.7311284939909721
