Ano,Roraima - IDH Renda
2008,0.7225757160573808
2009,0.7201144608190768
2010,0.7181351940230872
2011,0.7166278778345959
2012,0.715497616161616
2013,0.7153724175084174
2014,0.7147367856341189
2015,0.7149648511036287
2016,0.7027792427643437
2017,0.7017591739247385
2018,0.7021918260997148
2019,0.7003001739269615
2020,0.7006910988294126
2021,0.7025721078139047
2022,0.7046241176151687
