Ano,Ceará
2014,0.6505841649831651
2015,0.6613049883685339
2016,0.6616963509474916
2017,0.6622142010336272
2018,0.6618700374912296
2019,0.6614945863540688
2020,0.6600850032953477
2021,0.6579109126858338
2022,0.6579028138390913
