Ano,Mato Grosso do Sul
2014,0.7513824879734848
2015,0.7424547535554407
2016,0.743950640242299
2017,0.7442188802643261
2018,0.7447842330156285
2019,0.7443100723806857
2020,0.7436109880516569
2021,0.7435756233290803
2022,0.7445370436317241
