Ano,Acre - IDH Renda
2008,0.662632637612179
2009,0.6628283538448514
2010,0.66284239361843
2011,0.6626783447708757
2012,0.662391051851852
2013,0.6617569728395063
2014,0.661070053909465
2015,0.6604092250685872
2016,0.6620570276063101
2017,0.6622440301159748
2018,0.6629025783083361
2019,0.6617119036090938
2020,0.6611402584826478
2021,0.6605166456174341
2022,0.6610181588553826
