Ano,Pará - IDH Renda
2014,0.6518642002244667
2015,0.651186216909839
2016,0.6521322111689283
2017,0.6526896849115581
2018,0.653206928994427
2019,0.6519530134484658
2020,0.65203965103469
2021,0.6509523465832981
2022,0.6514934689999617
