Ano,Acre
2014,0.6605161659722223
2015,0.6631528143308082
2016,0.6621667065426998
2017,0.6623636798647634
2018,0.6630331053070146
2019,0.6618542966985614
2020,0.6612955963984306
2021,0.6606861051619244
2022,0.6612030238130084
