Ano,Rio Grande do Sul - IDH Renda
2014,0.7836115613823419
2015,0.7841625248308705
2016,0.7769226944511757
2017,0.7773702121285553
2018,0.7774947768675148
2019,0.7777215747645616
2020,0.7772417179249763
2021,0.7775364195545197
2022,0.7784942758776577
