Ano,Roraima
2014,0.7162768005050504
2015,0.7035345989439852
2016,0.7021286533934383
2017,0.7010494400655691
2018,0.701417570980621
2019,0.6994555319788591
2020,0.6997696712496645
2021,0.7015669140905432
2022,0.7035275426442289
