Ano,Paraíba - IDH Renda
2008,0.6477557868640926
2009,0.6498270714396761
2010,0.6513455000147084
2011,0.6523251927395104
2012,0.6524528538720539
2013,0.652740591694725
2014,0.6525523076692855
2015,0.6510149999750592
2016,0.6607055230191932
2017,0.6604969342027561
2018,0.6585421100393702
2019,0.657318665497495
2020,0.6559839987245399
2021,0.6552552713358618
2022,0.6554602960027581
