Ano,Distrito Federal - IDH Renda
2008,0.8478802205715997
2009,0.8464665906700164
2010,0.8453009428756332
2011,0.8443779949126341
2012,0.8436234383838382
2013,0.8434253915824916
2014,0.8430441742143658
2015,0.8428811887322297
2016,0.8360885629920841
2017,0.8360966141731826
2018,0.8355599427343811
2019,0.8355199375284156
2020,0.8350217500309989
2021,0.835751000033817
2022,0.8370920000368912
