Ano,Piauí - IDH Renda
2014,0.6384700658436213
2015,0.6362592379972565
2016,0.6486795438957476
2017,0.6481049569771792
2018,0.6476599530660136
2019,0.6467199487992876
2020,0.6457853986901319
2021,0.6445840712983256
2022,0.6441826232345371
