Ano,Ceará - IDH Renda
2008,0.6470421713862158
2009,0.6489456520600165
2010,0.650412675237632
2011,0.651452207127625
2012,0.6519714276094277
2013,0.6523023799102133
2014,0.6519942449027311
2015,0.6516604319779588
2016,0.6611753167636665
2017,0.661645800105818
2018,0.6612499637518015
2019,0.6608181422746925
2020,0.6593470642996645
2021,0.6571058883269068
2022,0.6570246054475346
