,Pernambuco - IDH Renda,Pernambuco - Depósito Poupança (R$),Pernambuco - value,Pernambuco - Produção de Cimento (t),Pernambuco - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Pernambuco- custo m2 (R$),Pernambuco - PIB - Estadual,Pernambuco - PIB - Construção Civil,Pernambuco - PIB - Per Capita,Pernambuco - PIB - Preços de Mercado,Pernambuco - IDH,Pernambuco - Desemprego,Pernambuco - IDH Educacao,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%),Pernambuco - IDH Longevidade
2003-11,0.66114973266289,6028208.357478408,0.3041142047542811,37.00986580752398,86.905,1.947635346951226,1010.9883458938356,1911.2467689517348,27.02402635052451,21.15187709626757,70.54243648416971,2.4728642121314874,11500.216777683489,83445908.63638455,5629599.824853848,8.686790062764645,76148157.02726556,0.6919292519697072,8.233797943249169,0.6398203787854346,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617,0.7701312874644949
2003-12,0.6612952068322928,6051123.317340368,0.3039240696759744,37.37814358530176,86.156,1.925587136408475,1010.7630698751708,1934.950982708113,27.240289522279884,21.237027939661303,70.0508081668937,2.4781069300162395,11564.878999905712,83553118.03339523,5635070.457919537,8.690771160964141,76191911.52179094,0.6922537007918205,8.227774819815384,0.6402779042904975,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297,0.7705934999248996
2004-1,0.6614406810016955,6074038.27720233,0.3037784222216253,37.69414358530177,76.341,1.905668014557078,1010.5438297470808,1957.174503054704,27.451269823417206,21.324042634202456,69.59278824836403,2.4806032951191948,11627.544405311117,83660327.43040591,5640541.090985226,8.694752259163636,76235666.0163163,0.6925781496139336,8.2217516963816,0.6407354297955603,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063,0.7710557123853042
2004-2,0.6615689720250364,6075021.839457573,0.3035802004089735,37.85074884845966,65.04,1.8887332495562623,1010.336805998626,1977.1112180656896,27.651182973645447,21.411369876749998,69.18560575545976,2.4797249051188444,11687.993089521642,83758660.90259953,5641290.705690751,8.698015056735924,76271293.06441978,0.6928738562527887,8.219864150809585,0.6411781166227171,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674,0.7714700165097946
2004-3,0.6616972630483773,6076005.401712816,0.3033078493725801,38.3383385920494,88.306,1.875638109565253,1010.1481791188672,1993.955015815253,27.834244692673565,21.49745836416289,68.84648971505997,2.47484335769368,11745.44026900882,83856994.37479314,5642040.320396274,8.701277854308213,76306920.11252326,0.693169562891644,8.217976605237567,0.6416208034498737,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611,0.7718843206342849
2004-4,0.6618255540717182,6076988.96396806,0.3029597998324977,38.4821385920494,74.323,1.867237862743276,1009.9841295968648,2006.8997843775785,27.99467070021053,21.580756793300125,68.59266915404376,2.465330250522194,11800.499519008825,83955327.84698676,5642789.935101799,8.704540651880501,76342547.16062674,0.6934652695304993,8.21608905966555,0.6420634902770304,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512,0.7722986247587753
2004-5,0.661953845095059,6077972.526223303,0.302513921186528,38.57333371400062,78.114,1.8643877772495565,1009.8508379216798,2015.1394118268472,28.12667671596532,21.659713861020663,68.44137309929017,2.4505571812828766,11851.463909252723,84053661.31918037,5643539.549807323,8.70780344945279,76378174.20873022,0.6937609761693544,8.214201514093533,0.6425061771041871,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288,0.7727129288832657
2004-6,0.6620821361183998,6078956.088478547,0.3019476233115061,38.677286094953,69.976,1.8679431212433208,1009.7544845823728,2017.867786237243,28.22447845964688,21.73277826418348,68.40983057767832,2.4298957476542205,11900.026052109868,84151994.79137398,5644289.164512848,8.711066247025078,76413801.2568337,0.6940566828082095,8.212313968521517,0.6429488639313439,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145,0.7731272330077561
2004-7,0.6622104271417407,6079939.650733789,0.3013194979297487,38.72507679262742,84.203,1.8787591628837943,1009.701250068004,2014.2787956829488,28.2822916509642,21.79839869964755,68.51527061608726,2.4027175473147167,11946.067680016846,84250328.2635676,5645038.779218372,8.714329044597367,76449428.30493718,0.6943523894470648,8.2104264229495,0.6433915507585005,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418,0.7735415371322465
2004-8,0.6623387181650816,6080923.212989033,0.3005669320841097,38.7428949744456,80.313,1.8976911703302028,1009.6973148676346,2003.5663282381472,28.294332009626235,21.855023864271843,68.7749222413961,2.368394177942857,11989.81881638048,84348661.73576121,5645788.393923895,8.717591842169655,76485055.35304068,0.69464809608592,8.208538877377482,0.6438342375856572,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315,0.7739558412567368
2004-9,0.6624670091884225,6081906.775244277,0.2997323768064417,39.014961641112265,87.563,1.925594411741772,1009.748859470325,1984.9242719770216,28.254815255341956,21.901102454915332,69.20601448048389,2.326297237217133,12029.22481638048,84446995.20795482,5646538.00862942,8.720854639741944,76520682.40114416,0.6949438027247752,8.206651331805466,0.6442769244128139,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788,0.7743701453812272
2004-10,0.6625953002117633,6082890.33749952,0.2987734575496909,39.160157293286176,80.64,1.963324155277728,1009.8620643651358,1957.5465149737545,28.15795710782032,21.935083168437,69.82577636022972,2.275798322816036,12067.461990293525,84545328.68014844,5647287.623334944,8.724117437314233,76556309.44924764,0.6952395093636303,8.20476378623345,0.6447196112399707,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846,0.7747844495057176
2004-11,0.6627235912351042,6083873.899754764,0.298061665408111,39.11700835711597,78.585,2.011735669097296,1010.0431100411276,1920.6269453025293,27.997973286770307,21.95541470169581,70.65143690751268,2.2162690324180576,12108.897947740335,84643662.15234205,5648037.238040468,8.727380234886521,76591936.49735112,0.6955352160024856,8.202876240661432,0.6451622980671273,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332,0.7751987536302078
2004-12,0.662851882258445,6084857.462010006,0.2972144610213575,39.3739041904493,87.633,2.071684221359701,1010.2981769873612,1873.3594510375287,27.76907951190088,21.960545751550733,71.70022514921183,2.14708096370169,12140.661072740331,84741995.62453566,5648786.852745992,8.73064303245881,76627563.5454546,0.6958309226413408,8.200988695089414,0.645604984894284,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024,0.7756130577546982
2005-1,0.6629801732817859,6085841.02426525,0.2962827885616102,39.25535317004114,84.896,2.092325342465754,1010.6911751152074,1837.6922115446705,27.47124179947517,21.810958941372245,72.35962341589862,2.113286690348182,12170.211072740332,84840329.09672928,5649536.467451517,8.733905830031098,76663190.59355809,0.696126629280196,8.199101149517398,0.6460476717214407,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642,0.7760273618791886
2005-2,0.6630916346070523,6127346.811196001,0.295239204232187,39.01558323473586,81.24,2.2315475646879763,1010.9896025345624,1733.8584662460803,27.078540186571946,22.04516593061956,75.09618255568355,1.9375205613159243,12231.5474456534,84932374.52046514,5651837.880043846,8.736987096237964,76696088.05553958,0.6963943658334055,8.191448825916833,0.6464753742388496,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105,0.7763947389622192
2005-3,0.6632030959323187,6168852.598126752,0.2942458744155961,39.111140600593885,100.925,2.4560125506823747,1011.5393429446152,1624.0222464443766,26.60607738895289,21.9876146740058,76.90974902393752,1.833034780892644,12290.230055376313,85024419.944201,5654139.292636176,8.74006836244483,76728985.51752108,0.696662102386615,8.18379650231627,0.6469030767562585,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531,0.7767621160452498
2005-4,0.6633145572575851,6210358.385057502,0.2931009753015571,39.07754607595922,83.152,2.365576345666017,1012.2204489353986,1590.588309196919,26.05147869463645,21.68906436678614,77.97580125128009,1.7983285596944871,12347.74358003688,85116465.36793686,5656440.705228506,8.743149628651697,76761882.97950259,0.6969298389398245,8.176144178715704,0.6473307792736673,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697,0.7771294931282804
2005-5,0.6634260185828516,6251864.1719882535,0.2921085564426021,39.11208591962647,81.128,2.2816246648622336,1013.01409807561,1522.22774429138,25.40286398329493,21.37560022889084,79.40812389135762,1.754885360282106,12404.659268466026,85208510.79167272,5658742.117820835,8.746230894858565,76794780.44148408,0.697197575493034,8.168491855115139,0.6477584817910761,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576,0.7774968702113109
2005-6,0.663537479908118,6293369.958919005,0.2917767402002347,39.18726732238335,64.348,2.0149552098836767,1013.6958808487552,1555.359358686936,25.07043635364092,20.93202235854659,78.82605163465155,1.8274671723207971,12461.010681711818,85300556.21540858,5661043.530413164,8.749312161065431,76827677.90346557,0.6974653120462435,8.160839531514576,0.648186184308485,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684,0.7778642472943414
2005-7,0.6636489412333844,6334875.745849755,0.291264073406113,39.3837286177135,81.509,1.7352477070375367,1014.002358138404,1672.5969483493773,25.006168784189946,20.54970701642884,77.32891547041517,1.9433781488740252,12516.813729241536,85392601.63914445,5663344.943005494,8.752393427272297,76860575.36544707,0.6977330485994531,8.15318720791401,0.6486138868258938,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553,0.778231624377372
2005-8,0.6637604025586507,6376381.532780506,0.2907940349350651,39.31657654909054,65.4,1.5283437305956906,1013.6523695621088,1736.6786662410475,25.23227393340345,20.430645551996985,75.76807415083144,2.0668040118443742,12572.646871882129,85484647.0628803,5665646.355597824,8.755474693479163,76893472.82742858,0.6980007851526625,8.145534884313445,0.6490415893433027,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124,0.7785990014604026
2005-9,0.6638718638839171,6417887.319711257,0.290182817443189,39.25599471886303,73.556,1.6950814160286216,1013.0528926008866,1826.173356615282,25.584737643634018,20.39166777173412,73.99758701432003,2.1733357854162496,12629.018324831715,85576692.48661616,5667947.768190153,8.75855595968603,76926370.28941007,0.6982685217058721,8.137882560712882,0.6494692918607116,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557,0.7789663785434332
2005-10,0.6639833252091835,6459393.106642008,0.2895305615768898,39.4548122699605,82.506,1.5957028172613954,1012.4252652475044,1881.114843624764,25.928990746505537,20.41856348104253,72.59573198151281,2.2633299446859025,12691.020221780887,85668737.91035202,5670249.180782482,8.761637225892898,76959267.75139156,0.6985362582590815,8.130230237112317,0.6498969943781203,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376,0.7793337556264637
2005-11,0.6640947865344499,6500898.893572759,0.2893330634301728,39.45559368464579,79.647,1.6182908071095825,1011.772175227321,1912.9854641381376,26.30485601641281,20.56850428551115,71.67933839444338,2.2573579223188918,12753.255236675006,85760783.33408788,5672550.593374812,8.764718492099764,76992165.21337306,0.698803994812291,8.122577913511751,0.6503246968955292,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542,0.7797011327094943
2005-12,0.6642062478597163,6542404.680503509,0.2892150809541706,39.8800371107095,101.349,1.8031984523162463,1011.4140637750336,1941.310828285968,26.61874390476266,20.83563911978743,71.5739713356617,2.2690489955510422,12815.253980736055,85852828.75782375,5674852.005967142,8.76779975830663,77025062.67535457,0.6990717313655005,8.114925589911188,0.650752399412938,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714,0.7800685097925248
2006-1,0.6643177091849827,6583910.46743426,0.2889148975108685,40.07334106020762,106.786,1.6958431364853002,1011.0585099843408,1917.0218258693428,26.74159867439816,21.141126043590788,72.46106832226873,2.310132065508854,12871.489184426471,85944874.1815596,5677153.418559471,8.770881024513496,77057960.13733606,0.69933946791871,8.107273266310623,0.6511801019303469,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527,0.7804358868755554
2006-2,0.664412694260162,6666868.267661092,0.2884891112922816,40.183855294389375,94.145,1.8828130985317184,1011.0131920281592,1813.3216370081368,26.699870621086355,21.486409558670648,73.46717627878225,2.323932138068815,12929.233771755358,86029783.92795727,5681365.017240031,8.773706266889622,77087426.43941455,0.6995800064838861,8.105127535514615,0.6515926745061662,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667,0.7807573182115807
2006-3,0.6645076793353414,6749826.067887924,0.2880382727388798,40.67783705859202,116.66,2.0295329592493188,1011.414831049594,1691.8348889618487,26.337921885472827,21.591609886809074,75.39243004683973,2.4000031144684644,12986.930112209107,86114693.67435493,5685576.61592059,8.776531509265748,77116892.74149305,0.6998205450490622,8.102981804718608,0.6520052470819856,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332,0.781078749547606
2006-4,0.6646026644105207,6832783.868114755,0.2875837915830899,41.1694390681133,83.93,2.030133700445773,1012.0491113228436,1596.4458914876689,25.74741212633402,21.462771785730546,77.22725034098858,2.4334381882923046,13045.677864111152,86199603.42075258,5689788.21460115,8.779356751641874,77146359.04357153,0.7000610836142382,8.1008360739226,0.652417819657805,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849,0.7814001808836313
2006-5,0.6646976494857001,6915741.668341586,0.2871271383535103,41.59105744517582,100.055,1.938514777351123,1012.9489275462196,1549.4756392553184,25.292390664402053,21.10616526037259,77.44938326164073,2.4510533486899404,13105.80313646018,86284513.16715024,5693999.813281709,8.782181994018,77175825.34565003,0.7003016221794143,8.098690343126595,0.6528303922336243,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955,0.7817216122196565
2006-6,0.6647926345608794,6998699.468568418,0.2866906733977343,42.17331711315899,85.454,1.8368942450287584,1013.6099411583745,1610.7247998689022,24.97281979501397,20.70754037085638,77.72801459713357,2.4692135216358158,13168.814957423596,86369422.9135479,5698211.411962269,8.785007236394126,77205291.64772852,0.7005421607445903,8.096544612330588,0.6532429648094435,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707,0.7820430435556819
2006-7,0.6648876196360587,7081657.26879525,0.2862568580933717,42.75146060332647,88.345,1.5105520716139726,1013.6997232732488,1716.9542459070035,25.04049178260331,20.425760854752536,76.2139800807649,2.479100722659723,13234.060853450406,86454332.65994558,5702423.010642828,8.787832478770252,77234757.94980702,0.7007826993097663,8.09439888153458,0.6536555373852629,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956,0.7823644748917071
2006-8,0.664982604711238,7164615.069022082,0.2862270083007926,43.47685619129991,103.376,1.476337532928026,1013.3470953209516,1800.7441845928884,25.3213311190596,20.2997944954372,74.49943391967815,2.485623941855068,13303.114795765376,86539242.40634324,5706634.609323388,8.79065772114638,77264224.2518855,0.7010232378749425,8.092253150738573,0.6540681099610823,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357,0.7826859062277324
