,Pernambuco - IDH Renda,Pernambuco - Depósito Poupança (R$),Pernambuco - value,Pernambuco - Produção de Cimento (t),Pernambuco - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Pernambuco- custo m2 (R$),Pernambuco - PIB - Estadual,Pernambuco - PIB - Construção Civil,Pernambuco - PIB - Per Capita,Pernambuco - PIB - Preços de Mercado,Pernambuco - IDH,Pernambuco - Desemprego,Pernambuco - IDH Educacao,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%),Pernambuco - IDH Longevidade
2003-1,0.6596949909688626,5799058.7588588,0.297418420703348,34.26608,99.743,2.0968261934985444,1012.239457792058,1768.569550059296,25.820814057377632,20.73042291907621,73.5477648613584,2.4080086198423487,10666.2388,82373814.66627769,5574893.494196955,8.646979080769697,75710612.08201192,0.6886847637485755,8.294029177587007,0.635245123734806,384683.0938712437,7330309.193826131,231.51074798216845,2097000.9864067405,1.0365342950716354,3.656420434634564,0.9696488878423896,0.7240323223220154,-5331.049150116268,11.520142924731228,126.45980915464608,177206913.03714657,169.24766508395643,1.6114984011933968,0.7655091628604481
2003-2,0.6598404651382653,5821973.718720761,0.2989123652451414,34.12627230769231,86.997,2.0967878403449784,1012.2404190791189,1767.6618137226362,25.82077740374079,20.733369477241496,73.56453564458111,2.4080086198423487,10766.56956923077,82481024.06328838,5580364.1272626445,8.650960178969191,75754366.57653728,0.6890092125706886,8.288006054153223,0.6357026492398689,385266.2039276414,7335910.173263511,208.71015703269052,2000522.7967193644,0.9934494214635804,3.654696592424286,0.9507826970690516,0.6902970479188117,-5318.079644051534,11.189861881849811,126.58181336832098,177388401.60938227,170.1768096658525,1.4503889427633918,0.7659713753208528
2003-3,0.6599859393076681,5844888.678582721,0.3003459310035061,34.41427230769231,83.033,2.096739898903021,1012.240979829904,1767.1323008595846,25.820756022452635,20.73508830283792,73.57431860146103,2.4080086198423487,10861.937347008548,82588233.46029906,5585834.760328334,8.654941277168687,75798121.07106265,0.6893336613928018,8.281982930719439,0.6361601747449317,385305.059559777,7341511.152700892,227.70484146326487,1963277.563715221,0.9730199952886446,3.654265631871717,0.9383319190618296,0.6696806488591152,-5436.417870121553,10.82079163233486,126.70381758199588,177569890.18161798,171.13571268536208,1.870184311511264,0.7664335877812575
2003-4,0.6601314134770708,5867803.638444683,0.3017294993903512,34.576093736263736,82.302,2.096679972100574,1012.2410399103452,1767.0755673385434,25.820753731600327,20.735272462723245,73.57536677541245,2.4080086198423487,10953.794847008548,82695442.85730974,5591305.393394023,8.658922375368181,75841875.56558801,0.689658110214915,8.275959807285656,0.6366177002499946,385752.0526974837,7347112.132138272,278.1210725338106,1954186.9673829167,0.940488752580393,3.653595248789941,0.9264010581332036,0.6604937853917251,-5707.015273535643,10.417840426092068,126.8258217956708,177751378.75385368,172.11690429852618,1.3552874765398468,0.7668958002416622
2003-5,0.6602768876464736,5890718.598306643,0.302367552318606,34.8901971845396,80.217,2.0767404558095484,1012.1206483204963,1783.0691926536738,25.939426733311013,20.766985885898357,73.23315725627003,2.418925026409711,11040.49001942234,82802652.25432043,5596776.026459713,8.662903473567676,75885630.06011339,0.6899825590370282,8.26993668385187,0.6370752257550575,387164.02245145215,7352713.111575652,344.8276329403539,1975492.815967628,0.9174932274418915,3.650265742856423,0.9516834453474324,0.6483369045565663,-5599.317940972945,9.959689613256948,126.976217268469,177932867.32608938,173.07227137831447,1.5855384957135032,0.7673580127020668
2003-6,0.6604223618158763,5913633.558168604,0.3028974131121962,34.742663851206274,67.24,2.059878344462408,1011.988947228657,1798.7292164266212,26.06591724266301,20.80837625644604,72.90168811097676,2.427449412233568,11124.091352755677,82909861.65133111,5602246.659525402,8.666884571767172,75929384.55463874,0.6903070078591413,8.263913560418088,0.6375327512601203,388761.2150297872,7358314.091013032,403.3358108738256,1998603.3336101088,0.9127593777790712,3.6467914899304974,0.9096671663294,0.6327588982490451,-5720.383331634745,9.432414860416127,127.12661274126718,178114355.8983251,174.08403528043308,1.7078914536714904,0.7678202251624715
2003-7,0.6605678359852791,5936548.518030565,0.3032959584874571,35.42117998023853,83.181,2.040013712851267,1011.8261990930284,1817.7452183446835,26.221830563143147,20.8609382969873,72.50045320315535,2.4369978592046784,11204.159739852452,83017071.04834181,5607717.292591091,8.670865669966666,75973139.04916412,0.6906314566812546,8.257890436984304,0.6379902767651832,391151.2474962479,7363915.070450412,458.988731857359,2015092.1149275475,0.9100665913481976,3.64252033160977,0.8904414926874215,0.6380135035998685,-5884.375046061743,8.822929754380787,127.27700821406538,178295844.4705608,175.11686754427973,1.5982839320937383,0.7682824376228762
2003-8,0.6607133101546818,5959463.4778925255,0.3037436920369974,35.90308623023852,82.075,2.0180018291353528,1011.6385844026717,1839.3110864820424,26.401382414460404,20.923120704381112,72.04668155968484,2.4469419650015336,11282.485677352448,83124280.4453525,5613187.92565678,8.67484676816616,76016893.54368947,0.6909559055033677,8.25186731355052,0.638447802270246,394602.69250520703,7369516.049887793,511.35366509461136,2025274.426403531,0.8898926477529421,3.637477796639721,0.8702308928724296,0.6346344548960355,-5959.855464930735,8.332469749880811,127.78581374211151,178477333.0427965,176.1781190591966,1.7218082520903182,0.7687446500832809
2003-9,0.6608587843240845,5982378.437754487,0.3041433548918498,36.220934715087004,85.846,1.994697961473891,1011.4322836466466,1862.6207089128825,26.598788516323737,20.99337217548644,71.55760220744436,2.456653327302626,11356.925374322143,83231489.84236318,5618658.558722469,8.678827866365657,76060648.03821483,0.6912803543254809,8.245844190116737,0.6389053277753088,399908.58800029097,7375117.029325173,553.8427506830036,2031413.005992216,0.8665147784673063,3.631689413765834,0.844478552685211,0.6323269495840285,-6014.809970017429,7.939983702859978,128.29461927015768,178658821.6150322,177.28690599934166,1.6351282376087797,0.7692068625436855
2003-10,0.6610042584934873,6005293.397616447,0.3042079707660211,36.80952295038113,90.177,1.9709573780261067,1011.2134773140144,1886.8679737113853,26.80826458844212,21.07014140716227,71.05044417331295,2.465503543786447,11430.034491969203,83338699.23937386,5624129.191788158,8.682808964565151,76104402.5327402,0.6916048031475941,8.239821066682952,0.6393628532803717,405807.0561010996,7380718.008762553,592.2047551147313,2157686.7340271496,0.8493838484375612,3.625180711733593,0.8421829305905358,0.629038170305887,-6121.266757398654,7.604976000172705,128.80342479820382,178840310.1872679,178.40644498164465,1.8119435424411887,0.7696690750040902
