,Roraima - IDH,Roraima - IDH Longevidade,Roraima - Consumo de Cimento (t),Roraima- custo m2 (R$),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Roraima - IDH Educacao,Roraima - Depósito Poupança (R$),Roraima - PIB - Estadual,Roraima - PIB - Construção Civil,Roraima - PIB - Per Capita,Roraima - PIB - Preços de Mercado,Roraima - IDH Renda,Roraima - Desemprego,Roraima - value,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2003-11,0.7353229541685267,0.7408145471803418,5.236,13566.585238855956,1.935157817635854,1000.8943511086576,1700.6402112477303,25.80753231694782,22.4257894321452,80.30988832600566,1.7359888150321163,0.7243183279771304,145682.38947534518,6210082.052768296,335925.7300420692,12.12098460218472,5368347.390564433,0.7621793254309029,8.203468594077897,0.299595902609638,410971.7288202781,7386318.988199934,623.3781786324848,2314384.902305873,0.8382390949358776,3.61797721928848,0.8327971802717965,0.6315074373857803,-6097.745583517717,7.313008932848318,129.56686929035564,179021798.7595036,179.4957290410064,1.6375042967189617
2003-12,0.7353636240005138,0.7411380722830246,5.516,13637.5246833004,1.9067455784780627,1000.8492546566096,1707.401929000131,25.85901391648093,22.356579166339884,79.83265377524927,1.7640028106888628,0.7245787722897172,146535.14696113407,6218244.246925224,336260.2827642072,12.122929047474171,5371268.529626968,0.7617161330178615,8.197507038604181,0.2983827958156941,414731.1569842756,7391919.967637314,635.2966266455436,2399709.7029366046,0.8211746264022252,3.6101044651759793,0.8169855326871092,0.6292469617617195,-6082.10009002275,7.034262103245153,130.33031378250743,179203287.3317393,180.5826505067935,1.7623760541706297
2004-1,0.7354042938325009,0.7414615973857075,5.753,13706.379277894994,1.8758665384120177,1000.7999871732188,1714.748583295628,25.91485975084272,22.281380230567297,79.31220454168826,1.7945042041759662,0.7248392166023042,147387.904446923,6226406.441082152,336594.8354863451,12.124873492763625,5374189.668689502,0.7612529406048198,8.191545483130467,0.297074456861231,417533.7771609108,7397520.947074695,608.3645349020483,2379575.1981304954,0.8146624868021721,3.6015879781415734,0.8183674345886709,0.6279521987366027,-6360.043009879893,6.775421109777445,131.09375827465925,179384775.903975,181.71762234118845,1.3607725559131063
2004-2,0.7354372501490855,0.7417497559879821,5.006,13772.524804210783,1.8426346878104771,1000.74673401616,1722.6516008779397,25.974887318852208,22.20044850897996,78.75037097788109,1.8273845931913308,0.7250690466248179,147842.82395684085,6234321.127199355,336876.7920182281,12.12823770754052,5377105.477323671,0.7608110508264017,8.189496766412635,0.2956685685001703,422402.9868290372,7402970.507331404,587.1238050372627,2286865.77068742,0.7877508194696684,3.592453286930746,0.813175865272952,0.6179234500456987,-6312.09879505444,6.535527586437412,131.98976210790366,179558325.62127495,182.87265024146924,1.2915557727587674
2004-3,0.7354702064656699,0.7420379145902567,5.47,13836.281727287706,1.8071640170462,1000.6896805431088,1731.0824084907856,26.03891411932841,22.114039885730367,78.14898343638616,1.8625355754328607,0.7252988766473316,148297.74346675866,6242235.813316558,337158.7485501112,12.131601922317412,5380021.285957839,0.7603691610479835,8.187448049694805,0.2941669333101768,428940.3527979896,7408420.067588114,570.3798396602158,2267168.0966155827,0.7462153668542578,3.5827259202889805,0.7940584078254243,0.6110282002564377,-6382.974247910342,6.304693993612522,132.88576594114804,179731875.3385749,184.0434969224516,1.3153702879685611
2004-4,0.7355031627822544,0.7423260731925314,1.513,13897.557727287704,1.769568516491945,1000.6290121117404,1740.012432877884,26.106757651090344,22.02241024497104,77.50987226976189,1.89984874859846,0.7255287066698453,148752.66297667648,6250150.49943376,337440.7050819943,12.134966137094306,5382937.094592009,0.7599272712695653,8.185399332976973,0.2919550663239044,437138.8679254053,7413869.627844823,552.5537154986056,2235945.485366601,0.7161196882161044,3.57243140696176,0.7742123337341686,0.602215193421453,-6659.524121320398,6.092845857236326,133.78176977439244,179905425.05587482,185.9739836449516,1.2716511611761512
2004-5,0.7355361190988388,0.742614231794806,3.706,13955.869922409658,1.7299621765204702,1000.56491407973,1749.413100782954,26.17823541295702,21.925815470854488,76.83486783056671,1.9392157103860328,0.725758536692359,149207.58248659433,6258065.185550963,337722.66161387734,12.1383303518712,5385852.903226177,0.7594853814911472,8.18335061625914,0.2896304340328168,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288
2004-6,0.7355690754154233,0.7429023903970806,2.892,14013.303731933463,1.6884589875045342,1000.4975718047532,1759.2558389497142,26.253164903747447,21.82451144753322,76.12580047135904,1.9805280584934848,0.7259883667148727,149662.50199651218,6265979.871668166,338004.6181457604,12.141694566648091,5388768.711860346,0.759043491712729,8.18130189954131,0.287394534995315,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145
2004-7,0.7356020317320078,0.7431905489993552,2.797,14068.01768542184,1.645172939816896,1000.4271706444848,1769.5120741218834,26.33136362228064,21.718754059159743,75.38450054469729,2.0236773906187184,0.7262181967373864,150117.42150643,6273894.5577853685,338286.5746776434,12.145058781424988,5391684.520494514,0.7586016019343108,8.179253182823478,0.2850448205953758,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418
2004-8,0.7356349880485922,0.7434787076016298,3.32,14118.446776330931,1.6002180238303134,1000.3538959566002,1780.1532330431808,26.412649067375614,21.60879918988657,74.6127984031399,2.0685553044596388,0.7264480267599001,150572.3410163478,6281809.243902572,338568.53120952647,12.148422996201882,5394600.329128683,0.7581597121558926,8.177204466105646,0.2827827758136906,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315
2004-9,0.7356679443651767,0.7437668662039044,2.351,14168.094331886485,1.5537082299175458,1000.2779330987748,1791.150742457325,26.49683873785139,21.494902723866225,73.81252439924529,2.1150533977141506,0.7266778567824137,151027.26052626566,6289723.930019775,338850.4877414095,12.151787210978776,5397516.137762851,0.7577178223774744,8.175155749387816,0.2804058384210422,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788
2004-10,0.7357009006817611,0.744055024806179,2.125,14216.169984060398,1.505757548451351,1000.199467428684,1802.476029108034,26.583750132526973,21.3773205452512,72.98550888557186,2.163063268080157,0.7269076868049275,151482.1800361835,6297638.616136977,339132.4442732925,12.155151425755667,5400431.94639702,0.7572759325990563,8.173107032669984,0.2779113999294293,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846
2004-11,0.7357338569983456,0.7443431834084537,1.654,14253.438281932738,1.456479969804488,1000.1186843040028,1814.100519739028,26.673200750221376,21.25630853819402,72.13358221467806,2.212476513255563,0.7271375168274411,151937.09954610132,6305553.30225418,339414.40080517565,12.158515640532563,5403347.755031189,0.7568340428206382,8.171058315952152,0.2752968049338421,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332
2004-12,0.73576681331493,0.7446313420107283,3.188,14292.023698599409,1.4059894843497154,1000.0357690824064,1825.9956410940244,26.76500808975361,21.13212258684718,71.25857473912228,2.2631847309382733,0.7273673468499549,152392.01905601914,6313467.988371383,339696.3573370587,12.161879855309456,5406263.563665357,0.75639215304222,8.169009599234322,0.2725636003744839,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024
2005-1,0.7357997696315145,0.7449195006130029,2.928,14327.454719007572,1.354400082459792,999.9509071215708,1838.1328199167435,26.8589896499427,21.00501857536321,70.36231681146297,2.315079518826191,0.7275971768724685,152846.938565937,6321382.674488585,339978.31386894174,12.16524407008635,5409179.372299526,0.7559502632638018,8.16696088251649,0.2697135451295093,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642
2005-2,0.7358252079950729,0.7451730184573968,2.118,14395.755966334254,1.3018257545074756,999.8642837791704,1850.4834829509027,26.95496292960765,20.8752523878946,69.44663878425855,2.368052474617221,0.7277959588384628,158533.62725078198,6328778.085009439,340238.4647975956,12.168149442227548,5411738.909069627,0.755527516823101,8.159072979695505,0.2667570313027435,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105
2005-3,0.7358506463586313,0.7454265363017906,2.876,14460.770449477655,1.2483804908655252,999.7760844128808,1863.0190569402216,27.05274542756748,20.743079908593877,68.51337101006742,2.4219951960092683,0.7279947408044571,164220.31593562698,6336173.495530292,340498.6157262494,12.171054814368746,5414298.445839727,0.7551047703824002,8.151185076874519,0.2637009463617256,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531
2005-4,0.7358760847221897,0.7456800541461844,3.091,14522.387805670842,1.1941782819066993,999.6864943803772,1875.710968628419,27.152154642641197,20.608757021613545,67.56434384144801,2.476799280700236,0.7281935227704516,169907.004620472,6343568.906051146,340758.76665490324,12.173960186509944,5416857.982609828,0.7546820239416995,8.143297174053533,0.2607524410886475,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697
2005-5,0.735901523085748,0.7459335719905783,2.684,14581.091915488969,1.1393331180037565,999.5956990393352,1888.5306447592136,27.25300807364781,20.47253961110611,66.60138763095874,2.532356326388028,0.7283923047364459,175593.693305317,6350964.316571999,341018.9175835571,12.176865558651144,5419417.519379929,0.7542592775009987,8.135409271232549,0.2579188510164036,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576
2005-6,0.7359269614493064,0.7461870898349721,1.466,14636.322696091553,1.083958989529455,999.5038837474298,1901.449512076324,27.355123219406345,20.334683561224093,65.62633273115804,2.58855793077055,0.7285910867024402,181280.381990162,6358359.727092853,341279.0685122109,12.17977093079234,5421977.056150029,0.7538365310602979,8.127521368411564,0.2549995379466725,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684
2005-7,0.7359523998128648,0.7464406076793659,3.161,14688.505513032977,1.028169886856554,999.4112338623364,1914.4389973234693,27.45831757873581,20.19544475612,64.64100949460433,2.645295691545706,0.7287898686684346,186967.070675007,6365755.137613706,341539.21944086475,12.18267630293354,5424536.59292013,0.7534137846195972,8.119633465590578,0.2530350376124807,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553
2005-8,0.7359778381764231,0.7466941255237598,2.107,14740.210869358974,0.9720798003578122,999.31793474173,1927.470527244368,27.562408650455215,20.055079079946346,63.64724827385604,2.7024612064113995,0.728988650634429,192653.759359852,6373150.548134561,341799.37036951864,12.185581675074738,5427096.129690231,0.7529910381788965,8.111745562769592,0.2501929555147634,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124
2005-9,0.7360032765399815,0.7469476433681536,2.674,14792.169102854894,0.9158027204059872,999.2241717432862,1940.5155285827395,27.667213933383582,19.91384241685563,62.64687942147156,2.759946073065536,0.7291874326004233,198340.448044697,6380545.958655414,342059.5212981725,12.188487047215936,5429655.666460332,0.7525682917381956,8.103857659948607,0.2487222359878936,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557
2005-10,0.7360287149035398,0.7472011612125474,2.351,14844.122965111086,0.859452637373838,999.1301302246802,1953.5454280823017,27.77255092633992,19.77199065100037,61.64173329000934,2.817641889206018,0.7293862145664176,204027.136729542,6387941.369176268,342319.6722268263,12.191392419357134,5432215.203230432,0.7521455452974949,8.095969757127623,0.2484567037695662,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376
2005-11,0.7360541532670982,0.7474546790569413,2.327,14892.645507629417,0.803143541634123,999.0359955435872,1966.531652486774,27.87823712814324,19.62977966653308,60.633640232027794,2.875440252530751,0.7295849965324119,209713.82541438696,6395336.779697121,342579.82315548015,12.194297791498332,5434774.740000533,0.7517227988567942,8.088081854306637,0.2486147595560656,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542
2005-12,0.7360795916306566,0.747708196901335,2.396,14939.181839645198,0.7469894235596015,998.9419530576826,1979.445628539875,27.984090037612557,19.48746534760627,59.62443060008533,2.933232760737639,0.7297837784984064,215400.514099232,6402732.190217975,342839.974084134,12.19720316363953,5437334.276770634,0.7513000524160933,8.08019395148565,0.2487988178610947,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714
2006-1,0.736105029994215,0.7479617147457289,3.458,14986.497495897132,0.6911042735230313,998.8481881246414,1992.258782985324,28.08992715356688,19.345303578372448,58.61593474674039,2.9909110115245863,0.7299825604644007,221087.202784077,6410127.600738828,343100.1250127878,12.200108535780728,5439893.813540734,0.7508773059753926,8.072306048664666,0.2490113897395723,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527
2006-2,0.7361231459671239,0.7481813175747694,3.467,15033.688684019626,0.6356020818971708,998.7548861021392,2004.9425425668392,28.195565974825232,19.20355024298412,57.60998302455139,3.048366602589497,0.7301498606074296,225623.2558638033,6416485.061766729,342847.4631927636,12.201145752903932,5441450.443485014,0.7504715435755033,8.070275474322964,0.2492550006146404,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667
2006-3,0.7361412619400328,0.7484009204038099,4.437,15087.87427340348,0.5805968390547795,998.662232347851,2017.4683340281397,28.30082400020662,19.062461225593808,56.60840578607674,3.105491131630276,0.7303171607504585,230159.30894352967,6422842.52279463,342594.8013727393,12.202182970027136,5443007.073429294,0.750065781175614,8.068244899981263,0.2495322747394256,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332
2006-4,0.7361593779129417,0.7486205232328503,2.394,15142.376570262984,0.526202535368615,998.5704122194524,2029.807584112944,28.405518728530065,18.92229241035401,55.613033383874885,3.1621761963448263,0.7304844608934874,234695.362023256,6429199.983822532,342342.13955271506,12.203220187150338,5444563.703373574,0.7496600187757246,8.06621432563956,0.2498458531359409,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849
2006-5,0.7361774938858506,0.7488401260618908,2.04,15197.17593440534,0.4725331612114365,998.4796110746184,2041.9317195649712,28.509467658614568,18.78329968141725,54.62569617050421,3.2183133944310534,0.7306517610365163,239231.41510298237,6435557.444850433,342089.4777326908,12.20425740427354,5446120.333317853,0.7492542563758353,8.064183751297858,0.2510272977647579,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955
2006-6,0.7361956098587595,0.7490597288909313,2.291,15254.58544485423,0.4197027069560017,998.3900142710244,2053.81216712794,28.612488289279156,18.645738922936037,53.64822449852317,3.273794323586861,0.7308190611795452,243767.46818270863,6441914.905878333,341836.81591266656,12.205294621396744,5447676.963262132,0.748848493975946,8.062153176956157,0.2522802949837772,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707
2006-7,0.7362137258316686,0.7492793317199717,2.365,15313.183847158734,0.3678251629750708,998.3018071663456,2065.420353545569,28.71439811934283,18.509866019062866,52.68244872049017,3.328510581510154,0.7309863613225742,248303.521262435,6448272.366906235,341584.1540926423,12.206331838519947,5449233.593206412,0.7484427315760567,8.060122602614454,0.2534004125345621,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956
2006-8,0.7362318418045775,0.7494989345490122,3.013,15375.614585153366,0.3170145196414007,998.2151751182574,2076.727705561578,28.81501464762461,18.37593685395026,51.730199188963645,3.382353765898835,0.7311536614656031,252839.57434216133,6454629.827934137,341331.49227261805,12.207369055643152,5450790.223150692,0.7480369691761674,8.058092028272752,0.2545913429823006,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
2006-9,0.7362499577774864,0.7497185373780527,1.843,15445.659234313009,0.2673847673277507,998.130303484435,2087.7056499196847,28.91415537294351,18.24420731175073,50.793306256502,3.4352154744508105,0.731320961608632,257375.62742188765,6460987.288962037,341078.8304525938,12.208406272766355,5452346.853094972,0.747631206776278,8.05606145393105,0.2560568239449253,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217
