,Mato Grosso - Produção de Cimento (t),Mato Grosso- custo m2 (R$),Mato Grosso - IDH Longevidade,Mato Grosso - Depósito Poupança (R$),Mato Grosso - Consumo de Cimento (t),Mato Grosso - IDH Educacao,Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Mato Grosso - Desemprego,Mato Grosso - IDH Renda,Mato Grosso - IDH,Mato Grosso - PIB - Estadual,Mato Grosso - PIB - Construção Civil,Mato Grosso - PIB - Per Capita,Mato Grosso - PIB - Preços de Mercado,Mato Grosso - value,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2006-8,62.04721363887372,12910.683483572458,0.785065319295095,1925132.4417314115,71.167,0.7275996318592568,1.6574452544946854,994.2145368970098,10084.2212264245,27.10681587040087,18.38767524208174,62.82214419957039,1.98371772350416,8.104597263186434,0.7488740766161983,0.7510885593923525,64118738.91678252,2754012.6199344755,17.00744765788399,52151522.02919614,0.3080750462771421,676378.6807572738,7563127.937369425,234.6161358747217,2972598.568363662,0.6093984595457096,3.1575701861667023,0.6251193452031805,0.4258794259587617,-8483.803210688488,3.837301314139748,149.11491383618767,184557711.1271135,239.9230618685272,1.1135288127682357
2006-9,62.29843135901047,12992.997083579416,0.7852350131775353,1970941.7236817328,62.628,0.7278986964342037,1.462897048203332,993.6999372998662,7056.622540257625,27.6617036454548,19.62487477560308,64.71723812818435,2.0790781756499475,8.10233524325938,0.7487211280391984,0.7511985700755691,64200565.23282804,2756715.6800452108,17.017464234907713,52187831.08832811,0.3091409036206581,688540.2959400815,7568335.959584897,227.39699563073523,2968920.409500552,0.6087555012956766,3.141933423246487,0.6374779078573267,0.427904503700878,-8564.573776025667,3.830845488644045,149.86791477408894,184715319.8813756,241.54458321001297,1.064885873032217
2006-10,62.7628095314856,13080.016303541175,0.7854047070599757,2016751.005632055,68.882,0.7281977610091507,1.8685940800948584,993.1478628173908,5256.861031452621,27.942393799239287,20.560421269433125,66.98214546636642,2.1240315012860025,8.100073223332327,0.7485681794621986,0.7513085807587856,64282391.548873566,2759418.740155946,17.027480811931436,52224140.14746007,0.3106704169722894,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412
2006-11,63.07025309701035,13170.543324797623,0.7855744009424159,2062560.2875823765,65.269,0.7284968255840977,2.042050464902688,992.9245404826906,4209.772234889027,28.11970160042282,21.05926974425729,68.15993343807465,2.156428491921552,8.097811203405271,0.7484152308851988,0.7514185914420022,64364217.864919096,2762121.800266681,17.03749738895516,52260449.20659202,0.3122628671182325,715811.6582559105,7578752.004015843,219.95090827883052,3371346.513797879,0.6138016533493752,3.1112815731886654,0.6544472076430272,0.4297781875807803,-8585.918047929645,3.797759546537678,151.30727369782838,185030537.38989973,244.58619112418265,1.392456147938836
2006-12,63.63933706530525,13260.362473713236,0.7857440948248563,2108369.5695326985,51.531,0.7287958901590446,2.4462797806752787,992.8976608746028,3286.780009711729,27.74832045279155,21.614828111439557,71.60442240251024,2.067194008761517,8.095549183478216,0.748262282308199,0.7515286021252188,64446044.18096462,2764824.8603774165,17.047513965978883,52296758.26572399,0.3137134052773242,727560.5307190763,7583960.026231317,217.7367940152106,3478580.7521593445,0.5948781830476984,3.0963175435420256,0.6529124218025248,0.4275878752901689,-8102.613779191029,3.778681269312833,151.99363168366656,185188146.14416185,246.01294427055387,1.1927122116957445
2007-1,64.15401075744292,13351.320227708758,0.7859137887072966,2154178.85148302,61.532,0.7290949547339916,2.94287686611151,993.0458027728884,2719.986171715396,27.53314819946178,21.83130377999992,73.39747765726544,1.9189329705833955,8.093287163551162,0.7481093337311991,0.7516386128084354,64527870.49701014,2767527.920488152,17.057530543002606,52333067.324855946,0.3150170480849104,738539.8377949974,7589168.048446789,214.8697613113524,3465619.8819014444,0.5915910920220523,3.081628815810877,0.652250285916937,0.4261722902551189,-8429.349883699913,3.758139256867763,152.67998966950472,185345754.8984239,247.44436787345552,1.0523384765809212
2007-2,64.83047454159005,13443.138131619227,0.7860348733654815,2168240.6468980373,44.927,0.72937483547869,2.7405854668788656,993.6308291413392,2342.376657990849,26.925337384132582,21.287906427438795,73.71746750942152,1.8438958532940823,8.090763646337692,0.7479630821235761,0.7517325220977714,64596882.94204144,2769696.674793095,17.063394883989893,52356076.78743855,0.3164182247692201,751771.8737028147,7594051.910447072,210.2471208130518,3321575.2056041574,0.5821912594010402,3.0672409187407026,0.6486758561842155,0.4272545197346237,-8207.504212454718,3.739732339264414,153.32631902904507,185495361.54458392,249.54686218214692,0.8648345966337321
2007-3,65.86236967937691,13537.4169119793,0.7861559580236666,2182302.442313055,62.172,0.7296547162233884,2.468364519639312,994.4030441311232,2069.661755270559,26.36930434416368,20.41999766562572,72.70028983707427,1.77989317476,8.088240129124223,0.7478168305159529,0.7518264313871076,64665895.387072735,2771865.429098037,17.06925922497718,52379086.25002116,0.3180418497350047,765537.1422995625,7598935.772447355,206.0752754548079,3315160.34317312,0.5624597981278792,3.0531793810769865,0.6396733150346336,0.421374616153345,-8302.699392306728,3.706955628134506,153.97264838858544,185644968.19074392,251.65055665221337,1.0136782679054217
2007-4,66.38980327410479,13632.290214348406,0.7862770426818515,2196364.2377280723,62.588,0.7299345969680868,2.0769706101680074,995.1542547960332,1849.983768285898,25.60768030714004,19.186903608082424,71.059415292396,1.778731150855021,8.085716611910753,0.7476705789083299,0.7519203406764436,64734907.83210404,2774034.1834029807,17.075123565964464,52402095.71260376,0.3196122935136508,779563.6032004755,7603819.634447637,202.60709188519417,3271622.245505456,0.5607781390026951,3.0394697315652115,0.6337527638093442,0.4226987158945232,-8434.701866226666,3.675935689954143,154.6189777481258,185794574.836904,253.7161436166845,0.9058292634380308
2007-5,67.20265239224821,13725.598552064588,0.7863981273400364,2210426.03314309,73.139,0.7302144777127852,2.2092090152583026,995.3330318823404,1809.8738458935336,24.586526521775287,18.032551563707557,70.41722876864412,1.7323010211576262,8.083193094697283,0.7475243273007068,0.7520142499657798,64803920.27713533,2776202.937707924,17.08098790695175,52425105.17518637,0.3212417648630703,793632.7491000076,7608703.49644792,199.70760205242289,3308180.387129716,0.5641176200703027,3.026137498950861,0.653237645563625,0.4265292995204747,-8141.051175182823,3.63852003418216,154.96803306283462,185944181.483064,255.3073002060301,0.9385189527188756
2007-6,67.86472324633175,13827.061780463817,0.7865192119982215,2224487.8285581074,76.429,0.7304943584574837,2.4047266650267938,994.6903352806004,1720.3023836299103,24.616090951007525,17.53973047267227,68.52727846233668,1.620190433744357,8.080669577483814,0.7473780756930837,0.7521081592551159,64872932.72216663,2778371.6920128665,17.08685224793904,52448114.63776898,0.3228508795319912,810591.0704600966,7613587.358448203,196.56657159174367,3356492.918711034,0.557268421320419,3.0132082119794177,0.6449100186574492,0.427912233110958,-8026.170619784551,3.601931188268772,155.31708837754346,186093788.129224,256.8884825968233,0.8300336615044933
2007-7,68.3308473368669,13926.9553990869,0.7866402966564064,2238549.6239731247,73.046,0.7307742392021821,2.8984926857964344,994.0298958185956,1644.7881496112448,24.95391274481676,17.570430909521217,67.31895400071264,1.6164140949100685,8.078146060270344,0.7472318240854606,0.7522020685444519,64941945.16719793,2780540.4463178096,17.092716588926322,52471124.10035159,0.3247152620569881,828801.1639120209,7618471.220448485,195.4713076894235,3377509.25255415,0.5417029185846474,3.000707399396365,0.63275579381832,0.4270491588284315,-7955.022260278307,3.560009340555952,155.6661436922523,186243394.77538395,258.4449215140347,1.091015693647252
2007-8,69.04919082225356,14027.947599665153,0.7867613813145914,2252611.4193881424,88.404,0.7310541199468806,3.416751060844438,993.0416937424536,1626.9781507773516,25.38127774743417,18.318851476393423,68.32895082591504,1.611200854455055,8.075622543056873,0.7470855724778376,0.7522959778337881,65010957.61222922,2782709.200622753,17.09858092991361,52494133.56293419,0.3266407074659099,848753.4468744235,7623355.082448767,197.1352047608322,3406326.0515670376,0.5383365294217008,2.9886605899471874,0.6268005040535086,0.4251241376010696,-7983.790257906689,3.5118118337828608,155.9131643598258,186393001.421544,260.02128743696466,0.9546102545549062
2007-9,69.31180139330272,14124.745712340611,0.7868824659727764,2266673.21480316,74.194,0.7313340006915791,3.2446416827412903,992.468065669679,1500.1238158000003,26.208759643398544,19.0976262179902,68.2047464403889,1.6950816348364055,8.073099025843405,0.7469393208702144,0.7523898871231242,65079970.05726052,2784877.9549276954,17.104445270900897,52517143.02551679,0.3286290196837862,870183.122157289,7628238.94444905,200.3440969182776,3402053.412048238,0.5168062325264737,2.977093312377366,0.6258989699329778,0.4202971223147698,-7895.376088335307,3.469607481841116,156.1601850273993,186542608.067704,261.62706060654693,0.864747358475212
2007-10,69.70065077519536,14221.594381140754,0.7870035506309614,2280735.010218177,88.411,0.7316138814362775,3.252850093793235,992.3699539474518,1511.391874262761,26.42092336807281,19.954980799021733,70.50707358089996,1.8229069877072333,8.070575508629934,0.7467930692625914,0.7524837964124603,65148982.50229181,2787046.7092326386,17.110309611888184,52540152.4880994,0.3306821868437694,894141.7138063426,7633122.806449333,203.09658677706912,3603293.506709055,0.492773472916794,2.9660310954323856,0.617964982686669,0.422186667969427,-7988.122113095049,3.4226070580234054,156.40720569497282,186692214.713864,263.21698626253544,1.014249422320608
2007-11,69.94482031238925,14317.803806749487,0.7871246352891463,2294796.8056331947,73.646,0.7318937621809759,3.01594644824574,992.2247999018732,1504.865881109302,26.44893412875513,20.57380295866912,72.4914137741181,1.886928457693671,8.068051991416464,0.7466468176549683,0.7525777057017964,65217994.94732311,2789215.4635375817,17.11617395287547,52563161.95068201,0.3321730574526143,916094.9671927262,7638006.668449616,207.2025845452835,3871253.3801534586,0.4788592048124005,2.955499467857729,0.6145670424343683,0.4244249038787387,-8017.515428278837,3.3732677481944013,156.62927034318636,186841821.360024,264.78802556753885,0.9820548143806294
2007-12,70.09429907657612,14414.087547818206,0.7872457199473314,2308858.6010482125,62.413,0.7321736429256743,2.683150578111249,992.3647892098498,1482.1456722401822,26.57384126157057,20.973093262588687,73.49235574162893,1.8791765382382557,8.065528474202996,0.7465005660473452,0.7526716149911326,65287007.39235441,2791384.2178425244,17.122038293862754,52586171.41326462,0.3337024598529933,935002.9361998136,7642890.530449898,213.4071359189383,4005644.122666503,0.4548379030142503,2.945523958398879,0.6103282941034248,0.4244999572063965,-7877.11519891132,3.3132900029546954,156.85133499139988,186991428.006184,266.31848259790274,0.8767487704205519
2008-1,70.04495489324273,14510.564232324909,0.7873668046055163,2322920.39646323,74.185,0.7324535236703728,2.482717782944319,992.5338930481904,1403.743038848984,26.43555168145865,21.13214784989765,74.64914618968113,1.8629029369174896,8.063004956989525,0.7463543144397221,0.7527655242804686,65356019.83738571,2793552.9721474675,17.12790263485004,52609180.87584722,0.3352711999512668,954710.380678508,7647774.392450181,221.65031253411155,3972676.139799992,0.4442798633210167,2.93613009580132,0.6123131329450783,0.4249975168895801,-8333.785630800456,3.2555579562369243,157.07339963961343,187141034.652344,268.4476130189723,1.011775380520748
2008-2,70.23292387935005,14607.263523138889,0.78744012998494,2335328.6038094005,66.208,0.7327141689792213,1.9416211871588855,993.2365330755284,1245.4726582550345,26.059709138560734,20.73650477333856,74.5428101721952,1.8402715155735965,8.065672815491002,0.7462138831641655,0.7528437624374951,65404657.683555245,2795351.2928554965,17.128215473554977,52614381.134255685,0.3368800588029519,977120.2633756644,7652174.341637064,232.3578277110445,3831646.827575299,0.4446804445496704,2.927343408810533,0.6130114959204532,0.4302154047083354,-7957.479510093275,3.199376609861489,157.22858077228662,187282618.10601315,270.5463010069343,0.95509159572242
2008-3,70.8041440819638,14705.681950232383,0.7875134553643635,2347736.811155572,68.859,0.7329748142880698,1.5442437108363734,994.066530652217,1129.6413425821186,25.495385810004358,20.1350442906683,73.65696403248818,1.7617228115224175,8.068340673992477,0.7460734518886087,0.7529220005945214,65453295.529724784,2797149.613563525,17.12852831225991,52619581.39266414,0.3385212919219027,1002832.9288108344,7656574.290823947,242.89215150548253,3809138.2345990585,0.4484128206903977,2.919189426172004,0.6213585443907181,0.4313867734467428,-7892.607761543437,3.141468520965748,157.38376190495984,187424201.5596823,272.6387317265813,0.8861972393237405
2008-4,70.8667484797639,14801.742868791329,0.7875867807437871,2360145.0185017423,78.322,0.7332354595969182,1.1534458774968626,994.8189381964306,989.1719220534688,25.507341389507697,18.554262293602967,70.2449819164797,1.669416845290434,8.071008532493954,0.7459330206130521,0.7530002387515479,65501933.37589432,2798947.9342715545,17.128841150964845,52624781.65107261,0.3401951078231341,1027504.4384372998,7660974.24001083,252.40034143486488,3805747.865320872,0.4473258895577853,2.9116936766312143,0.6263187436812404,0.4338669727481246,-8007.976541076512,3.0675634134381013,157.53894303763303,187565785.01335144,274.1767312352824,1.0102274736240415
2008-5,71.25190196992031,14898.745149091188,0.7876601061232107,2372553.2258479134,74.28,0.7334961049057667,0.711901539356017,995.237118901903,793.936204475538,25.89760452313507,17.007900607080874,64.81499313909966,1.5690240689387944,8.07367639099543,0.7457925893374955,0.7530784769085743,65550571.22206386,2800746.254979584,17.129153989669778,52629981.90948107,0.3419016647987285,1051085.473449627,7665374.189197713,258.0351262596198,3847010.3706679856,0.4544319127338644,2.9048816889336475,0.646709513314914,0.4321500462512327,-7622.164669581103,2.983508587016217,157.71854443257627,187707368.4670206,275.67454765459144,0.9183439034290336
2008-6,72.07135509664508,14996.677707221945,0.7877334315026342,2384961.433194084,84.655,0.7337567502146152,1.729084446812932,995.1934003695286,637.4977500395061,26.563051539525507,15.853221740377544,59.45725967661442,1.5510964523112816,8.076344249496907,0.7456521580619389,0.7531567150656008,65599209.0682334,2802544.575687613,17.129466828374714,52635182.16788953,0.3438451491497316,1073849.582377385,7669774.1383845955,263.36760075171605,3906865.856563772,0.4203655844188621,2.898778991824788,0.6287480084855108,0.416568100772241,-7526.222983080984,2.8968331481222203,157.8981458275195,187848951.92068976,277.17517909434486,0.831892211523938
2008-7,72.6852974521471,15113.611926579051,0.7878067568820578,2397369.6405402552,103.456,0.7340173955234637,1.915929826677715,994.720542974891,456.2536498142373,27.448003856585743,15.581727822710354,56.903431492354194,1.611286500517856,8.079012107998384,0.7455117267863822,0.7532349532226272,65647846.91440295,2804342.896395642,17.129779667079646,52640382.42629799,0.3462339416679268,1099889.4111654025,7674174.087571479,271.2240031589069,3952591.039190352,0.3823654090466765,2.893411114050117,0.599023956748628,0.4017041211332135,-7372.476799457021,2.8193033709764,158.07774722246273,187990535.3743589,278.67170510278925,0.9469908098354584
2008-8,73.27520437045709,15220.231842685078,0.7878800822614814,2409777.847886426,90.203,0.7342780408323122,2.3891061051321225,993.9294250341648,272.1910863327545,27.830089883497045,16.487573680223804,56.92688731282694,1.7525355256616335,8.081679966499859,0.7453712955108255,0.7533131913796536,65696484.760572486,2806141.217103671,17.13009250578458,52645582.68470646,0.3482537919843918,1129391.1987085575,7678574.036758362,277.14389415029365,3979631.106186825,0.377094781251677,2.888803584355119,0.5717904557609863,0.3911930100262941,-7330.909560613458,2.746140251198851,158.2647084581022,188132118.82802805,280.18081957333715,0.9812442861378704
2008-9,73.83308173232612,15321.565482666969,0.7879534076409049,2422186.0552325966,97.005,0.7345386861411607,3.0226143204110625,993.3597118549028,197.656069455214,27.80132127906334,17.676623750580628,60.090836864526864,1.8695466575126565,8.084347825001336,0.7452308642352689,0.75339142953668,65745122.60674202,2807939.5378117,17.130405344489517,52650782.943114914,0.3500941745498458,1159763.921974792,7682973.985945245,283.8182952324954,4008598.191619436,0.4025579714905743,2.884981931485277,0.5509061927111456,0.393954511741958,-7785.307445305803,2.665912474404139,158.45166969374168,188273702.2816972,281.69120671574126,1.0935181371164024
2008-10,74.3837072501489,15417.026266321816,0.7880267330203286,2434594.262578768,102.567,0.7347993314500092,2.238692028711619,992.8546579273142,132.3001150860294,27.86574912459896,18.96934044840278,63.58679720012726,1.9229658795443467,8.087015683502813,0.7450904329597122,0.7534696676937065,65793760.45291156,2809737.858519729,17.13071818319445,52655983.20152338,0.3517462821198293,1186398.82413667,7687373.935132128,295.33935864725913,4263818.5410232525,0.412023328025164,2.881971684186075,0.5338333005653052,0.4032616547632046,-7703.954458964581,2.598260780235978,158.63863092938115,188415285.7353664,283.16492203528696,0.94244302845466
2008-11,74.96568475461142,15510.604224745912,0.7881000583997522,2447002.4699249384,82.796,0.7350599767588576,3.024979486145033,992.4509198779456,86.0210386962854,27.740147573573417,19.861769103620198,66.62621646186969,1.7811142284024213,8.089683542004288,0.7449500016841555,0.7535479058507328,65842398.2990811,2811536.179227758,17.131031021899386,52661183.45993184,0.3531968099799831,1206234.5492222924,7691773.884319011,310.0969471649507,4581129.885282537,0.4176314374021105,2.879798371202994,0.5233099682890817,0.4104528122004031,-7476.287871104045,2.5386157863332808,159.1005672607899,188556869.1890356,284.6606851529394,1.062701899829496
2008-12,75.41944866599103,15601.10097780608,0.7881733837791757,2459410.677271109,72.421,0.7353206220677061,3.285297403549208,992.3915334526586,107.92531760536126,27.502817745376444,20.55497661674236,69.68942707763155,1.6236089585942692,8.092351400505764,0.7448095704085989,0.7536261440077593,65891036.14525064,2813334.499935787,17.131343860604318,52666383.7183403,0.3546444414669576,1219337.8746717924,7696173.833505894,321.9672537513736,4747766.385371158,0.4199544942195133,2.87848752128152,0.524103085853287,0.4155686208661097,-7673.72643892393,2.504755709594416,159.56250359219862,188698452.64270467,286.259724822218,1.101310555483456
2009-1,75.63724686192337,15691.820335032464,0.7882467091585993,2471818.88461728,76.018,0.7355812673765546,3.447097813439837,992.979302641483,95.10663876966802,27.11471291388712,20.60293895655758,71.04952393859223,1.319187367197326,8.095019259007241,0.7446691391330422,0.7537043821647857,65939673.99142018,2815132.820643816,17.131656699309254,52671583.976748765,0.356092013634093,1228788.884778817,7700573.782692777,331.8520846216965,4684355.071416738,0.4453642148556728,2.8780646631671347,0.5263722830788128,0.4265478197554145,-8468.75016667358,2.46038988184506,160.02443992360736,188840036.09637383,288.2775366408382,0.7501827891642874
2009-2,76.23349657834136,15781.422582120704,0.7882731252047553,2495098.80556584,74.738,0.7358226256439517,3.6221833272645374,993.3677311490372,93.30042786733068,26.739171258593416,20.73397722269951,72.75954096881841,0.9513856749572754,8.091921655866415,0.7445336515522417,0.7537673794510733,66102331.52767203,2818986.3657875583,17.145188422730108,52731928.433453135,0.3575425231350967,1237163.7518901215,7704524.6839363,341.05203172474296,4496965.662895579,0.4617677479747263,2.8785553256053213,0.5227829360821162,0.4330860958676656,-8362.130172448553,2.419211323171128,160.62060444548413,188999683.0050093,290.3153452415065,0.8379855344167224
2009-3,76.7779460076628,15871.208795396244,0.7882995412509115,2518378.7265144,75.011,0.7360639839113489,3.109737172699193,994.2650519768802,94.3403406060514,25.978804319038456,20.135870757851432,73.31455671470906,0.7103785346691932,8.08882405272559,0.7443981639714412,0.7538303767373609,66264989.06392387,2822839.9109313004,17.15872014615096,52792272.8901575,0.3587899577956249,1247147.527333788,7708475.585179822,349.5767808247252,4433471.851642464,0.4744121661088831,2.879985037341564,0.5234789989371754,0.4381030668091561,-8556.283355305572,2.384914975903917,161.2167689673609,189159329.91364485,291.7641550908637,0.7389127280648995
2009-4,77.14548838170947,15959.132099139448,0.7883259572970676,2541658.6474629603,68.627,0.736305342178746,2.777295623685635,995.167090721508,43.89962960615002,25.330560081481725,19.24905340781018,72.48410288406113,0.4258502252605421,8.085726449584763,0.7442626763906407,0.7538933740236484,66427646.60017572,2826693.456075043,17.17225186957181,52852617.34686187,0.3600297151029845,1257743.255844782,7712426.486423344,353.6033789337442,4387994.548467608,0.4999622144350261,2.8823793271213445,0.5478423802413089,0.45007711682254,-8805.162211693303,2.3630365952461503,161.8129334892377,189318976.8222804,293.19184808410324,0.72952096312357
2009-5,78.05589011859935,16048.638260053547,0.7883523733432237,2564938.56841152,80.772,0.7365467004461431,2.973631860028728,995.3890737600776,36.58434258279031,25.240929441317306,18.584290700129426,70.59408625619929,0.2982306335552872,8.082628846443937,0.7441271888098402,0.753956371309936,66590304.13642757,2830547.001218785,17.185783592992664,52912961.80356624,0.3615892543190933,1273653.156635714,7716377.387666867,352.9888345157645,4399982.319256014,0.4981088282193594,2.885763723690147,0.6069054336378797,0.450431778065969,-8667.302626906909,2.3525692667827225,162.41246682916747,189478623.73091587,294.61818674794546,0.7956723216115966
2009-6,78.69799701097386,16159.792335726794,0.7883787893893798,2588218.48936008,83.634,0.7367880587135403,2.9225834301788955,995.6336748038464,29.860616113570245,25.242880559074585,18.026581386357243,68.50469846059215,0.2049227704978604,8.079531243303112,0.7439917012290397,0.7540193685962235,66752961.67267942,2834400.546362527,17.199315316413518,52973306.2602706,0.363147366348808,1292234.6824960993,7720328.288910389,345.32839376954,4416281.033776725,0.4904351794060748,2.8901637557934547,0.5851435517618442,0.4443889715056729,-8866.763268778828,2.338774353162325,163.01200016909723,189638270.6395514,296.03809070625255,0.7718384341547616
2009-7,79.39206382249718,16261.575816446444,0.7884052054355359,2611498.4103086405,106.56,0.7370294169809375,3.218296160839261,994.9692480341196,20.649226900358656,25.95761226464042,18.2199983169016,66.49630089126363,0.1327148041876699,8.076433640162286,0.7438562136482392,0.7540823658825111,66915619.20893127,2838254.0915062698,17.21284703983437,53033650.71697497,0.3647860701613962,1313170.5678263628,7724279.190153912,326.935099739555,4393687.545662547,0.4945814397751699,2.895604952176751,0.5788217871313215,0.4406435988198508,-9104.309037125651,2.304832376935664,163.611533509027,189797917.5481869,297.4339550370137,0.932626674231297
2009-8,80.02719068955086,16364.683375984398,0.788431621481692,2634778.3312572003,94.309,0.7372707752483346,3.2688402206859783,994.0938502564536,17.327740799531316,26.65139653709371,18.812009904017064,65.92324507662435,0.0908383154629739,8.073336037021459,0.7437207260674388,0.7541453631687987,67078276.74518312,2842107.636650012,17.22637876325522,53093995.173679344,0.3662160866533228,1332816.0500644925,7728230.091397434,306.15148915915097,4370580.310383854,0.519129981023956,2.9021128415855184,0.5750680318928113,0.4435740975951859,-9151.584889714371,2.2790124389025963,164.279526340619,189957564.45682243,298.8406575808099,0.9077579231188913
2009-9,80.69931313582224,16467.44145305213,0.788458037527848,2658058.25220576,90.908,0.7375121335157317,2.9834302642134936,993.4532499709896,14.576797687637171,27.009516260453477,19.7660369945878,67.74378927063286,0.0612108414497863,8.070238433880634,0.7435852384866383,0.7542083604550862,67240934.28143497,2845961.181793754,17.239910486676074,53154339.63038371,0.3676359923510252,1352851.923578171,7732180.992640956,288.01476097029126,4372066.053221281,0.5322073984035939,2.909712952765241,0.5778898181752461,0.4517057294318006,-9303.102943424732,2.248138981864224,164.94751917221097,190117211.36545795,300.2151282762207,0.7590817589264219
2009-10,81.56083378362875,16572.151774291146,0.7884844535740042,2681338.17315432,91.557,0.7377534917831289,3.169906298656444,992.7754390245652,7.5076807696467345,27.265271565463568,20.585091968830675,69.7114960478993,0.1835377087286329,8.067140830739808,0.7434497509058378,0.7542713577413738,67403591.81768681,2849814.726937496,17.253442210096928,53214684.08708808,0.3690442979156627,1374268.9947285329,7736131.893884479,271.2564900724893,4642801.106901026,0.5355829324010861,2.9184308144614013,0.5785426926291699,0.4562242724341889,-9568.345532304107,2.217904930844287,165.61551200380296,190276858.27409345,301.5556867037101,0.7846990754486614
2009-11,82.16426608992332,16677.86661904932,0.7885108696201603,2704618.09410288,84.618,0.737994850050526,3.1611707047018958,992.5561827341944,5.630317036687889,27.343823508591917,21.192960570411937,71.64331759649922,0.333655266520199,8.064043227598981,0.7433142633250372,0.7543343550276613,67566249.35393865,2853668.272081238,17.26697393351778,53275028.54379245,0.3704394430395789,1394220.7836613408,7740082.795128002,255.34310713889985,4968540.4622684615,0.5460484315742349,2.928291955419483,0.5912075438524862,0.4618168766069392,-9497.345398002251,2.177604887432468,166.21570004913676,190436505.18272892,302.8565593957302,0.7700278820075507
2009-12,82.69131600375053,16782.7848397085,0.7885372856663164,2727898.0150514403,71.713,0.7382362083179231,3.485866273543361,992.5847737538,3.959256499138828,27.347282417986687,21.674050040931228,73.48419393190376,0.5112005452426598,8.060945624458157,0.7431787757442367,0.7543973523139489,67728906.89019051,2857521.817224981,17.28050565693863,53335373.00049681,0.37183263458217,1412214.7556779748,7744033.696371524,240.3044626744236,5129826.363697898,0.5427257627326397,2.939321904384969,0.5870573500038764,0.4644167127850657,-9190.300907588446,2.124224012723041,166.81588809447058,190596152.09136447,304.120261718961,0.6898760251950916
2010-1,83.23982655328471,16888.072335461362,0.7885637017124725,2751177.936,72.935,0.7384775665853203,3.5878784869527816,992.8103440996292,29.65675061506764,27.345328633015757,21.725823282062727,73.79433750614574,0.7183419314987846,8.05784802131733,0.7430432881634362,0.7544603496002364,67891564.42644235,2861375.362368723,17.294037380359484,53395717.45720118,0.3732230463113368,1427319.107867863,7747984.597615046,228.76182954634024,5091491.888697272,0.5528867394615864,2.951546190103343,0.6027048817569469,0.4691088914703447,-9688.588371030834,2.0799573598611705,167.41607613980435,190755799.0,306.32712710827536,0.7984149643257024
2010-2,83.85733413818353,16992.345766137616,0.7885440583708551,2757787.626414954,71.644,0.7386995862056647,3.201602405008721,993.0006704006752,33.1994748786992,27.5615080604848,21.32818581989772,71.85436708466635,0.7947425347516633,8.056949780265565,0.7429118676400815,0.7545085362773559,68055443.5278533,2863532.9259147,17.30885597668973,53458774.129970014,0.3746098186860321,1442690.7727091676,7751204.361214897,222.79586929236652,4918423.521659033,0.5359195328522104,2.9649903413200875,0.5955700194878013,0.4638866746250542,-9576.958631035535,2.030863470139216,168.1125206007806,190858600.18802968,307.98833800895983,0.6340516025801447
2010-3,84.88499557203727,17096.50968946412,0.7885244150292375,2764397.3168299086,91.529,0.7389216058260091,3.183894996246292,993.7224381965668,239.7847782992287,27.184917361548862,20.42478545871315,70.17762925644533,0.8915050016418726,8.056051539213799,0.742780447116727,0.7545567229544754,68219322.62926424,2865690.4894606764,17.32367457301998,53521830.80273885,0.375992058683646,1461585.576115406,7754424.124814747,216.7625186875124,4912351.888847262,0.5269652285318539,2.979679886780686,0.5982752954789717,0.4529411903376403,-9737.230041667011,1.9872203448387613,168.80896506175682,190961401.3760593,309.72831966497404,0.8247337983618206
2010-4,85.45558437795712,17197.775153530074,0.7885047716876201,2771007.0072448626,82.698,0.7391436254463535,2.837625126886828,994.4752266653492,465.2474849360321,26.51791474979969,18.874180072927768,67.2449134118714,1.1090638563962916,8.055153298162034,0.7426490265933723,0.7546049096315948,68383201.73067518,2867848.053006653,17.338493169350222,53584887.47550769,0.377369013107355,1484105.0697649147,7757643.888414597,210.5177978363556,4850330.205261258,0.5365275225694347,2.9956403552306226,0.5978042087664871,0.455830055988475,-10059.393149424635,1.938766300428007,169.50540952273306,191064202.56408903,311.4552844509332,0.7324555326526557
