,Rio de-01eiro - value,Rio de Janeiro- custo m2 (R$),Rio de Janeiro - Depósito Poupança (R$),Rio De Janeiro - Consumo de Cimento (t),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Rio De Janeiro - Produção de Cimento (t),Rio de Janeiro - IDH,Rio de Janeiro - IDH Renda,Rio de Janeiro - IDH Educacao,Rio de Janeiro - IDH Longevidade,Rio de Janeiro - PIB - Estadual,Rio de Janeiro - PIB - Construção Civil,Rio de Janeiro - PIB - Per Capita,Rio de Janeiro - PIB Preços de Mercado,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%),Rio de Janeiro - Desemprego
2004-5,0.3220442323806512,13781.197236682572,36265071.5805139,254.86,1.170856293008022,1006.7084043630472,1126.4767582041052,32.40301341284863,17.621694320409897,47.79324752613344,1.162267136166515,199.447397962572,0.7744336888128578,0.7996923846574209,0.7333651029894317,0.8095973205121638,364589196.89190686,18215155.873506658,22.226469924970807,349086911.8448038,444435.64414467895,7419319.188101534,543.5801122244274,2247614.438896437,0.6877653033067546,3.5615952756945672,0.7850618617376672,0.5930166849467975,-6639.092352241397,5.906435456003245,134.40983551104517,180078974.77317473,187.9511162408295,1.3496753218264288,8.274821074794762
2004-6,0.3234138096460141,13833.359379539716,36161484.4770489,279.415,1.3804032483181805,1006.5731299574384,1134.8853558329135,32.666068025792704,17.2028709943714,46.871235190278256,1.174718583665988,199.58594558161957,0.7744937367530887,0.7993739403086019,0.7335147736938926,0.809897916184189,364947376.3980245,18217906.33822727,22.23063503089661,349174500.59516126,451253.3024140168,7424768.748358243,539.7928414217439,2270755.1846666075,0.6580265037168356,3.550243055232886,0.7615174276282071,0.574475450988554,-6748.885395968077,5.749095649630231,135.03790124769785,180252524.49047467,189.66523405701923,1.5103056439741145,8.272938820427445
2004-7,0.3245327539909935,13883.098449307156,36057897.3735839,249.081,1.5913634478354632,1006.4816403378874,1142.825192806874,32.845479497765155,16.735429082126398,46.2412065184014,1.1832396614397314,199.9405269769684,0.7745537846933198,0.7990554959597829,0.7336644443983535,0.8101985118562143,365305555.9041421,18220656.802947883,22.234800136822415,349262089.3455187,458230.9893117392,7430218.308614952,534.2848231016592,2274686.759168609,0.6207840323429428,3.538400274322199,0.7524273421975352,0.5593363966337657,-6784.497815846861,5.627047610968012,135.66596698435055,180426074.2077746,191.417790237618,1.3540905935347418,8.271056566060128
2004-8,0.3254787489921616,13930.413676579885,35954310.2701189,281.405,1.7953187071106913,1006.9071102686564,1149.9597729912568,31.7665245782168,16.229040966594575,49.76539608116378,1.1777901338325414,200.8917769769684,0.7746138326335509,0.7987370516109639,0.7338141151028145,0.8104991075282396,365663735.41025984,18223407.267668497,22.238965242748225,349349678.0958762,466978.6583451511,7435667.868871663,528.8910012164406,2279925.537159044,0.5909034137973287,3.52609246170799,0.7295497751500113,0.5366506165950669,-6905.605509166634,5.503636763429107,136.07831726999564,180599623.9250745,193.23853944222265,1.434760472048315,8.269174311692813
2004-9,0.3264110432424003,13974.571676579884,35850723.1666539,280.43,1.9838508416946776,1007.385592832745,1155.952600251334,30.41966442211732,15.693379030695596,55.07334126644461,1.14049157589543,201.14193253252395,0.7746738805737818,0.7984186072621449,0.7339637858072754,0.8107997032002648,366021914.9163775,18226157.732389107,22.24313034867403,349437266.84623367,475889.1295313781,7441117.429128372,523.5410270047289,2282679.2823835304,0.5537026055994817,3.513345146135742,0.7095428699539044,0.521373108360619,-6995.222858870797,5.379865840264738,136.4906675556407,180773173.6423745,195.06742578211143,1.2837775896757788,8.267292057325497
2004-10,0.3272046641805831,14017.235807014667,35747136.0631889,248.861,2.1485416671382427,1007.7364899869748,1160.4671784523755,29.03282220223743,15.13811565734916,61.09462907763274,1.100454153894413,201.6784107933936,0.7747339285140129,0.798100162913326,0.7341134565117362,0.8111002988722902,366380094.4224951,18228908.19710972,22.24729545459984,349524855.5965912,484423.7575753058,7446566.989385082,516.6823881754624,2433479.803848515,0.5450174136197448,3.500183856350938,0.6959159305043552,0.5156158255655208,-7120.238857990881,5.253056293059425,136.9030178412858,180946723.3596744,196.8697926583777,1.1406245002546846,8.265409802958182
2004-11,0.3279420444646689,14058.586870844456,35643548.959723905,266.398,2.372106052984596,1008.3566449538512,1158.4322884106884,27.258022945733472,14.572923229474927,68.19741393303313,1.0438785031566469,202.3594107933936,0.774793976454244,0.797781718564507,0.7342631272161971,0.8114008945443154,366738273.9286128,18231658.661830336,22.251460560525643,349612444.3469486,491603.9774213368,7452016.549641792,504.2778134441365,2626368.5075104097,0.5310516981315352,3.486634121099062,0.6696517138276467,0.5071034898207396,-7055.497216121851,5.122595130555095,137.22885225518075,181120273.0769744,198.653124824414,1.2854603148119332,8.263527548590865
2004-12,0.3285799318046123,14098.13832917779,35539961.8562589,248.921,2.142412160630032,1008.6747470030928,1169.2095736858726,26.70879063366852,14.00747412999259,71.94022715918344,0.9978217469054564,203.32461912672684,0.7748540243944749,0.797463274215688,0.7344127979206581,0.8117014902163407,367096453.4347304,18234409.126550943,22.255625666451447,349700033.09730613,498417.7469993286,7457466.109898502,487.9427582459169,2720834.843621785,0.5059456433043616,3.472721469125596,0.6553570801963157,0.4969515420076215,-6921.044658255659,4.995239879121229,137.5546866690757,181293822.79427427,200.44978855774104,1.2322302066002024,8.26164529422355
2005-1,0.3291609032841108,14134.723023055338,35436374.7527939,246.602,2.6176259804386746,1009.2825460371567,1161.7106877762296,26.228696208692988,13.451440741821829,74.4031361013617,0.9679683765581945,203.4835579022371,0.774914072334706,0.797144829866869,0.734562468625119,0.812002085888366,367454632.94084805,18237159.59127156,22.25979077237725,349787621.8476636,505529.1448841331,7462915.670155211,467.4251775544447,2703712.958128439,0.4921828904516431,3.4584714291760243,0.6473973428202994,0.483143045759377,-7202.757774714469,4.860078219431911,137.88052108297066,181467372.5115742,202.30449471882343,1.4183908253341642,8.259763039856233
2005-2,0.3296920089615853,14204.4613541381,35472809.435026266,237.093,2.339341062868043,1010.416112800086,1155.9537682251923,25.270791112841017,12.914495447882317,76.67023080674846,0.9228801625915763,203.696155410446,0.774975632903833,0.796850658414453,0.7347237252761838,0.8122512424647614,367762562.17067367,18243468.346279897,22.262050621958124,349838518.0525191,513173.97837669234,7468228.679464037,445.227317434516,2592532.3195000445,0.479032861785929,3.4439095299958296,0.6298003725137261,0.4753697952172824,-7128.700399706268,4.725791184629883,138.4383011536618,181632962.2895496,204.1987238906554,1.4238954789241105,8.251898787589614
2005-3,0.3301849552537719,14281.672602495706,35509244.11725864,270.163,2.305373694620638,1011.720780967462,1118.050017011116,24.39203477957067,12.406310631093737,78.1912341243087,0.8857009778850016,205.48953041882243,0.77503719347296,0.7965564869620372,0.7348849819272487,0.8125003990411568,368070491.4004993,18249777.101288237,22.264310471539,349889414.2573746,520583.6246521651,7473541.688772862,425.5538607533432,2576944.5509056966,0.4648610952618953,3.4290613003304955,0.6197803250738215,0.4664937288356185,-7221.778170229833,4.596932598972333,138.9960812243529,181798552.067525,206.1308112427125,1.3369199083017531,8.244034535322994
2005-4,0.3306394663487277,14358.06395947437,35545678.799491,263.941,2.212700752169648,1013.3409133156748,1079.5969554861156,23.173828874146547,11.936558674375757,79.3014970240885,0.8475927113429093,205.59096296705243,0.775098754042087,0.7962623155096212,0.7350462385783135,0.8127495556175522,368378420.6303249,18256085.85629657,22.26657032111987,349940310.4622301,527801.5206057715,7478854.698081687,411.2946022042931,2550123.232541148,0.4371435666899209,3.413952268925505,0.6089935578495764,0.4550001182228941,-7427.695727374902,4.479302822781261,139.55386129504407,181964141.8455004,208.52949853283653,1.5033990992305697,8.236170283056374
2005-5,0.3310552850975495,14420.794651726646,35582113.48172337,273.825,1.714736437827027,1014.3829138127082,1068.5517385937658,22.35718531995379,11.514911960648076,78.89289753481088,0.8615271401216781,206.68872139819084,0.7751603146112139,0.7959681440572053,0.7352074952293784,0.8129987121939476,368686349.8601505,18262394.61130491,22.26883017070074,349991206.6670855,534490.8290515874,7484167.707390512,400.4730769062954,2569572.8659533686,0.4197283588146051,3.398607964526341,0.6112913639662371,0.4387655535867955,-7307.848389698152,4.361373483938184,139.95474220418083,182129731.6234758,210.9849883147523,1.5253707589919576,8.228306030789753
2005-6,0.3314321739732783,14481.40487253298,35618548.16395573,284.813,1.5712526833565617,1015.144834886708,1008.6034782265792,21.854258532337024,11.151042872830358,79.28248356508708,0.882415200403756,207.979624793793,0.7752218751803409,0.7956739726047894,0.7353687518804433,0.813247868770343,368994279.0899761,18268703.366313245,22.27109002028161,350042102.87194103,542053.2699314717,7489480.716699338,392.0132128694499,2602254.4460729035,0.4199780553732319,3.383053915878488,0.5804670357747842,0.4302028729547594,-7431.800235590503,4.256101726196984,140.35562311331756,182295321.4014512,212.9231644277816,1.3784705106585684,8.220441778523133
2005-7,0.3317698299654149,14541.191186280945,35654982.8461881,267.064,1.2152978577600055,1014.9456627866264,992.8033684647244,22.0638140374541,10.854623793842284,78.93520169409321,0.9135203043887704,209.737033020598,0.7752834357494678,0.7953798011523735,0.7355300085315082,0.8134970253467384,369302208.3198018,18275012.12132158,22.27334986986248,350092999.07679653,549511.0197966119,7494793.726008162,383.1926176814535,2613066.753887254,0.426655987569031,3.367315651727427,0.5645649922940777,0.4313751989691616,-7447.830376487559,4.16168717243741,140.75650402245432,182460911.1794265,214.85454833768284,1.4515065266492553,8.212577526256513
2005-8,0.3316598020544536,14599.292803337785,35691417.52842047,321.431,0.9764307776062467,1013.8867710068802,999.5289943427014,22.71219140745338,10.63532710660354,77.92302083245833,0.9084282913113488,212.3092988214852,0.7753449963185948,0.7950856296999576,0.735691265182573,0.8137461819231339,369610137.5496274,18281320.87632992,22.275609719443352,350143895.28165203,557945.6579456168,7500106.735316987,375.1392726452125,2617033.037200032,0.4533210772878235,3.351418700818644,0.5609756759595197,0.4316478866297594,-7426.454566904413,4.079825078928361,141.25619441715205,182626500.957402,216.74393954992289,1.314802317799124,8.204713273989894
2005-9,0.3313026531904409,14657.645901099866,35727852.21065284,280.468,0.8254200788933883,1012.9690232634975,965.5984752255436,23.048505641151472,10.502825194033804,78.52189021292102,0.9333312207439748,212.8402065264721,0.7754065568877218,0.7947914582475417,0.7358525218336378,0.8139953384995293,369918066.779453,18287629.631338254,22.277869569024222,350194791.48650753,567582.3355484458,7505419.744625812,368.2338259987535,2616833.298781457,0.4844114534007803,3.3353885918976194,0.5646643450021134,0.4277093852365702,-7512.020875107958,4.012628248908924,141.75588481184974,182792090.7353773,218.62954399113875,1.4544913446504557,8.196849021723274
2005-10,0.3310835087846837,14716.323112792776,35764286.8928852,292.837,0.605723458173913,1011.8205903050358,1056.812182157905,23.945210681273966,10.466790439052753,77.51484692298025,0.9391779666092696,214.28528117905623,0.7754681174568487,0.7944972867951258,0.7360137784847027,0.8142444950759247,370225996.00927866,18293938.386346597,22.280129418605096,350245687.691363,579729.7986988125,7510732.753934638,358.7241761047338,2767147.232806297,0.4945726100320757,3.319250853709838,0.5644640550493971,0.4225131084131527,-7687.979669089395,3.9602332396446167,142.25557520654746,182957680.51335275,220.47998778707412,1.2166346637056376,8.188984769456653
2005-11,0.3309875429981712,14775.302308397786,35800721.57511757,304.782,0.4764976293689485,1010.8562141184336,1102.404713819355,24.583096270227035,10.536895224580064,77.20136658125058,0.9356268393557128,214.49730873571465,0.7755296780259757,0.7942031153427098,0.7361750351357675,0.8144936516523201,370533925.2391043,18300247.14135493,22.28238926818597,350296583.8962185,590638.0268494517,7516045.763243463,349.8309358272843,2977160.918689552,0.4959029929217597,3.303031015000783,0.5622657106505984,0.410747290823505,-7676.736667287167,3.9221772649399615,142.75695932798442,183123270.29132813,222.3706268867923,1.5774291835856542,8.181120517190033
2005-12,0.3308527149625705,14835.141073592404,35837156.25734994,281.31,0.4170361540020013,1010.3980240515826,1138.247658442271,24.988293701306823,10.72281193353542,77.63463558613556,0.977912608143649,215.23540449323784,0.7755912385951027,0.793908943890294,0.7363362917868325,0.8147428082287155,370841854.4689299,18306555.896363266,22.28464911776684,350347480.101074,600358.5651096528,7521358.772552288,336.6366349826133,3077456.4837551704,0.5121818479826961,3.286754604515938,0.5630711908624105,0.4101195327303973,-7542.184036343686,3.892160292125506,143.2583434494214,183288860.0693036,224.28049234109324,1.4013372679118714,8.173256264923413
2006-1,0.3306565608509338,14894.863781840875,35873590.9395823,301.206,0.3469721665201034,1010.3036311642452,1178.7764458223608,25.201585704504414,11.0,77.85274342687954,0.9336541622457648,215.78234064037036,0.7756527991642297,0.793614772437878,0.7364975484378973,0.8149919648051109,371149783.6987555,18312864.6513716,22.28690896734771,350398376.3059295,608237.7183918209,7526671.781861113,320.968605621138,3061867.328050945,0.5246513831169914,3.270447151000785,0.5580933471517024,0.4093210137705744,-7965.495545452277,3.8684439286332686,143.75972757085836,183454449.8472789,226.2314361414988,1.0664559084527,8.165392012656794
2006-2,0.330545946517139,14954.53709693171,36281974.60945264,250.819,0.4654508938967971,1010.8730306264667,1136.7801255899965,24.52947414868326,11.44630376344086,78.65792679840432,0.8937329428820077,216.33459980870745,0.7757160757063487,0.7933434929982064,0.7366703221835832,0.815190585791239,371407510.2719281,18321006.689051583,22.287634086794963,350417501.94526565,617499.8567002948,7531879.804076586,305.73921061538874,2929137.126267223,0.5117940136540285,3.2541341832008084,0.5540061208774786,0.4028183365263698,-7956.205189035386,3.846872965752776,144.5557082419601,183612058.601541,228.1727223075623,1.277179270614667,8.163197529142245
2006-3,0.3301968828833824,15029.726231557155,36690358.27932298,330.2,1.0377226031932878,1012.2979726672968,1105.0045351882409,23.474602252635066,12.229498207885303,79.2381865346417,0.8736579644741995,217.91245180647348,0.7757793522484677,0.7930722135585347,0.736843095929269,0.8153892067773671,371665236.8451007,18329148.72673157,22.288359206242216,350436627.5846018,628619.3150184231,7537087.826292059,289.90661112109984,2918623.3433916336,0.5216724461884032,3.2378412298614907,0.558308779155122,0.3998570076790366,-8153.367564422752,3.842818789820434,145.35168891306182,183769667.35580307,230.6418605830073,1.0970203410953332,8.161003045627695
2006-4,0.330003286489995,15106.191800641209,37098741.94919333,270.149,1.1084464833731529,1013.5962133728016,1093.6929424368282,22.294606840165503,12.728887883110234,79.38786183008249,0.8278865468854594,218.1754996325561,0.7758426287905867,0.7928009341188631,0.7370158696749549,0.8155878277634951,371922963.41827327,18337290.76441155,22.289084325689476,350455753.223938,639239.6343437436,7542295.848507533,276.25389917179274,2883566.376169771,0.5491307539299164,3.221593819728316,0.5671710316312383,0.3979963710958243,-8423.448244351577,3.836249908110392,146.14766958416357,183927276.1100652,233.12343857484493,1.2502528613576849,8.158808562113146
2006-5,0.3300312398024141,15174.79402419636,37507125.61906367,314.374,2.5693724749575533,1014.589299321542,1103.559977807157,21.606453916730157,13.64419532482732,78.49158234537268,0.7762195518348312,219.83999996529343,0.7759059053327058,0.7925296546791913,0.7371886434206408,0.8157864487496232,372180689.9914459,18345432.80209153,22.28980944513673,350474878.86327416,650002.3898724334,7547503.870723005,263.21092057760643,2915862.370436281,0.5836820001689738,3.2054174815467653,0.5968232499556683,0.4056653747218318,-8229.867308086905,3.840605092822108,146.88575068887118,184084884.86432725,234.85656413124656,1.0095742979252955,8.156614078598595
2006-6,0.3300309746477562,15246.262121900723,37915509.28893401,297.17,3.0112234474161017,1015.050588474602,1133.692970234072,21.364781735616525,14.37332000256763,77.54500779217462,0.8069156034978303,221.1594816388184,0.7759691818748248,0.7922583752395197,0.7373614171663266,0.8159850697357514,372438416.56461847,18353574.83977152,22.29053456458398,350494004.5026103,658313.6048432353,7552711.892938478,253.3311597139729,2948249.7182092103,0.6123741776559579,3.1893377440623247,0.6052265435927703,0.4149031030845876,-8333.395980655183,3.8357922282673904,147.62383179357877,184242493.6185893,236.571865172009,1.1668510987613707,8.154419595084047
2006-7,0.3300027535253428,15319.457279908092,38323892.958804354,322.005,2.7727998020959044,1014.5901688305868,1166.2654625247635,21.54161581178233,15.129459291208883,77.13456072655846,0.7979349359543546,223.0690435991694,0.7760324584169438,0.791987095799848,0.7375341909120126,0.8161836907218795,372696143.13779104,18361716.877451494,22.291259684031232,350513130.1419465,667304.7989431338,7557919.915153951,243.97109080663773,2959619.3646790986,0.6206261710016543,3.173380136020476,0.6134655051430675,0.4267485653722618,-8363.641502791654,3.834296240076312,148.3619128982864,184400102.37285143,238.27043026171523,1.026151222924956,8.152225111569496
