,Rio Grande do Norte - IDH Longevidade,Rio Grande Do Norte - Consumo de Cimento (t),Rio Grande do Norte - IDH Renda,Rio Grande do Norte - IDH,Rio Grande do Norte- custo m2 (R$),Precipitation (mm/day),Atmospheric Pressure(mB),Global Radiation - Daylight (Kj/m²),Air Temperature - Dry Bulb (°C),Dew Point Temperature (°C),Air Relative Humidity (%),Wind Gust (m/s),Rio Grande do Norte - Depósito Poupança (R$),Rio Grande Do Norte - Produção de Cimento (t),Rio Grande do Norte - PIB - Estadual,Rio Grande do Norte - PIB - Construção Civil,Rio Grande do Norte - PIB - Per Capita,Rio Grande do Norte - PIB - Preços de Mercado,Rio Grande do Norte - Desemprego,Rio Grande do Norte - IDH Educacao,Operações de crédito - saldo da carteira de crédito (R$),Estoque liquido de capital fixo - (R$),EMBI + Risco-Brasil,Fundo de garantia por tempo de serviço (FGTS) (R$),IGP-DI,Inadimplência da carteira de crédito  - total - (%), INCC (%), IPCA - Variação mensal durante o Plano Real (%), NFSP - Fluxo Mensal (Milhões de reais),NFSP - Porcentagem do PIB (%),PIB - Atividades imobiliárias (média 1995 = 100),População,PPC (US$),Taxa Selic (%)
2006-10,0.8129571944780516,47.164,0.6470421199525126,0.7052516104373985,12380.413276588732,2.0912668685462266,1007.1937179589648,21738.266074364343,26.72842729943439,21.29745993058097,72.57568624146903,6.504655384096802,2493219.5465597576,34.207346405190776,33218629.270058505,2074677.0766422516,9.18972940216457,29248187.197684918,8.09309532042796,0.6467241583448478,702426.9953394711,7573543.98180037,222.68985059654605,3137629.6446888424,0.6272259685547825,3.126495376005314,0.6494765821002537,0.4308949403404751,-8753.077264130869,3.820865481468113,150.62091571199022,184872928.63563767,243.1082823431769,1.3883378064077412
2006-11,0.813291466789622,48.933,0.6473745273457516,0.7055407819361674,12454.822497307909,2.240372096654617,1006.8756220234426,21702.99275864966,26.96014224999164,21.557113412677342,72.72042742989213,6.908200497589808,2519926.8326012352,34.309169079766725,33246514.13924913,2076361.2279167967,9.190215707819547,29252413.323197123,8.091170937001586,0.6470739369898932,715811.6582559105,7578752.004015843,219.95090827883052,3371346.513797879,0.6138016533493752,3.1112815731886654,0.6544472076430272,0.4297781875807803,-8585.918047929645,3.797759546537678,151.30727369782838,185030537.38989973,244.58619112418265,1.392456147938836
2006-12,0.8136257391011925,50.305,0.6477069347389905,0.7058299534349364,12527.922496739107,2.373953160417911,1006.6464772006908,21550.068030236405,27.16662876181464,21.860256016684264,73.1744232832516,7.316681013302333,2546634.118642713,34.411847449394806,33274399.008439768,2078045.3791913432,9.190702013474526,29256639.44870933,8.089246553575213,0.6474237156349388,727560.5307190763,7583960.026231317,217.7367940152106,3478580.7521593445,0.5948781830476984,3.0963175435420256,0.6529124218025248,0.4275878752901689,-8102.613779191029,3.778681269312833,151.99363168366656,185188146.14416185,246.01294427055387,1.1927122116957445
2007-1,0.813960011412763,52.024,0.6480393421322296,0.7061191249337053,12601.654315886592,2.4574399574443957,1006.2554135797824,21534.28259158993,27.35392951448077,22.100917007208785,73.42376478839935,7.761362413569849,2573341.40468419,34.63284323472959,33302283.8776304,2079729.530465889,9.191188319129504,29260865.57422154,8.08732217014884,0.6477734942799844,738539.8377949974,7589168.048446789,214.8697613113524,3465619.8819014444,0.5915910920220523,3.081628815810877,0.652250285916937,0.4261722902551189,-8429.349883699913,3.758139256867763,152.67998966950472,185345754.8984239,247.44436787345552,1.0523384765809212
2007-2,0.8142343987173937,42.567,0.6483623683660583,0.7063717375156711,12675.886855208262,2.5494211865464718,1005.99752413269,20807.982404908595,27.42603663154081,22.242870321931598,73.71894016108979,7.940891989208856,2578961.727514406,34.73968649756599,33323749.710401345,2079678.1287632184,9.190602702580009,29259769.26524577,8.084597183250185,0.6480975323991054,751771.8737028147,7594051.910447072,210.2471208130518,3321575.2056041574,0.5821912594010402,3.0672409187407026,0.6486758561842155,0.4272545197346237,-8207.504212454718,3.739732339264414,153.32631902904507,185495361.54458392,249.54686218214692,0.8648345966337321
2007-3,0.8145087860220245,48.994,0.6486853945998869,0.7066243500976367,12749.518484633074,2.780492860258605,1006.2647863671176,19587.27304999681,27.102110403734912,22.18055285658696,74.91459645829036,8.088419345154433,2584582.0503446218,34.80239879685523,33345215.54317229,2079626.7270605485,9.19001708603051,29258672.95627,8.081872196351531,0.6484215705182264,765537.1422995625,7598935.772447355,206.0752754548079,3315160.34317312,0.5624597981278792,3.0531793810769865,0.6396733150346336,0.421374616153345,-8302.699392306728,3.706955628134506,153.97264838858544,185644968.19074392,251.65055665221337,1.0136782679054217
2007-4,0.8147831733266552,41.894,0.6490084208337157,0.7068769626796024,12823.412284857535,2.4121698826969578,1006.7645009166788,18810.47752353921,26.68860036070137,21.94347576006121,75.68201969807475,8.198667678276163,2590202.373174838,34.78463619545647,33366681.375943244,2079575.3253578776,9.189431469481011,29257576.647294227,8.079147209452877,0.6487456086373473,779563.6032004755,7603819.634447637,202.60709188519417,3271622.245505456,0.5607781390026951,3.0394697315652115,0.6337527638093442,0.4226987158945232,-8434.701866226666,3.675935689954143,154.6189777481258,185794574.836904,253.7161436166845,0.9058292634380308
2007-5,0.8150575606312859,47.464,0.6493314470675444,0.7071295752615682,12897.372189581214,2.163301628586386,1007.4190459379518,17972.129120831916,26.1316503994357,21.543376268887982,76.3912045831238,8.261139858948493,2595822.6960050534,35.021208574757125,33388147.20871419,2079523.9236552075,9.188845852931516,29256480.338318456,8.076422222554221,0.6490696467564683,793632.7491000076,7608703.49644792,199.70760205242289,3308180.387129716,0.5641176200703027,3.026137498950861,0.653237645563625,0.4265292995204747,-8141.051175182823,3.63852003418216,154.96803306283462,185944181.483064,255.3073002060301,0.9385189527188756
2007-6,0.8153319479359167,41.318,0.6496544733013732,0.7073821878435338,12969.747741172452,1.82456413247317,1008.1990712846224,18044.012158054014,25.608799610711863,21.13731328113906,76.9271259530555,8.306889554625583,2601443.0188352694,35.23439725414607,33409613.04148514,2079472.521952537,9.18826023638202,29255384.029342685,8.073697235655567,0.6493936848755892,810591.0704600966,7613587.358448203,196.56657159174367,3356492.918711034,0.557268421320419,3.0132082119794177,0.6449100186574492,0.427912233110958,-8026.170619784551,3.601931188268772,155.31708837754346,186093788.129224,256.8884825968233,0.8300336615044933
2007-7,0.8156063352405474,49.578,0.6499774995352019,0.7076348004254995,13042.622786751854,1.3011914512910396,1008.2969734822587,19280.170344911105,25.53695087223085,20.859926521512868,75.9479602997219,8.263368401754335,2607063.341665485,35.52826614271079,33431078.87425609,2079421.1202498667,9.187674619832524,29254287.720366918,8.070972248756913,0.6497177229947102,828801.1639120209,7618471.220448485,195.4713076894235,3377509.25255415,0.5417029185846474,3.000707399396365,0.63275579381832,0.4270491588284315,-7955.022260278307,3.560009340555952,155.6661436922523,186243394.77538395,258.4449215140347,1.091015693647252
2007-8,0.8158807225451781,55.472,0.6503005257690305,0.7078874130074653,13115.007231578036,1.2107111128141856,1008.0355461119552,20327.823028961742,25.60504664423122,20.747695217081223,75.12754167599408,7.863345489235343,2612683.664495701,35.75749180791756,33452544.707027037,2079369.7185471964,9.187089003283027,29253191.411391143,8.068247261858259,0.6500417611138312,848753.4468744235,7623355.082448767,197.1352047608322,3406326.0515670376,0.5383365294217008,2.9886605899471874,0.6268005040535086,0.4251241376010696,-7983.790257906689,3.5118118337828608,155.9131643598258,186393001.421544,260.02128743696466,0.9546102545549062
2007-9,0.8161551098498089,50.879,0.6506235520028593,0.7081400255894309,13186.873358416224,1.0686966631973651,1007.619306889501,21354.58599935773,25.90693927213596,20.82334101152358,74.10245235131963,7.3986740201365375,2618303.987325917,35.866884502912136,33474010.53979798,2079318.316844526,9.18650338673353,29252095.10241537,8.065522274959605,0.6503657992329521,870183.122157289,7628238.94444905,200.3440969182776,3402053.412048238,0.5168062325264737,2.977093312377366,0.6258989699329778,0.4202971223147698,-7895.376088335307,3.469607481841116,156.1601850273993,186542608.067704,261.62706060654693,0.864747358475212
2007-10,0.8164294971544396,60.773,0.650946578236688,0.7083926381713966,13258.545448849023,1.1549582069954027,1006.9078409313654,21958.558883095684,26.269024379937967,21.036462420523723,73.43390898988375,6.805065656530577,2623924.310156133,36.10297761982447,33495476.372568928,2079266.915141856,9.185917770184034,29250998.7934396,8.062797288060949,0.6506898373520731,894141.7138063426,7633122.806449333,203.09658677706912,3603293.506709055,0.492773472916794,2.9660310954323856,0.617964982686669,0.422186667969427,-7988.122113095049,3.4226070580234054,156.40720569497282,186692214.713864,263.21698626253544,1.014249422320608
2007-11,0.8167038844590703,57.011,0.6512696044705166,0.7086452507533624,13341.811857780074,1.4148758243326771,1006.4945978840768,22257.231465176385,26.648322594900947,21.28549003425497,72.88110778840942,6.1492593371350335,2629544.6329863486,36.17265451793097,33516942.20533988,2079215.5134391848,9.185332153634535,29249902.48446383,8.060072301162295,0.651013875471194,916094.9671927262,7638006.668449616,207.2025845452835,3871253.3801534586,0.4788592048124005,2.955499467857729,0.6145670424343683,0.4244249038787387,-8017.515428278837,3.3732677481944013,156.62927034318636,186841821.360024,264.78802556753885,0.9820548143806294
2007-12,0.8169782717637011,54.073,0.6515926307043454,0.708897863335328,13417.902789758466,1.6944761679800762,1006.1399430937144,22093.498982303256,26.899153491079574,21.577638525802065,73.13288451414617,5.5779222729076965,2635164.955816564,36.35696556831432,33538408.038110822,2079164.1117365148,9.18474653708504,29248806.17548806,8.057347314263641,0.651337913590315,935002.9361998136,7642890.530449898,213.4071359189383,4005644.122666503,0.4548379030142503,2.945523958398879,0.6103282941034248,0.4244999572063965,-7877.11519891132,3.3132900029546954,156.85133499139988,186991428.006184,266.31848259790274,0.8767487704205519
2008-1,0.8172526590683318,60.736,0.6519156569381741,0.7091504759172937,13495.20866579617,2.0966609638770586,1005.7853277588324,21292.778658797943,26.908758722562045,21.85308732584492,74.39189786459606,4.973753820538598,2640785.27864678,36.36081374534084,33559873.87088177,2079112.7100338445,9.184160920535543,29247709.866512287,8.054622327364987,0.651661951709436,954710.380678508,7647774.392450181,221.65031253411155,3972676.139799992,0.4442798633210167,2.93613009580132,0.6123131329450783,0.4249975168895801,-8333.785630800456,3.2555579562369243,157.07339963961343,187141034.652344,268.4476130189723,1.011775380520748
2008-2,0.8174682488518583,53.673,0.652230980688971,0.7093675212579571,13573.24440698034,2.22265296172732,1005.7772536804214,20347.102115794063,26.818390510371625,22.025585200184203,75.63407215852577,4.511590608945275,2652121.2676224345,36.378411446448936,33577158.63269506,2080113.6345220832,9.183209933983209,29246329.59500401,8.057109756666447,0.6519599480411714,977120.2633756644,7652174.341637064,232.3578277110445,3831646.827575299,0.4446804445496704,2.927343408810533,0.6130114959204532,0.4302154047083354,-7957.479510093275,3.199376609861489,157.22858077228662,187282618.10601315,270.5463010069343,0.95509159572242
2008-3,0.8176838386353849,52.746,0.652546304439768,0.7095845665986206,13652.689748597038,2.5398191465906192,1005.9452972835114,18859.611534230084,26.412648981054637,21.985401066800257,77.31574906087955,4.2329813927123645,2663457.2565980884,36.52755020435324,33594443.39450834,2081114.5590103215,9.182258947430874,29244949.32349573,8.05959718596791,0.6522579443729069,1002832.9288108344,7656574.290823947,242.89215150548253,3809138.2345990585,0.4484128206903977,2.919189426172004,0.6213585443907181,0.4313867734467428,-7892.607761543437,3.141468520965748,157.38376190495984,187424201.5596823,272.6387317265813,0.8861972393237405
2008-4,0.8178994284189114,51.297,0.6528616281905649,0.7098016119392839,13731.41744425601,2.7189361343676786,1006.5303555625457,17689.434721920312,25.94689257639669,21.7622972516126,78.39544399612717,4.292325475879545,2674793.245573743,36.64363069840737,33611728.15632162,2082115.4834985605,9.18130796087854,29243569.051987454,8.06208461526937,0.6525559407046422,1027504.4384372998,7660974.24001083,252.40034143486488,3805747.865320872,0.4473258895577853,2.9116936766312143,0.6263187436812404,0.4338669727481246,-8007.976541076512,3.0675634134381013,157.53894303763303,187565785.01335144,274.1767312352824,1.0102274736240415
2008-5,0.8181150182024379,53.162,0.6531769519413619,0.7100186572799473,13809.996318579751,2.871845560905406,1007.1271663701422,17283.392911715393,25.546538298475472,21.45462870030137,78.79412646960245,4.435074575644072,2686129.2345493967,36.93516878102333,33629012.918134905,2083116.407986799,9.180356974326203,29242188.78047918,8.06457204457083,0.6528539370363776,1051085.473449627,7665374.189197713,258.0351262596198,3847010.3706679856,0.4544319127338644,2.9048816889336475,0.646709513314914,0.4321500462512327,-7622.164669581103,2.983508587016217,157.71854443257627,187707368.4670206,275.67454765459144,0.9183439034290336
2008-6,0.8183306079859645,54.844,0.6534922756921588,0.7102357026206108,13889.836300478515,2.799154547986757,1007.6569241225396,17461.057080040286,25.300026896980835,21.17041243636521,78.5791713507035,4.662958997922088,2697465.223525051,37.14072494290707,33646297.67994819,2084117.3324750375,9.17940598777387,29240808.508970905,8.067059473872291,0.6531519333681131,1073849.582377385,7669774.1383845955,263.36760075171605,3906865.856563772,0.4203655844188621,2.898778991824788,0.6287480084855108,0.416568100772241,-7526.222983080984,2.8968331481222203,157.8981458275195,187848951.92068976,277.17517909434486,0.831892211523938
2008-7,0.818546197769491,60.888,0.6538075994429557,0.7104527479612741,13968.469266369526,2.362932290021419,1007.8762271886372,18378.14265843792,25.355310915692264,21.055582391361952,77.7616891791013,4.949045148384717,2708801.2125007054,37.2039074019872,33663582.441761464,2085118.2569632763,9.178455001221536,29239428.237462632,8.069546903173752,0.6534499296998484,1099889.4111654025,7674174.087571479,271.2240031589069,3952591.039190352,0.3823654090466765,2.893411114050117,0.599023956748628,0.4017041211332135,-7372.476799457021,2.8193033709764,158.07774722246273,187990535.3743589,278.67170510278925,0.9469908098354584
2008-8,0.8187617875530177,59.457,0.6541229231937528,0.7106697933019375,14046.603196487931,1.9877468668795168,1007.6075697046024,19591.63762854856,25.636037345115444,21.051888230578577,76.44071882889637,5.109756125665281,2720137.2014763597,37.1024945589347,33680867.20357475,2086119.1814515148,9.177504014669204,29238047.96595436,8.072034332475214,0.6537479260315838,1129391.1987085575,7678574.036758362,277.14389415029365,3979631.106186825,0.377094781251677,2.888803584355119,0.5717904557609863,0.3911930100262941,-7330.909560613458,2.746140251198851,158.2647084581022,188132118.82802805,280.18081957333715,0.9812442861378704
2008-9,0.8189773773365442,68.018,0.6544382469445497,0.7108868386426009,14122.44696722943,1.4150811386602795,1007.2868938368676,20614.24758048117,26.08176263134818,21.114044737976087,74.6888111321442,5.246317775668311,2731473.1904520136,37.16285148984258,33698151.96538803,2087120.1059397536,9.176553028116867,29236667.69444608,8.074521761776674,0.6540459223633193,1159763.921974792,7682973.985945245,283.8182952324954,4008598.191619436,0.4025579714905743,2.884981931485277,0.5509061927111456,0.393954511741958,-7785.307445305803,2.665912474404139,158.45166969374168,188273702.2816972,281.69120671574126,1.0935181371164024
2008-10,0.8191929671200707,64.585,0.6547535706953467,0.7111038839832643,14208.086039385373,1.7794809080238967,1006.8732233557092,21191.08323299617,26.442858007635177,21.23762751429428,73.62960196625681,5.215858660968463,2742809.1794276675,37.15896585544323,33715436.72720131,2088121.0304279923,9.175602041564536,29235287.422937803,8.077009191078135,0.6543439186950547,1186398.82413667,7687373.935132128,295.33935864725913,4263818.5410232525,0.412023328025164,2.881971684186075,0.5338333005653052,0.4032616547632046,-7703.954458964581,2.598260780235978,158.63863092938115,188415285.7353664,283.16492203528696,0.94244302845466
2008-11,0.8194085569035973,62.44,0.6550688944461436,0.7113209293239277,14292.928136585302,2.1123444968094653,1006.3686598006868,21406.591434157835,26.719383003653352,21.42367963192188,73.24685536200802,4.996094144113519,2754145.168403322,37.32461115034635,33732721.4890146,2089121.9549162309,9.1746510550122,29233907.151429527,8.079496620379597,0.6546419150267901,1206234.5492222924,7691773.884319011,310.0969471649507,4581129.885282537,0.4176314374021105,2.879798371202994,0.5233099682890817,0.4104528122004031,-7476.287871104045,2.5386157863332808,159.1005672607899,188556869.1890356,284.6606851529394,1.062701899829496
2008-12,0.8196241466871238,63.945,0.6553842181969406,0.7115379746645911,14370.24274146852,2.427841386373019,1006.0191873924985,21398.40418391086,26.943105962553545,21.69440853667087,73.48473277764457,4.738135648029064,2765481.157378976,37.28159976403164,33750006.25082788,2090122.8794044692,9.173700068459866,29232526.87992125,8.081984049681058,0.6549399113585255,1219337.8746717924,7696173.833505894,321.9672537513736,4747766.385371158,0.4199544942195133,2.87848752128152,0.524103085853287,0.4155686208661097,-7673.72643892393,2.504755709594416,159.56250359219862,188698452.64270467,286.259724822218,1.101310555483456
2009-1,0.8198397364706503,58.284,0.6556995419477375,0.7117550200052545,14446.377440340546,3.00653502720273,1005.9065567739734,20815.6715419621,26.97300536829153,22.015638823325165,74.83719675055526,4.332644576031444,2776817.14635463,37.12208450514668,33767291.01264116,2091123.803892708,9.172749081907533,29231146.608412974,8.084471478982518,0.6552379076902609,1228788.884778817,7700573.782692777,331.8520846216965,4684355.071416738,0.4453642148556728,2.8780646631671347,0.5263722830788128,0.4265478197554145,-8468.75016667358,2.46038988184506,160.02443992360736,188840036.09637383,288.2775366408382,0.7501827891642874
2009-2,0.8199976162189082,51.715,0.6560088418918811,0.7119374897801165,14522.989953084503,2.852925781288317,1005.794095188564,19885.895657964917,26.869334023500507,22.28151639896245,76.55560122818929,3.902373857227341,2797244.949908411,37.00953840862458,33838371.139963634,2091396.3746414736,9.176418935517232,29251170.90137011,8.081361156910427,0.6555095609731498,1237163.7518901215,7704524.6839363,341.05203172474296,4496965.662895579,0.4617677479747263,2.8785553256053213,0.5227829360821162,0.4330860958676656,-8362.130172448553,2.419211323171128,160.62060444548413,188999683.0050093,290.3153452415065,0.8379855344167224
2009-3,0.8201554959671662,56.625,0.6563181418360249,0.7121199595549785,14599.491444877898,2.8026483052518474,1006.1191814798028,18743.844037562325,26.62282475876212,22.37035844278004,78.10024632925375,3.6138095078535786,2817672.753462192,37.09580069252373,33909451.26728611,2091668.94539024,9.180088789126932,29271195.19432725,8.078250834838336,0.6557812142560386,1247147.527333788,7708475.585179822,349.5767808247252,4433471.851642464,0.4744121661088831,2.879985037341564,0.5234789989371754,0.4381030668091561,-8556.283355305572,2.384914975903917,161.2167689673609,189159329.91364485,291.7641550908637,0.7389127280648995
2009-4,0.8203133757154241,49.219,0.6566274417801685,0.7123024293298406,14677.064362433912,2.703651717086064,1006.7069110498786,17535.82308969078,26.22901922580881,22.2883224846666,79.53696715920715,3.523724916253644,2838100.5570159727,37.396747669986354,33980531.39460858,2091941.5161390053,9.183758642736631,29291219.48728439,8.075140512766245,0.6560528675389276,1257743.255844782,7712426.486423344,353.6033789337442,4387994.548467608,0.4999622144350261,2.8823793271213445,0.5478423802413089,0.45007711682254,-8805.162211693303,2.3630365952461503,161.8129334892377,189318976.8222804,293.19184808410324,0.72952096312357
2009-5,0.8204712554636819,49.385,0.6569367417243123,0.7124848991047026,14754.150119119146,2.4872156281880677,1007.236484830205,17108.2872803142,25.89552222951968,22.02223185052132,79.81349606039191,3.770353173473594,2858528.360569753,37.80168872048697,34051611.52193105,2092214.0868877715,9.187428496346334,29311243.780241527,8.072030190694154,0.6563245208218164,1273653.156635714,7716377.387666867,352.9888345157645,4399982.319256014,0.4981088282193594,2.885763723690147,0.6069054336378797,0.450431778065969,-8667.302626906909,2.3525692667827225,162.41246682916747,189478623.73091587,294.61818674794546,0.7956723216115966
2009-6,0.8206291352119398,51.296,0.6572460416684559,0.7126673688795646,14832.139056456654,2.278179162745386,1007.8646801502348,17473.617069113778,25.76099727277588,21.71679898364212,78.97177955152583,4.141529021036782,2878956.164123534,38.32692300917533,34122691.649253525,2092486.657636537,9.191098349956034,29331268.073198665,8.068919868622062,0.6565961741047053,1292234.6824960993,7720328.288910389,345.32839376954,4416281.033776725,0.4904351794060748,2.8901637557934547,0.5851435517618442,0.4443889715056729,-8866.763268778828,2.338774353162325,163.01200016909723,189638270.6395514,296.03809070625255,0.7718384341547616
2009-7,0.8207870149601977,57.426,0.6575553416125997,0.7128498386544266,14909.734185340008,1.8685849911759589,1007.9500982910696,18630.372163087217,25.84038034057405,21.417168625680283,77.21903135337627,4.4604482631731885,2899383.9676773148,38.89466843274735,34193771.776576,2092759.2283853027,9.194768203565731,29351292.366155803,8.065809546549971,0.6568678273875941,1313170.5678263628,7724279.190153912,326.935099739555,4393687.545662547,0.4945814397751699,2.895604952176751,0.5788217871313215,0.4406435988198508,-9104.309037125651,2.304832376935664,163.611533509027,189797917.5481869,297.4339550370137,0.932626674231297
2009-8,0.8209448947084557,61.581,0.6578646415567433,0.7130323084292887,14987.55176490303,1.53311254202902,1007.7603679993604,19894.652226244456,26.08415069439868,21.216261981206557,75.1725430841357,4.77265590683743,2919811.771231096,39.51751337744198,34264851.90389848,2093031.799134069,9.198438057175434,29371316.659112945,8.062699224477878,0.657139480670483,1332816.0500644925,7728230.091397434,306.15148915915097,4370580.310383854,0.519129981023956,2.9021128415855184,0.5750680318928113,0.4435740975951859,-9151.584889714371,2.2790124389025963,164.279526340619,189957564.45682243,298.8406575808099,0.9077579231188913
2009-9,0.8211027744567135,64.048,0.6581739415008869,0.7132147782041507,15065.551245174967,1.1867591910962465,1007.4734092969512,20656.485177764596,26.42064062870551,21.266609219537933,73.85248374958606,4.863822773801046,2940239.574784877,40.08888116457513,34335932.03122095,2093304.3698828344,9.202107910785134,29391340.952070083,8.059588902405787,0.6574111339533719,1352851.923578171,7732180.992640956,288.01476097029126,4372066.053221281,0.5322073984035939,2.909712952765241,0.5778898181752461,0.4517057294318006,-9303.102943424732,2.248138981864224,164.94751917221097,190117211.36545795,300.2151282762207,0.7590817589264219
2009-10,0.8212606542049714,64.685,0.6584832414450307,0.7133972479790127,15143.92303878229,1.139394044514688,1006.9779294873936,21099.45921855411,26.733719479859825,21.380884465730933,72.9718726237585,4.873935671952615,2960667.3783386573,40.74277905562949,34407012.15854342,2093576.9406316,9.205777764394837,29411365.24502722,8.056478580333696,0.6576827872362607,1374268.9947285329,7736131.893884479,271.2564900724893,4642801.106901026,0.5355829324010861,2.9184308144614013,0.5785426926291699,0.4562242724341889,-9568.345532304107,2.217904930844287,165.61551200380296,190276858.27409345,301.5556867037101,0.7846990754486614
2009-11,0.8214185339532294,66.659,0.6587925413891743,0.7135797177538747,15235.496254903375,1.22199639604985,1006.6385284250292,20791.40097312481,27.03437946003867,21.758337617337904,73.31838067006503,4.912566965153274,2981095.1818924383,41.4842239828908,34478092.285865895,2093849.511380366,9.209447618004535,29431389.53798436,8.053368258261605,0.6579544405191496,1394220.7836613408,7740082.795128002,255.34310713889985,4968540.4622684615,0.5460484315742349,2.928291955419483,0.5912075438524862,0.4618168766069392,-9497.345398002251,2.177604887432468,166.21570004913676,190436505.18272892,302.8565593957302,0.7700278820075507
2009-12,0.8215764137014873,63.555,0.6591018413333181,0.7137621875287368,15315.87512015079,1.3840338253757551,1006.3693460178412,20862.531087859392,27.380312038437832,22.12748846346215,73.46288332570983,4.750643096884006,3001522.985446219,42.31356213523692,34549172.41318837,2094122.082129132,9.213117471614236,29451413.8309415,8.050257936189514,0.6582260938020384,1412214.7556779748,7744033.696371524,240.3044626744236,5129826.363697898,0.5427257627326397,2.939321904384969,0.5870573500038764,0.4644167127850657,-9190.300907588446,2.124224012723041,166.81588809447058,190596152.09136447,304.120261718961,0.6898760251950916
2010-1,0.8217342934497451,64.792,0.6594111412774617,0.7139446573035988,15396.66373913839,1.413803217574415,1006.0714383604568,20410.116674537083,27.59678455421629,22.4551300707611,74.02423841108542,4.645515918256328,3021950.789,43.19892124884758,34620252.54051084,2094394.6528778973,9.216787325223937,29471438.12389864,8.047147614117423,0.6584977470849274,1427319.107867863,7747984.597615046,228.76182954634024,5091491.888697272,0.5528867394615864,2.951546190103343,0.6027048817569469,0.4691088914703447,-9688.588371030834,2.0799573598611705,167.41607613980435,190755799.0,306.32712710827536,0.7984149643257024
2010-2,0.82183555064857,58.894,0.6597160960913306,0.7140935431881604,15475.49731206374,1.1647261397331303,1005.9399042977764,20296.57333856685,27.67128924225799,22.6801375074244,74.74984519790785,4.5578922053626965,3028672.48531116,44.093556095857934,34683690.814389765,2094434.736908682,9.21950004529439,29485766.934242677,8.045884054496037,0.6587427560575088,1442690.7727091676,7751204.361214897,222.79586929236652,4918423.521659033,0.5359195328522104,2.9649903413200875,0.5955700194878013,0.4638866746250542,-9576.958631035535,2.030863470139216,168.1125206007806,190858600.18802968,307.98833800895983,0.6340516025801447
2010-3,0.8219368078473948,75.285,0.6600210509051996,0.7142424290727221,15554.569004004215,1.2715917773970085,1006.2511666106628,20395.28709062868,27.508064335863025,22.614737038207725,75.23469727331396,4.42971021019987,3035394.18162232,45.37264068053975,34747129.08826868,2094474.8209394664,9.222212765364844,29500095.744586702,8.044620494874652,0.6589877650300902,1461585.576115406,7754424.124814747,216.7625186875124,4912351.888847262,0.5269652285318539,2.979679886780686,0.5982752954789717,0.4529411903376403,-9737.230041667011,1.9872203448387613,168.80896506175682,190961401.3760593,309.72831966497404,0.8247337983618206
2010-4,0.8220380650462196,67.041,0.6603260057190684,0.7143913149572836,15632.302662277832,1.1517671230839182,1006.6799443604824,19649.014365218867,27.012912206309323,22.38355672707308,76.40774442711916,4.455060811641307,3042115.87793348,46.563356812706814,34810567.36214761,2094514.9049702508,9.224925485435298,29514424.554930743,8.043356935253266,0.6592327740026716,1484105.0697649147,7757643.888414597,210.5177978363556,4850330.205261258,0.5365275225694347,2.9956403552306226,0.5978042087664871,0.455830055988475,-10059.393149424635,1.938766300428007,169.50540952273306,191064202.56408903,311.4552844509332,0.7324555326526557
2010-5,0.8221393222450444,65.23,0.6606309605329374,0.7145402008418452,15709.34644223746,1.19806355402972,1007.3692028981204,20553.54758235626,26.453351077243248,21.879886623187275,76.62326448778143,4.558843082636908,3048837.57424464,47.90926959054966,34874005.63602653,2094554.9890010352,9.227638205505752,29528753.36527478,8.04209337563188,0.659477782975253,1508781.9291760642,7760863.652014448,206.7060824353524,4891888.062085704,0.5422255150798765,3.0128972754153795,0.6184467692784309,0.4519925678913392,-9786.943488370514,1.900423502203311,169.9891290692008,191167003.7521188,313.1723727610079,0.8264367733604508
2010-6,0.8222405794438692,63.704,0.6609359153468063,0.7146890867264069,15785.691342720273,1.276056811017145,1007.8982418430749,21022.518258670345,25.98212360768917,21.38922290239764,76.48475142166505,4.769424390757494,3055559.2705558,49.4452308315604,34937443.909905456,2094595.07303182,9.230350925576206,29543082.175618816,8.040829816010495,0.6597227919478343,1535088.9997881958,7764083.415614299,205.42042302453103,4953811.558473392,0.526058037576734,3.0314761760804405,0.5958291622572781,0.4452546601697086,-9905.786117325402,1.8856666637377413,170.47284861566854,191269804.9401484,314.8865379700195,0.7835509006430283
2010-7,0.822341836642694,75.67,0.6612408701606751,0.7148379726109684,15861.559200725203,1.1118365345855767,1007.9166943468348,21506.891511706635,25.85257165522604,21.12601645391274,75.8270018606768,4.931758111379908,3062280.96686696,51.02944523745128,35000882.18378438,2094635.157062604,9.23306364564666,29557410.985962853,8.039566256389111,0.6599678009204157,1562309.585792852,7767303.179214149,204.9046786897802,5009561.05202782,0.5522966590697518,3.0514025859712883,0.5865859204975183,0.4546156103614938,-10012.607609861,1.8938061232400991,170.95656816213628,191372606.1281781,316.56033133990786,0.6956631681759645
2010-8,0.8224430938415189,74.932,0.6615458249745441,0.71498685849553,15937.036954487568,1.0024834325799388,1007.6289534334666,21919.96029957384,26.011335089044653,20.97080076716838,74.39587555446205,5.125312794752704,3069002.6631781203,52.83684396878729,35064320.4576633,2094675.2410933888,9.235776365717117,29571739.79630689,8.038302696767726,0.6602128098929971,1592121.7171162094,7770522.942813999,203.17461667472924,5040041.3907002425,0.5776013784579778,3.0727020338334063,0.5826586136352507,0.4638587019783974,-10127.16701415496,1.9055306692046643,171.25856541637074,191475407.31620777,318.2396775020137,0.8448625278586105
