Ano,Pará - IDH Renda
2014,0.6516192883312288
2015,0.6525080399286424
2016,0.6521905890130644
2017,0.6527533698324338
2018,0.6532764034535642
2019,0.6520288037675246
2020,0.6521223313827541
2021,0.6510425433266409
2022,0.6515918654472447
