Ano,Pará - IDH
2014,0.6879470478535352
2015,0.694513268124426
2016,0.6950144743175557
2017,0.6957430628918789
2018,0.695901523154777
2019,0.6948925707143022
2020,0.6940646225974205
2021,0.6917977701062769
2022,0.6919612037523021
