Ano,Rondônia - Consumo de Cimento (t),Acre - Consumo de Cimento (t),Amazonas - Consumo de Cimento (t),Roraima - Consumo de Cimento (t),Pará - Consumo de Cimento (t),Amapá - Consumo de Cimento (t),Totins-01 - Consumo de Cimento (t),Mahão -01- Consumo de Cimento (t),Piauí - Consumo de Cimento (t),Ceará - Consumo de Cimento (t),Rio Gde D-01o Norte - Consumo de Cimento (t),Paraíba - Consumo de Cimento (t),Pernambuco - Consumo de Cimento (t),Alas --08 Consumo de Cimento (t),Sergipe - Consumo de Cimento (t),Bahia - Consumo de Cimento (t),Minas Gerais - Consumo de Cimento (t),Espírito to --01 Consumo de Cimento (t),Rio De eiro-01 - Consumo de Cimento (t),São Paulo - Consumo de Cimento (t),Paá - -01Consumo de Cimento (t),ta C-01atarina - Consumo de Cimento (t),Rio Gde D-01o Sul - Consumo de Cimento (t),Mato Grosso - Consumo de Cimento (t),Mato Grosso Do Sul - Consumo de Cimento (t),Goiás - Consumo de Cimento (t),Distrito Federal - Consumo de Cimento (t)
2019-11,35.591,15.206,51.684,10.491,125.374,10.053,36.18,81.737,67.631,163.615,54.022,79.341,166.406,38.584,42.237,298.078,557.419,76.71,226.618,872.046,323.401,281.317,233.8,124.038,77.495,199.619,51.282
2019-12,27.53,10.16,44.907,10.225,115.811,12.274,28.749,76.841,62.845,155.07,49.791,76.646,155.456,36.503,39.732,264.838,412.582,75.456,190.993,692.232,238.466,226.233,223.214,95.054,56.612,168.797,43.554
2020-01,36.086,13.188,45.294,11.124,114.742,11.12,33.038,70.502,60.582,149.245,60.438,80.866,170.399,43.323,44.112,300.311,468.6,86.649,214.851,834.703,326.322,270.433,231.453,106.357,75.55,180.042,46.425
2020-02,26.368,12.276,39.968,12.43,90.433,7.698,27.615,58.174,50.927,115.089,49.472,75.612,152.366,40.16,38.228,281.721,416.514,81.614,174.774,755.995,308.878,263.393,233.62,94.421,76.3,162.717,45.384
2020-03,28.211,7.725,37.103,12.396,86.435,5.654,22.159,51.253,40.973,92.871,44.855,63.156,131.258,41.173,39.14,247.497,463.594,81.66,222.573,876.964,321.35,221.634,206.93,101.783,65.143,153.892,41.678
2020-04,32.154,9.636,30.464,13.369,80.834,7.934,25.44,55.659,37.582,86.321,44.595,69.426,125.663,39.667,37.035,240.954,513.082,86.661,203.373,842.227,293.106,271.258,215.771,110.157,75.198,145.618,45.24
2020-05,40.132,13.187,42.023,11.681,104.24,8.989,39.882,79.011,64.176,128.756,55.953,75.47,148.188,45.017,38.26,305.922,587.93,89.586,243.341,911.656,335.482,297.715,234.237,131.345,78.572,188.003,54.079
2020-06,47.079,16.121,46.489,5.663,137.512,11.11,47.404,100.399,69.606,151.016,61.544,83.819,180.61,45.23,48.294,345.722,665.894,90.68,351.135,1002.648,346.429,292.991,239.407,141.378,92.53,222.77,55.52
2020-07,52.899,20.767,54.682,12.284,151.103,15.345,53.877,110.434,81.248,200.508,69.505,101.029,188.624,50.843,44.491,358.056,735.476,109.151,307.027,1106.658,403.897,327.015,250.232,150.056,100.583,252.579,66.966
2020-08,55.415,20.279,62.126,13.513,144.451,13.388,59.316,108.451,77.652,188.585,72.189,106.04,192.689,55.414,44.612,354.65,715.882,111.007,265.128,1046.707,385.013,329.107,274.061,161.892,101.373,237.382,67.615
2020-09,51.237,18.042,67.521,15.571,148.36,13.605,51.459,107.233,84.626,193.975,71.92,103.0,195.797,55.039,47.883,365.171,686.64,112.147,271.519,1037.79,385.153,325.22,268.268,163.936,97.514,240.479,62.302
2020-10,50.201,20.063,61.319,15.077,152.152,13.889,54.833,113.345,78.907,193.778,72.544,103.842,204.539,63.699,61.314,376.053,645.975,107.327,268.705,1023.994,437.527,355.846,296.991,163.907,109.191,237.489,66.663
2020-11,37.203,13.998,55.832,14.792,115.666,11.829,44.566,94.561,70.813,180.726,70.478,95.093,165.377,51.896,41.19,320.599,552.352,88.648,220.683,958.552,380.827,327.741,290.683,126.874,97.506,226.373,58.228
2020-12,31.209,12.751,52.499,13.671,118.619,12.962,40.537,89.227,71.072,183.494,71.37,94.341,163.324,50.018,41.837,307.244,502.591,93.525,192.498,783.915,311.548,254.679,251.597,103.16,68.585,191.241,52.525
2021-01,35.615,13.523,40.011,14.119,102.07,11.136,41.574,82.674,67.343,170.356,73.317,96.375,175.331,50.213,42.517,340.652,581.608,107.05,228.07,923.739,318.454,270.432,235.904,113.413,74.556,206.9,58.925
2021-02,32.034,9.636,42.063,12.288,100.248,9.216,37.004,69.076,53.335,145.649,59.813,84.138,163.195,44.866,44.162,287.87,480.081,87.266,212.958,861.651,369.143,303.917,235.342,118.308,77.176,197.392,51.906
2021-03,36.93,11.165,49.387,11.384,104.554,12.152,38.102,72.303,62.799,156.169,77.672,94.985,185.966,53.96,53.871,354.238,639.374,110.781,252.909,1041.877,429.394,357.965,292.643,134.888,96.162,203.171,61.614
2021-04,38.24,13.435,51.654,11.663,112.921,12.958,41.248,75.399,61.534,151.904,62.575,88.837,159.587,46.658,44.494,306.242,590.176,90.704,237.46,1006.219,417.032,341.342,270.91,140.98,98.07,226.45,66.945
2021-05,44.66,19.408,52.7,10.268,130.3,12.879,47.265,89.958,68.772,153.668,59.378,84.853,152.682,44.643,37.865,323.174,648.069,89.617,235.758,1046.785,427.578,349.42,271.625,161.69,96.714,260.121,72.909
2021-06,43.439,16.602,56.166,12.188,142.425,13.924,49.398,87.816,71.164,174.53,65.578,90.095,161.977,44.571,37.706,313.848,604.968,88.47,251.783,1062.395,388.003,335.265,259.582,159.157,87.716,242.536,69.05
2021-07,46.9,19.526,54.955,12.214,144.977,15.125,55.541,100.404,78.2,210.914,68.661,97.783,169.304,47.848,38.178,342.059,638.795,102.447,273.551,1100.641,448.292,373.269,288.108,171.889,103.907,265.352,77.648
2021-08,49.678,19.011,52.909,12.023,137.794,14.239,52.757,98.719,75.435,212.913,70.995,93.27,161.275,47.45,42.899,347.869,652.804,108.121,253.127,1086.223,422.14,378.781,288.595,187.95,105.186,269.361,74.233
2021-09,52.707,17.528,46.937,9.427,142.25,11.738,50.016,94.675,71.709,202.362,69.761,99.708,181.031,48.431,45.714,348.888,622.984,97.858,248.124,1054.955,424.552,350.386,263.892,169.11,98.973,259.469,64.335
2021-10,45.872,21.582,68.771,14.426,150.995,14.325,48.899,95.575,72.067,202.36,76.916,99.061,171.198,50.451,49.01,325.674,536.252,82.086,206.532,1008.418,359.471,346.978,274.66,163.472,84.574,237.556,70.002
2021-11,40.769,15.33,49.422,13.972,135.162,15.301,42.345,102.533,74.51,169.226,62.896,90.117,171.394,49.062,42.946,311.751,549.13,88.846,226.668,1018.275,415.422,363.493,279.433,145.579,89.311,214.586,67.077
2021-12,35.98,12.611,45.18,11.017,125.356,14.628,37.881,89.997,69.5,177.053,64.298,92.865,169.471,48.425,32.132,260.27,431.434,81.776,202.742,902.66,364.932,318.085,261.601,121.71,79.711,199.241,55.303
2022-01,36.183,15.161,42.343,12.33,109.009,8.58,34.245,71.985,54.066,136.054,55.593,84.652,153.579,44.541,41.773,295.06,418.984,89.659,200.92,842.371,349.837,309.078,238.642,121.588,81.536,188.035,54.194
2022-02,33.051,13.174,47.687,12.686,114.899,10.495,36.534,84.233,58.487,155.767,63.701,88.306,164.781,47.365,42.486,317.458,443.346,86.121,191.992,905.455,368.731,333.499,249.523,113.292,80.612,189.66,57.474
2022-03,37.764,14.501,55.914,13.264,128.711,11.354,41.296,85.441,64.578,147.993,64.383,92.78,189.26,50.853,46.252,343.257,600.511,99.885,250.778,1131.584,400.287,371.777,275.798,151.327,97.474,236.015,63.24
2022-04,39.199,14.227,41.088,13.376,112.465,11.488,44.792,77.179,54.13,135.895,68.775,85.987,156.984,45.2,41.841,336.294,564.161,81.167,226.284,1069.666,365.578,339.517,244.207,163.156,90.441,234.936,65.331
2022-05,41.584,17.552,45.903,10.834,120.272,9.476,46.477,84.668,67.38,155.895,71.289,92.638,166.382,43.86,30.754,349.279,606.339,88.871,234.678,1126.956,404.482,364.912,248.611,166.441,102.798,248.667,71.545
2022-06,44.223,18.447,56.952,9.008,143.199,11.889,54.788,93.262,68.711,159.601,70.372,72.677,129.335,32.76,24.197,296.171,554.057,80.829,220.995,1049.984,366.06,339.697,234.106,170.692,101.108,244.443,72.388
2022-07,46.333,17.92,59.909,10.148,138.567,14.439,47.979,96.068,73.091,168.561,74.088,86.606,144.87,39.293,26.864,329.527,573.478,82.034,227.573,1071.582,427.076,380.801,259.138,180.202,109.956,246.031,68.889
2022-08,49.066,21.748,66.077,9.133,156.442,13.208,54.154,102.698,77.776,186.918,83.89,95.86,164.137,46.546,34.037,366.305,633.858,100.17,241.702,1112.914,412.177,377.545,288.217,192.533,103.854,274.673,77.448
2022-09,49.85,20.032,58.59,10.622,145.777,13.476,55.664,98.133,72.377,179.828,83.438,90.79,168.356,47.781,32.537,346.042,612.428,85.832,221.036,1028.144,337.056,370.282,272.178,183.895,95.89,247.24,64.321
2022-10,43.733,18.573,58.793,10.3,139.233,11.236,52.32,94.964,71.791,174.94,80.005,94.588,172.421,51.171,35.215,347.901,579.831,91.318,224.399,996.449,340.018,340.9,272.665,180.525,89.679,246.647,72.839
2022-11,40.078,15.493,53.509,10.258,142.025,13.549,43.036,97.684,71.015,182.597,75.441,89.777,165.411,49.126,34.707,310.845,559.95,77.187,221.319,1024.272,383.477,363.9,275.972,161.683,99.356,225.813,59.598
2022-12,,,,,,,,,,,,,,,,,,,,,,,,,,,
