Ano,Santa Catarina - IDH Longevidade
2008,0.8686220306544036
2009,0.8700229309304441
2010,0.8708694388007145
2011,0.8711724309243511
2012,0.8708027851851852
2013,0.8702030172839507
2014,0.8689699353909465
2015,0.8672174300068587
2016,0.8751084698060857
2017,0.8726637852430025
2018,0.8695423111741846
2019,0.8656825212809285
2020,0.8611082050337401
2021,0.8613907691277164
2022,0.8645172026847817
