Ano,Santa Catarina
2014,0.8052566165088383
2015,0.8078291302542471
2016,0.8077226875500877
2017,0.8071520227819139
2018,0.8062567521257242
2019,0.8050982750462445
2020,0.8031981182322667
2021,0.8032161289806546
2022,0.8042357770698051
