Ano,Santa Catarina - IDH Educacao
2008,0.7644352178937706
2009,0.7665243007809381
2010,0.7685169369584197
2011,0.7704072994021763
2012,0.771703674074074
2013,0.7743456469135802
2014,0.7757911174897121
2015,0.7764403772805212
2016,0.7822982559779897
2017,0.7820526428850798
2018,0.7824210649655415
2019,0.7826411617805907
2020,0.7816085401242809
2021,0.7808456801355791
2022,0.7800134692388135
