Ano,Santa Catarina
2014,0.777652199074074
2015,0.7694071443602695
2016,0.7694441574839302
2017,0.7700299899824693
2018,0.7698508981626939
2019,0.7696555252683933
2020,0.7690787548382473
2021,0.7696313689144515
2022,0.7705978569975834
