data,Alagoas - PIB - Per Capita,Alagoas - PIB - Preços de Mercado,Alagoas - PIB - Estadual,Alagoas - PIB - Construção Civil,Alagoas - População,Alagoas - INCC (%),Alagoas - IPCA - Variação mensal durante o Plano Real (%),Alagoas - IGP-DI,Alagoas - Taxa Selic (%),Alagoas - IDH - Longevidade,Alagoas - IDH - Renda,Alagoas - IDH - Educação,Alagoas - NFSP - Fluxo Mensal (Milhões de reais),Alagoas - Estoque liquido de capital fixo - (R$),Alagoas - Desemprego,Alagoas - Produção de Cimento (t),Alagoas - Valor,Alagoas - Consumo de Cimento (t)
2018-12-01,2438560.7396019166,3983801.6980382167,0.7223603665249999,1293522.95664747,3375823.0,0.13,3.59,-1.14,0.02462,0.78,0.64,0.64,0.86,7813724.30644261,11.9,-1.0,0.45,27657.0
2019-01-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.13,3.75,-0.45,0.02462,0.78,0.64,0.64,0.85,7813724.30644261,12.3,137332.0,0.45,32388.0
2019-02-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.49,0.32,0.07,0.02462,0.78,0.64,0.64,0.81,7827728.36985003,12.7,-1.0,0.45,30378.0
2019-03-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.09,0.75,1.25,0.02462,0.78,0.64,0.64,0.75,7827728.36985003,13.2,-1.0,0.45,30641.0
2019-04-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.31,1.51,1.07,0.02462,0.78,0.64,0.64,0.74,7827728.36985003,13.0,101661.0,0.45,32337.0
2019-05-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.38,2.09,0.9,0.02462,0.78,0.64,0.64,0.7,7827728.36985003,12.8,203761.0,0.45,36405.0
2019-06-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.03,2.22,0.4,0.02462,0.78,0.64,0.64,0.71,7827728.36985003,12.6,17926.0,0.45,22499.0
2019-07-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.88,2.23,0.63,0.02462,0.78,0.64,0.64,0.7,7827728.36985003,12.4,59735.0,0.45,27961.0
2019-08-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.58,2.42,-0.01,0.02462,0.78,0.64,0.64,0.69,7827728.36985003,12.3,582808.0,0.45,32378.0
2019-09-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.42,2.54,-0.51,0.022751,0.78,0.64,0.64,0.62,7827728.36985003,12.0,71244.0,0.45,32582.0
2019-10-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.46,2.49,0.5,0.02203519048,0.78,0.64,0.64,0.59,7827728.36985003,11.9,206383.0,0.45,42703.0
2019-11-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.18,2.6,0.55,0.02078995652,0.78,0.64,0.64,0.57,7827728.36985003,11.7,107358.0,0.45,38584.0
2019-12-01,2414658.81311285,4074356.372789141,0.7266896230083333,1188204.67835304,3322820.0,0.04,3.12,0.85,0.018985,0.78,0.64,0.64,0.54,7827728.36985003,11.7,-1.0,0.45,36503.0
