data,Sergipe - PIB - Per Capita,Sergipe - PIB - Preços de Mercado,Sergipe - PIB - Estadual,Sergipe - PIB - Construção Civil,Sergipe - População,Sergipe - INCC (%),Sergipe - IPCA - Variação mensal durante o Plano Real (%),Sergipe - IGP-DI,Sergipe - Taxa Selic (%),Sergipe - IDH - Longevidade,Sergipe - IDH - Renda,Sergipe - IDH - Educação,Sergipe - NFSP - Fluxo Mensal (Milhões de reais),Sergipe - Estoque liquido de capital fixo - (R$),Sergipe - Desemprego,Sergipe - Produção de Cimento (t),Sergipe - Valor,Sergipe - Consumo de Cimento (t)
2007-07-01,1652849.236328767,1226907.8901605585,0.8261197799666666,902302.859795366,2000738.0,0.92,2.08,0.26,0.0450878,0.678,0.596,0.343,0.39,6529451.68540568,10.2924574786,328350.0,0.31,24124.0
2007-08-01,1652849.236328767,1226907.8901605585,0.8261197799666666,902302.859795366,2000738.0,0.31,2.32,0.37,0.04400663636,0.678,0.596,0.343,0.3,6529451.68540568,10.2924574786,75057.0,0.32,26244.0
2007-09-01,1652849.236328767,1226907.8901605585,0.8261197799666666,902302.859795366,2000738.0,0.26,2.8,1.39,0.04295447826,0.678,0.596,0.343,0.28,6529451.68540568,10.2924574786,44354.0,0.32,25683.0
2007-10-01,1652849.236328767,1226907.8901605585,0.8261197799666666,902302.859795366,2000738.0,0.51,2.99,1.17,0.04220568421,0.678,0.596,0.343,0.4,6529451.68540568,10.2924574786,119946.0,0.32,31575.0
2007-11-01,1652849.236328767,1226907.8901605585,0.8261197799666666,902302.859795366,2000738.0,0.51,3.3,0.75,0.04206336364,0.678,0.596,0.343,0.5,6529451.68540568,10.2924574786,-1.0,0.3,32122.0
2007-12-01,1652849.236328767,1226907.8901605585,0.8261197799666666,902302.859795366,2000738.0,0.36,3.69,1.05,0.042065,0.678,0.596,0.343,0.52,6529451.68540568,10.2924574786,211275.0,0.3,30606.0
2008-01-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.59,4.46,1.47,0.042065,0.678,0.596,0.343,0.47,6529451.68540568,9.7697204809,-1.0,0.3,33134.0
2008-02-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.38,0.54,0.99,0.04205845455,0.678,0.596,0.343,0.63,6647965.94362564,9.7697204809,-1.0,0.3,29530.0
2008-03-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.4,1.03,0.38,0.04206310526,0.678,0.596,0.343,0.65,6647965.94362564,9.7697204809,63633.0,0.3,29167.0
2008-04-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.66,1.52,0.7,0.0420614,0.678,0.596,0.343,0.7,6647965.94362564,9.7697204809,221639.0,0.3,31974.0
2008-05-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.87,2.08,1.12,0.04274185714,0.678,0.596,0.343,0.83,6647965.94362564,9.7697204809,106775.0,0.312,29086.0
2008-06-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,2.02,2.88,1.88,0.0436576,0.678,0.596,0.343,0.93,6647965.94362564,9.7697204809,67831.0,0.3,29332.0
2008-07-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,1.92,3.64,1.89,0.04529861905,0.678,0.596,0.343,1.14,6647965.94362564,9.7697204809,412962.0,0.3,32640.0
2008-08-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,1.46,4.19,1.12,0.04627117391,0.678,0.596,0.343,1.33,6647965.94362564,9.7697204809,118711.0,0.313,32745.0
2008-09-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,1.18,4.48,-0.38,0.04822657143,0.678,0.596,0.343,1.42,6647965.94362564,9.7697204809,46324.0,0.3034,35907.0
2008-10-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.95,4.76,0.36,0.04987840909,0.678,0.596,0.343,1.23,6647965.94362564,9.7697204809,155960.0,0.32,36448.0
2008-11-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.77,5.23,1.09,0.05083973913,0.678,0.596,0.343,1.22,6647965.94362564,9.7697204809,-1.0,0.304,34966.0
2008-12-01,1731554.4576790417,1368093.60787245,0.8494003651,1202153.40120792,1939426.0,0.5,5.61,0.07,0.050753,0.678,0.596,0.343,1.24,6647965.94362564,9.7697204809,233529.0,0.325,36485.0
2009-01-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.17,5.9,-0.44,0.050823,0.678,0.596,0.343,1.13,6647965.94362564,8.4265304051,-1.0,0.312,33959.0
2009-02-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.33,0.48,0.01,0.04964833333,0.678,0.596,0.343,0.95,6773699.30541316,8.4265304051,-1.0,0.32,31184.0
2009-03-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.27,1.03,-0.13,0.047314,0.678,0.596,0.343,0.87,6773699.30541316,8.4265304051,67010.0,0.31,34535.0
2009-04-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,-0.25,1.23,-0.84,0.04392790909,0.678,0.596,0.343,0.82,6773699.30541316,8.4265304051,252808.0,0.32,32504.0
2009-05-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,-0.04,1.72,0.04,0.04181185,0.678,0.596,0.343,0.67,6773699.30541316,8.4265304051,86423.0,0.3,26627.0
2009-06-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,1.39,2.2,0.18,0.0384042,0.678,0.596,0.343,0.55,6773699.30541316,8.4265304051,65236.0,0.3,29991.0
2009-07-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.7,2.57,-0.32,0.03616333333,0.678,0.596,0.343,0.38,6773699.30541316,8.4265304051,448495.0,0.29,34055.0
2009-08-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.26,2.81,-0.64,0.03422486957,0.678,0.596,0.343,0.19,6773699.30541316,8.4265304051,106973.0,0.29,30592.0
2009-09-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,-0.05,2.97,0.09,0.032927,0.678,0.596,0.343,0.02,6773699.30541316,8.4265304051,60512.0,0.36,34860.0
2009-10-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.15,3.21,0.25,0.032927,0.678,0.596,0.343,0.04,6773699.30541316,8.4265304051,161884.0,0.3,38581.0
2009-11-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.06,3.5,-0.04,0.032927,0.678,0.596,0.343,0.0,6773699.30541316,8.4265304051,-1.0,0.31,38620.0
2009-12-01,1875966.5403301169,1612308.0538176,0.93827695085,1202911.32411752,1999374.0,0.29,3.93,0.07,0.032927,0.678,0.596,0.343,-0.07,6773699.30541316,8.4265304051,207004.0,0.2986,39279.0
2010-01-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.1,4.31,-0.11,0.03292531818,0.678,0.596,0.343,-0.06,6773699.30541316,12.0057476323,11849.0,0.299,37426.0
2010-02-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.64,0.75,1.01,0.03292515,0.678,0.596,0.343,-0.02,6930862.75002851,12.0057476323,-1.0,0.3,35885.0
2010-03-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.36,1.54,1.09,0.032927,0.678,0.596,0.343,0.08,6930862.75002851,12.0057476323,92688.0,0.299,44363.0
2010-04-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.75,2.06,0.63,0.032927,0.678,0.596,0.343,0.18,6930862.75002851,12.0057476323,301635.0,0.3,34346.0
2010-05-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.84,2.65,0.72,0.0331908,0.678,0.596,0.343,0.29,6930862.75002851,12.0057476323,130955.0,0.3,38924.0
2010-06-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,1.81,3.09,1.57,0.03565185714,0.678,0.596,0.343,0.43,6930862.75002851,12.0057476323,55858.0,0.306,33763.0
2010-07-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,1.09,3.09,0.34,0.0376,0.678,0.596,0.343,0.6,6930862.75002851,12.0057476323,457799.0,0.3026,38812.0
2010-08-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.44,3.1,0.22,0.03897777273,0.678,0.596,0.343,0.67,6930862.75002851,12.0057476323,139140.0,0.3086,40815.0
2010-09-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.14,3.14,1.1,0.040203,0.678,0.596,0.343,0.74,6930862.75002851,12.0057476323,63463.0,0.2994,41580.0
2010-10-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.21,3.6,1.1,0.040203,0.678,0.596,0.343,0.85,6930862.75002851,12.0057476323,150773.0,0.32,45091.0
2010-11-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.2,4.38,1.03,0.040203,0.678,0.596,0.343,0.93,6930862.75002851,12.0057476323,-1.0,0.2994,43149.0
2010-12-01,1769952.9165731166,1632446.4305723498,0.8763535772666667,1196218.84973594,2019679.0,0.37,5.25,1.58,0.040203,0.678,0.596,0.343,0.99,6930862.75002851,12.0057476323,242159.0,0.315,46128.0
2011-01-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.67,5.91,0.38,0.04020769565,0.781,0.672,0.56,1.23,6930862.75002851,12.0057476323,44971.0,0.34,45646.0
2011-02-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.41,0.83,0.98,0.04089519048,0.781,0.672,0.56,1.22,7102235.53510611,12.0057476323,-1.0,0.33,43796.0
2011-03-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.28,1.64,0.96,0.0420272,0.781,0.672,0.56,1.18,7102235.53510611,12.0057476323,105821.0,0.3265999999999999,46183.0
2011-04-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.43,2.44,0.61,0.04364038095,0.781,0.672,0.56,1.15,7102235.53510611,12.0057476323,335400.0,0.32,43550.0
2011-05-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,1.06,3.23,0.5,0.04404368421,0.781,0.672,0.56,1.17,7102235.53510611,12.0057476323,116728.0,0.3265999999999999,45000.0
2011-06-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,2.94,3.71,0.01,0.044698,0.781,0.672,0.56,1.11,7102235.53510611,12.0057476323,76428.0,0.33,43706.0
2011-07-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.37,3.87,-0.13,0.04533085714,0.781,0.672,0.56,0.91,7102235.53510611,12.0057476323,476523.0,0.33,46368.0
2011-08-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.45,4.04,-0.05,0.04587866667,0.781,0.672,0.56,0.84,7102235.53510611,12.0057476323,141328.0,0.33,53442.0
2011-09-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.13,4.42,0.61,0.04646017391,0.781,0.672,0.56,0.78,7102235.53510611,12.0057476323,58633.0,0.3312,51711.0
2011-10-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.14,4.97,0.75,0.04464585714,0.781,0.672,0.56,0.73,7102235.53510611,12.0057476323,172330.0,0.3312,52252.0
2011-11-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.23,5.43,0.4,0.04391405,0.781,0.672,0.56,0.7,7102235.53510611,12.0057476323,-1.0,0.352,49106.0
2011-12-01,1973902.81625635,1973902.81625635,0.9310647141916668,1801152.91409336,2068017.0,0.72,5.97,0.43,0.042849,0.781,0.672,0.56,0.64,7102235.53510611,12.0057476323,236977.0,0.352,58722.0
2012-01-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.11,6.5,-0.16,0.04106463636,0.781,0.672,0.56,0.46,7102235.53510611,8.9570125605,46861.0,0.38,54430.0
2012-02-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.89,0.56,0.3,0.0403295,0.781,0.672,0.56,0.38,7283723.05855449,8.9570125605,-1.0,0.3722,54859.0
2012-03-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.3,1.01,0.07,0.03927,0.781,0.672,0.56,0.3,7283723.05855449,8.9570125605,109019.0,0.3406,60825.0
2012-04-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.51,1.22,0.56,0.037179,0.781,0.672,0.56,0.26,7283723.05855449,8.9570125605,356427.0,0.36,59199.0
2012-05-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.75,1.87,1.02,0.035474,0.781,0.672,0.56,0.25,7283723.05855449,8.9570125605,150579.0,0.37,59829.0
2012-06-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,1.88,2.24,0.91,0.03373136364,0.781,0.672,0.56,0.35,7283723.05855449,8.9570125605,66110.0,0.36,55237.0
2012-07-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.73,2.32,0.69,0.0319778,0.781,0.672,0.56,0.51,7283723.05855449,8.9570125605,441351.0,0.362,49947.0
2012-08-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.67,2.76,1.52,0.03080763636,0.781,0.672,0.56,0.61,7283723.05855449,8.9570125605,142243.0,0.3484,48731.0
2012-09-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.26,3.18,1.29,0.02997965217,0.781,0.672,0.56,0.79,7283723.05855449,8.9570125605,55373.0,0.3484,49443.0
2012-10-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.22,3.77,0.88,0.028296,0.781,0.672,0.56,0.88,7283723.05855449,8.9570125605,167326.0,0.344,53912.0
2012-11-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.21,4.38,-0.31,0.02770736364,0.781,0.672,0.56,0.89,7283723.05855449,8.9570125605,-1.0,0.3514,51322.0
