data,Sergipe - PIB - Per Capita,Sergipe - PIB - Preços de Mercado,Sergipe - PIB - Estadual,Sergipe - PIB - Construção Civil,Sergipe - População,Sergipe - INCC (%),Sergipe - IPCA - Variação mensal durante o Plano Real (%),Sergipe - IGP-DI,Sergipe - Taxa Selic (%),Sergipe - IDH - Longevidade,Sergipe - IDH - Renda,Sergipe - IDH - Educação,Sergipe - NFSP - Fluxo Mensal (Milhões de reais),Sergipe - Estoque liquido de capital fixo - (R$),Sergipe - Desemprego,Sergipe - Produção de Cimento (t),Sergipe - Valor,Sergipe - Consumo de Cimento (t)
2012-12-01,2003188.0303699505,2169825.0739926333,0.958546185275,1893742.14857222,2089819.0,0.33,5.01,0.25,0.027371,0.781,0.672,0.56,0.84,7283723.05855449,8.9570125605,229799.0,0.3514,48350.0
2013-01-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.16,5.84,0.66,0.02743595,0.78,0.672,0.61,0.88,7283723.05855449,8.5027183626,49763.0,0.35,53319.0
2013-02-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.65,0.86,0.31,0.02726,0.78,0.672,0.61,0.98,7469859.82561107,8.5027183626,-1.0,0.35,45520.0
2013-03-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.6,1.47,0.2,0.0273115,0.78,0.672,0.61,1.0,7469859.82561107,8.0,113777.0,0.3484,51545.0
2013-04-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.5,1.94,0.31,0.02739875,0.78,0.672,0.61,1.03,7469859.82561107,7.8,378008.0,0.344,51682.0
2013-05-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.74,2.5,-0.06,0.02781163636,0.78,0.672,0.61,0.98,7469859.82561107,7.7,165545.0,0.3514,42753.0
2013-06-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,2.25,2.88,0.32,0.02842080952,0.78,0.672,0.61,0.88,7469859.82561107,7.6,73334.0,0.3544,41322.0
2013-07-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,1.15,3.15,0.76,0.030177,0.78,0.672,0.61,0.76,7469859.82561107,7.5,508068.0,0.3544,47796.0
2013-08-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.48,3.18,0.14,0.03137373913,0.78,0.672,0.61,0.82,7469859.82561107,7.4,150179.0,0.3484,50951.0
2013-09-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.31,3.43,0.46,0.03217809091,0.78,0.672,0.61,0.73,7469859.82561107,7.1,56488.0,0.3544,51242.0
2013-10-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.43,3.79,1.36,0.033839,0.78,0.672,0.61,0.63,7469859.82561107,7.0,214966.0,0.356,53111.0
2013-11-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.26,4.38,0.63,0.03510369565,0.78,0.672,0.61,0.71,7469859.82561107,6.8,-1.0,0.3544,52726.0
2013-12-01,2092473.7808178584,2446572.143733592,0.991286414925,2209444.18915945,2110867.0,0.35,4.95,0.28,0.0358381,0.78,0.672,0.61,0.81,7469859.82561107,6.9,267905.0,0.36,48372.0
2014-01-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.1,5.91,0.69,0.0374662381,0.78,0.672,0.6,0.82,7469859.82561107,7.3,48508.0,0.3571999999999999,53798.0
2014-02-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.88,0.55,0.4,0.03845090909,0.78,0.672,0.6,0.77,7640474.20151994,7.8,-1.0,0.373,55907.0
2014-03-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.33,1.24,0.85,0.0393598,0.78,0.672,0.6,0.75,7640474.20151994,8.1,-1.0,0.392,54908.0
2014-04-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.28,2.18,1.48,0.040168,0.78,0.672,0.6,0.84,7640474.20151994,7.9,-1.0,0.392,53475.0
2014-05-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.88,2.86,0.45,0.0409735,0.78,0.672,0.6,1.0,7640474.20151994,7.7,-1.0,0.4,53849.0
2014-06-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,2.05,3.33,-0.45,0.041063,0.78,0.672,0.6,1.06,7640474.20151994,7.5,63724.0,0.4,47496.0
2014-07-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.66,3.75,-0.63,0.041063,0.78,0.672,0.6,1.04,7640474.20151994,7.4,-1.0,0.4,52244.0
2014-08-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.75,3.76,-0.55,0.041063,0.78,0.672,0.6,0.93,7640474.20151994,7.2,-1.0,0.4,50540.0
2014-09-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.08,4.02,0.06,0.04106814286,0.78,0.672,0.6,0.9,7640474.20151994,7.0,-1.0,0.4192,55689.0
2014-10-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.15,4.61,0.02,0.041063,0.78,0.672,0.6,0.96,7640474.20151994,6.8,165656.0,0.4304,59853.0
2014-11-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.17,5.05,0.59,0.04114073913,0.78,0.672,0.6,0.87,7640474.20151994,6.6,-1.0,0.44,53096.0
2014-12-01,2095559.3337963,2634055.176552742,0.9544088907083332,2080283.01258514,2195662.0,0.44,5.58,1.14,0.041957,0.78,0.672,0.6,0.91,7640474.20151994,6.3,-1.0,0.44,56542.0
2015-01-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.08,6.41,0.38,0.043496,0.79,0.672,0.63,1.12,7640474.20151994,6.5,-1.0,0.445,51980.0
2015-02-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.92,1.24,0.67,0.04433033333,0.79,0.672,0.63,1.04,7751228.17009106,6.8,-1.0,0.435,58223.0
2015-03-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.31,2.48,0.53,0.045513,0.79,0.672,0.63,1.08,7751228.17009106,7.2,-1.0,0.44,65425.0
2015-04-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.62,3.83,1.21,0.04703818182,0.79,0.672,0.63,1.09,7751228.17009106,7.2,-1.0,0.44,51473.0
2015-05-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.46,4.56,0.92,0.04737575,0.79,0.672,0.63,1.03,7751228.17009106,7.1,-1.0,0.44,50144.0
2015-06-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.95,5.34,0.4,0.049037,0.79,0.672,0.63,1.05,7751228.17009106,6.9,-1.0,0.44,47859.0
2015-07-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,1.84,6.17,0.68,0.05053785714,0.79,0.672,0.63,1.13,7751228.17009106,7.0,-1.0,0.45,50122.0
2015-08-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.55,6.83,0.58,0.05093956522,0.79,0.672,0.63,1.27,7751228.17009106,7.0,-1.0,0.45,52805.0
2015-09-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.59,7.06,0.4,0.052531,0.79,0.672,0.63,1.36,7751228.17009106,6.9,-1.0,0.45,57106.0
2015-10-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.22,7.64,1.42,0.052531,0.79,0.672,0.63,1.34,7751228.17009106,6.7,-1.0,0.46,56419.0
2015-11-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.36,8.52,1.76,0.052531,0.79,0.672,0.63,1.45,7751228.17009106,6.6,-1.0,0.4,54081.0
2015-12-01,2069487.1120786169,2805398.316975575,0.9323803180583332,1844343.37070253,2219574.0,0.34,9.62,1.19,0.052531,0.79,0.672,0.63,1.49,7751228.17009106,6.6,-1.0,0.382602,48408.0
2016-01-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.1,10.67,0.44,0.052531,0.79,0.672,0.64,1.49,7751228.17009106,6.9,-1.0,0.384,42646.0
2016-02-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.39,1.27,1.53,0.052531,0.79,0.672,0.64,1.55,7806241.86849827,7.5,-1.0,0.392,42366.0
2016-03-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.54,2.18,0.79,0.052531,0.79,0.672,0.64,1.67,7806241.86849827,8.0,-1.0,0.4,46780.0
2016-04-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.64,2.62,0.43,0.052531,0.79,0.672,0.64,1.67,7806241.86849827,8.1,-1.0,0.3899,51989.0
2016-05-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.55,3.25,0.36,0.052531,0.79,0.672,0.64,1.63,7806241.86849827,8.3,-1.0,0.3878,48826.0
2016-06-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.08,4.05,1.13,0.052531,0.79,0.672,0.64,1.62,7806241.86849827,8.4,-1.0,0.4,45065.0
2016-07-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,1.93,4.42,1.63,0.052531,0.79,0.672,0.64,1.64,7806241.86849827,8.7,-1.0,0.4,46401.0
2016-08-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.49,4.96,-0.39,0.052531,0.79,0.672,0.64,1.66,7806241.86849827,8.9,-1.0,0.405,44125.0
2016-09-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.29,5.42,0.43,0.052531,0.79,0.672,0.64,1.61,7806241.86849827,9.0,-1.0,0.38,41639.0
2016-10-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.33,5.51,0.03,0.052531,0.79,0.672,0.64,1.62,7806241.86849827,9.1,-1.0,0.3799,41987.0
2016-11-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.21,5.78,0.13,0.0521826,0.79,0.672,0.64,1.52,7806241.86849827,9.1,-1.0,0.38,45587.0
2016-12-01,1972142.1595782,2875714.3790892586,0.879267745625,1785577.56843497,2242937.0,0.16,5.97,0.05,0.05166,0.79,0.672,0.64,1.41,7806241.86849827,9.1,-1.0,0.38,47599.0
2017-01-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.35,6.29,0.83,0.050788,0.8,0.69,0.63,1.25,7806241.86849827,9.6,-1.0,0.38,44274.0
2017-02-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.41,0.38,0.43,0.049115,0.8,0.69,0.63,1.2,7820758.2968949,10.3,-1.0,0.4,37579.0
2017-03-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.65,0.71,0.06,0.047865,0.8,0.69,0.63,1.07,7820758.2968949,11.1,80421.0,0.38,48016.0
2017-04-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.16,0.96,-0.38,0.045513,0.8,0.69,0.63,1.02,7820758.2968949,11.3,251523.0,0.391,38263.0
2017-05-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,-0.02,1.1,-1.24,0.04353744444,0.8,0.69,0.63,1.0,7820758.2968949,11.3,139469.0,0.391,40413.0
2017-06-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.63,1.42,-0.51,0.041957,0.8,0.69,0.63,0.93,7820758.2968949,11.4,61834.0,0.362,34053.0
2017-07-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.93,1.18,-0.96,0.03837,0.8,0.69,0.63,0.86,7820758.2968949,11.7,450332.0,0.362,36174.0
2017-08-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.3,1.43,-0.3,0.03785271429,0.8,0.69,0.63,0.75,7820758.2968949,11.9,121416.0,0.372,38394.0
2017-09-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.36,1.62,0.24,0.034749,0.8,0.69,0.63,0.7,7820758.2968949,11.9,16112.0,0.372,35688.0
2017-10-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.06,1.78,0.62,0.0318266,0.8,0.69,0.63,0.65,7820758.2968949,11.9,122724.0,0.38,42076.0
2017-11-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.31,2.21,0.1,0.03056971429,0.8,0.69,0.63,0.65,7820758.2968949,12.0,-1.0,0.38,39875.0
2017-12-01,1837171.1375239,2895991.746819975,0.8108342153083333,1727121.62020471,2265779.0,0.31,2.5,0.8,0.028333,0.8,0.69,0.63,0.65,7820758.2968949,12.2,138179.0,0.37,38984.0
2018-01-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.07,2.95,0.74,0.0268514,0.8,0.68,0.64,0.71,7820758.2968949,12.7,58592.0,0.37,41652.0
2018-02-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.31,0.29,0.58,0.026481,0.8,0.68,0.64,0.68,7813724.30644261,13.3,-1.0,0.42,33904.0
2018-03-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.13,0.61,0.15,0.02581005556,0.8,0.68,0.64,0.71,7813724.30644261,13.9,74845.0,0.42,29447.0
2018-04-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.24,0.7,0.56,0.02528571429,0.8,0.68,0.64,0.69,7813724.30644261,13.7,224847.0,0.42,29197.0
2018-05-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.29,0.92,0.93,0.02462,0.8,0.68,0.64,0.74,7813724.30644261,13.4,161376.0,0.42,26297.0
2018-06-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.23,1.33,1.64,0.02462,0.8,0.68,0.64,0.73,7813724.30644261,13.1,32955.0,0.41,29209.0
2018-07-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.97,2.6,1.48,0.02462,0.8,0.68,0.64,0.75,7813724.30644261,12.9,497653.0,0.42,28158.0
2018-08-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.61,2.94,0.44,0.02462,0.8,0.68,0.64,0.77,7813724.30644261,12.7,85030.0,0.43,31132.0
2018-09-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.15,2.85,0.68,0.02462,0.8,0.68,0.64,0.84,7813724.30644261,12.5,-1.0,0.44,30195.0
2018-10-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.23,3.34,1.79,0.02462,0.8,0.68,0.64,0.87,7813724.30644261,12.3,108500.0,0.44,31537.0
2018-11-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.35,3.81,0.26,0.02462,0.8,0.68,0.64,0.88,7813724.30644261,12.1,-1.0,0.43,30748.0
2018-12-01,1857381.0483299752,3034346.3068502,0.8117512610083333,1411031.2734007,2288116.0,0.13,3.59,-1.14,0.02462,0.8,0.68,0.64,0.86,7813724.30644261,11.9,156991.0,0.43,30734.0
2019-01-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.13,3.75,-0.45,0.02462,0.8,0.68,0.64,0.85,7813724.30644261,12.3,72692.0,0.43,36567.0
2019-02-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.49,0.32,0.07,0.02462,0.8,0.68,0.64,0.81,7827728.36985003,12.7,-1.0,0.43,30849.0
2019-03-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.09,0.75,1.25,0.02462,0.8,0.68,0.64,0.75,7827728.36985003,13.2,84228.0,0.43,31021.0
2019-04-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.31,1.51,1.07,0.02462,0.8,0.68,0.64,0.74,7827728.36985003,13.0,243318.0,0.42,31437.0
2019-05-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.38,2.09,0.9,0.02462,0.8,0.68,0.64,0.7,7827728.36985003,12.8,172902.0,0.43,31533.0
2019-06-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.03,2.22,0.4,0.02462,0.8,0.68,0.64,0.71,7827728.36985003,12.6,50423.0,0.43,26431.0
2019-07-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.88,2.23,0.63,0.02462,0.8,0.68,0.64,0.7,7827728.36985003,12.4,480554.0,0.43,25978.0
2019-08-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.58,2.42,-0.01,0.02462,0.8,0.68,0.64,0.69,7827728.36985003,12.3,69743.0,0.43,29860.0
2019-09-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.42,2.54,-0.51,0.022751,0.8,0.68,0.64,0.62,7827728.36985003,12.0,-1.0,0.43,39045.0
2019-10-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.46,2.49,0.5,0.02203519048,0.8,0.68,0.64,0.59,7827728.36985003,11.9,104780.0,0.42,45213.0
2019-11-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.18,2.6,0.55,0.02078995652,0.8,0.68,0.64,0.57,7827728.36985003,11.7,-1.0,0.42,42237.0
2019-12-01,1841251.6357537585,3106822.088198333,0.8081662513416666,1091267.90924522,2278308.0,0.04,3.12,0.85,0.018985,0.8,0.68,0.64,0.54,7827728.36985003,11.7,126298.0,0.42,39732.0
