data,Piauí - PIB - Per Capita,Piauí - PIB - Preços de Mercado,Piauí - PIB - Estadual,Piauí - PIB - Construção Civil,Piauí - População,Piauí - INCC (%),Piauí - IPCA - Variação mensal durante o Plano Real (%),Piauí - IGP-DI,Piauí - Taxa Selic (%),Piauí - IDH - Longevidade,Piauí - IDH - Renda,Piauí - IDH - Educação,Piauí - NFSP - Fluxo Mensal (Milhões de reais),Piauí - Estoque liquido de capital fixo - (R$),Piauí - Desemprego,Piauí - Produção de Cimento (t),Piauí - Valor,Piauí - Consumo de Cimento (t)
2013-03-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.6,1.47,0.2,0.0273115,0.76,0.635,0.6,1.0,7469859.82561107,8.0,80418.0,-1.0,52454.0
2013-04-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.5,1.94,0.31,0.02739875,0.76,0.635,0.6,1.03,7469859.82561107,7.8,156151.0,-1.0,56163.0
2013-05-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.74,2.5,-0.06,0.02781163636,0.76,0.635,0.6,0.98,7469859.82561107,7.7,125655.0,-1.0,63680.0
2013-06-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,2.25,2.88,0.32,0.02842080952,0.76,0.635,0.6,0.88,7469859.82561107,7.6,123724.0,-1.0,63422.0
2013-07-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,1.15,3.15,0.76,0.030177,0.76,0.635,0.6,0.76,7469859.82561107,7.5,1343273.0,-1.0,70735.0
2013-08-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.48,3.18,0.14,0.03137373913,0.76,0.635,0.6,0.82,7469859.82561107,7.4,193053.0,-1.0,72838.0
2013-09-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.31,3.43,0.46,0.03217809091,0.76,0.635,0.6,0.73,7469859.82561107,7.1,37730.0,-1.0,74408.0
2013-10-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.43,3.79,1.36,0.033839,0.76,0.635,0.6,0.63,7469859.82561107,7.0,129464.0,-1.0,72485.0
2013-11-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.26,4.38,0.63,0.03510369565,0.76,0.635,0.6,0.71,7469859.82561107,6.8,59448.0,-1.0,69970.0
2013-12-01,1811627.8897375327,2118200.1755407085,0.5746600545166667,1663993.77079892,3160748.0,0.35,4.95,0.28,0.0358381,0.76,0.635,0.6,0.81,7469859.82561107,6.9,174432.0,-1.0,74805.0
2014-01-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.1,5.91,0.69,0.0374662381,0.76,0.635,0.62,0.82,7469859.82561107,7.3,43072.0,-1.0,60775.0
2014-02-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.88,0.55,0.4,0.03845090909,0.76,0.635,0.62,0.77,7640474.20151994,7.8,-1.0,-1.0,68954.0
2014-03-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.33,1.24,0.85,0.0393598,0.76,0.635,0.62,0.75,7640474.20151994,8.1,-1.0,-1.0,67091.0
2014-04-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.28,2.18,1.48,0.040168,0.76,0.635,0.62,0.84,7640474.20151994,7.9,-1.0,-1.0,67586.0
2014-05-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.88,2.86,0.45,0.0409735,0.76,0.635,0.62,1.0,7640474.20151994,7.7,113486.0,-1.0,78441.0
2014-06-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,2.05,3.33,-0.45,0.041063,0.76,0.635,0.62,1.06,7640474.20151994,7.5,-1.0,-1.0,74829.0
2014-07-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.66,3.75,-0.63,0.041063,0.76,0.635,0.62,1.04,7640474.20151994,7.4,-1.0,-1.0,87694.0
2014-08-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.75,3.76,-0.55,0.041063,0.76,0.635,0.62,0.93,7640474.20151994,7.2,-1.0,-1.0,86327.0
2014-09-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.08,4.02,0.06,0.04106814286,0.76,0.635,0.62,0.9,7640474.20151994,7.0,43458.0,-1.0,89731.0
2014-10-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.15,4.61,0.02,0.041063,0.76,0.635,0.62,0.96,7640474.20151994,6.8,-1.0,-1.0,95134.0
2014-11-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.17,5.05,0.59,0.04114073913,0.76,0.635,0.62,0.87,7640474.20151994,6.6,-1.0,-1.0,86765.0
2014-12-01,1846250.164782525,2320681.035046975,0.5813355381166666,1717187.83373785,3184166.0,0.44,5.58,1.14,0.041957,0.76,0.635,0.62,0.91,7640474.20151994,6.3,-1.0,-1.0,86494.0
2015-01-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.08,6.41,0.38,0.043496,0.76,0.635,0.64,1.12,7640474.20151994,6.5,51219.0,-1.0,68445.0
2015-02-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.92,1.24,0.67,0.04433033333,0.76,0.635,0.64,1.04,7751228.17009106,6.8,-1.0,-1.0,86346.0
2015-03-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.31,2.48,0.53,0.045513,0.76,0.635,0.64,1.08,7751228.17009106,7.2,-1.0,-1.0,78390.0
2015-04-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.62,3.83,1.21,0.04703818182,0.76,0.635,0.64,1.09,7751228.17009106,7.2,-1.0,-1.0,67061.0
2015-05-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.46,4.56,0.92,0.04737575,0.76,0.635,0.64,1.03,7751228.17009106,7.1,-1.0,-1.0,82518.0
2015-06-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.95,5.34,0.4,0.049037,0.76,0.635,0.64,1.05,7751228.17009106,6.9,-1.0,-1.0,87803.0
2015-07-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,1.84,6.17,0.68,0.05053785714,0.76,0.635,0.64,1.13,7751228.17009106,7.0,-1.0,-1.0,97367.0
2015-08-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.55,6.83,0.58,0.05093956522,0.76,0.635,0.64,1.27,7751228.17009106,7.0,-1.0,-1.0,96398.0
2015-09-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.59,7.06,0.4,0.052531,0.76,0.635,0.64,1.36,7751228.17009106,6.9,-1.0,-1.0,89653.0
2015-10-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.22,7.64,1.42,0.052531,0.76,0.635,0.64,1.34,7751228.17009106,6.7,-1.0,-1.0,86828.0
2015-11-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.36,8.52,1.76,0.052531,0.76,0.635,0.64,1.45,7751228.17009106,6.6,-1.0,-1.0,83268.0
2015-12-01,2089094.9111743,2831978.664474025,0.655631050325,2253415.41477597,3194718.0,0.34,9.62,1.19,0.052531,0.76,0.635,0.64,1.49,7751228.17009106,6.6,-1.0,-1.0,82586.0
2016-01-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.1,10.67,0.44,0.052531,0.77,0.635,0.64,1.49,7751228.17009106,6.9,-1.0,-1.0,70530.0
2016-02-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.39,1.27,1.53,0.052531,0.77,0.635,0.64,1.55,7806241.86849827,7.5,-1.0,-1.0,71133.0
2016-03-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.54,2.18,0.79,0.052531,0.77,0.635,0.64,1.67,7806241.86849827,8.0,-1.0,-1.0,72852.0
2016-04-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.64,2.62,0.43,0.052531,0.77,0.635,0.64,1.67,7806241.86849827,8.1,-1.0,-1.0,73269.0
2016-05-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.55,3.25,0.36,0.052531,0.77,0.635,0.64,1.63,7806241.86849827,8.3,-1.0,-1.0,73350.0
2016-06-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.08,4.05,1.13,0.052531,0.77,0.635,0.64,1.62,7806241.86849827,8.4,-1.0,-1.0,75075.0
2016-07-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,1.93,4.42,1.63,0.052531,0.77,0.635,0.64,1.64,7806241.86849827,8.7,-1.0,-1.0,82175.0
2016-08-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.49,4.96,-0.39,0.052531,0.77,0.635,0.64,1.66,7806241.86849827,8.9,-1.0,-1.0,79132.0
2016-09-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.29,5.42,0.43,0.052531,0.77,0.635,0.64,1.61,7806241.86849827,9.0,-1.0,-1.0,79162.0
2016-10-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.33,5.51,0.03,0.052531,0.77,0.635,0.64,1.62,7806241.86849827,9.1,-1.0,-1.0,76509.0
2016-11-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.21,5.78,0.13,0.0521826,0.77,0.635,0.64,1.52,7806241.86849827,9.1,-1.0,-1.0,79453.0
2016-12-01,2004163.995221925,2922407.5917252,0.6271514306666667,1990622.84901935,3204028.0,0.16,5.97,0.05,0.05166,0.77,0.635,0.64,1.41,7806241.86849827,9.1,-1.0,-1.0,76155.0
2017-01-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.35,6.29,0.83,0.050788,0.77,0.67,0.64,1.25,7806241.86849827,9.6,-1.0,-1.0,72379.0
2017-02-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.41,0.38,0.43,0.049115,0.77,0.67,0.64,1.2,7820758.2968949,10.3,22242.0,-1.0,54656.0
2017-03-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.65,0.71,0.06,0.047865,0.77,0.67,0.64,1.07,7820758.2968949,11.1,49016.0,-1.0,69984.0
2017-04-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.16,0.96,-0.38,0.045513,0.77,0.67,0.64,1.02,7820758.2968949,11.3,232298.0,-1.0,58643.0
2017-05-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,-0.02,1.1,-1.24,0.04353744444,0.77,0.67,0.64,1.0,7820758.2968949,11.3,99876.0,-1.0,72337.0
2017-06-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.63,1.42,-0.51,0.041957,0.77,0.67,0.64,0.93,7820758.2968949,11.4,89947.0,-1.0,70968.0
2017-07-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.93,1.18,-0.96,0.03837,0.77,0.67,0.64,0.86,7820758.2968949,11.7,1084738.0,-1.0,75913.0
2017-08-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.3,1.43,-0.3,0.03785271429,0.77,0.67,0.64,0.75,7820758.2968949,11.9,200389.0,-1.0,74774.0
2017-09-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.36,1.62,0.24,0.034749,0.77,0.67,0.64,0.7,7820758.2968949,11.9,34909.0,-1.0,72484.0
2017-10-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.06,1.78,0.62,0.0318266,0.77,0.67,0.64,0.65,7820758.2968949,11.9,92880.0,-1.0,71534.0
2017-11-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.31,2.21,0.1,0.03056971429,0.77,0.67,0.64,0.65,7820758.2968949,12.0,21106.0,-1.0,70320.0
2017-12-01,1955439.7988318752,3082422.42824085,0.6103535755,1620831.12568036,3212180.0,0.31,2.5,0.8,0.028333,0.77,0.67,0.64,0.65,7820758.2968949,12.2,117719.0,-1.0,67364.0
2018-01-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.07,2.95,0.74,0.0268514,0.77,0.66,0.67,0.71,7820758.2968949,12.7,28995.0,-1.0,59688.0
2018-02-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.31,0.29,0.58,0.026481,0.77,0.66,0.67,0.68,7813724.30644261,13.3,-1.0,-1.0,40259.0
2018-03-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.13,0.61,0.15,0.02581005556,0.77,0.66,0.67,0.71,7813724.30644261,13.9,27107.0,-1.0,41239.0
2018-04-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.24,0.7,0.56,0.02528571429,0.77,0.66,0.67,0.69,7813724.30644261,13.7,203784.0,-1.0,45035.0
2018-05-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.29,0.92,0.93,0.02462,0.77,0.66,0.67,0.74,7813724.30644261,13.4,127420.0,-1.0,42477.0
2018-06-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.23,1.33,1.64,0.02462,0.77,0.66,0.67,0.73,7813724.30644261,13.1,74394.0,-1.0,57619.0
2018-07-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.97,2.6,1.48,0.02462,0.77,0.66,0.67,0.75,7813724.30644261,12.9,1191469.0,-1.0,53109.0
2018-08-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.61,2.94,0.44,0.02462,0.77,0.66,0.67,0.77,7813724.30644261,12.7,213171.0,-1.0,63141.0
2018-09-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.15,2.85,0.68,0.02462,0.77,0.66,0.67,0.84,7813724.30644261,12.5,-1.0,-1.0,55580.0
2018-10-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.23,3.34,1.79,0.02462,0.77,0.66,0.67,0.87,7813724.30644261,12.3,43845.0,-1.0,60001.0
2018-11-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.35,3.81,0.26,0.02462,0.77,0.66,0.67,0.88,7813724.30644261,12.1,27086.0,-1.0,62767.0
2018-12-01,2066562.838864808,3376080.16600655,0.6436222259083334,1544074.48659871,3219257.0,0.13,3.59,-1.14,0.02462,0.77,0.66,0.67,0.86,7813724.30644261,11.9,119338.0,-1.0,45308.0
2019-01-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.13,3.75,-0.45,0.02462,0.77,0.66,0.67,0.85,7813724.30644261,12.3,38850.0,-1.0,57142.0
2019-02-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.49,0.32,0.07,0.02462,0.77,0.66,0.67,0.81,7827728.36985003,12.7,20691.0,-1.0,46283.0
2019-03-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.09,0.75,1.25,0.02462,0.77,0.66,0.67,0.75,7827728.36985003,13.2,33101.0,-1.0,43390.0
2019-04-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.31,1.51,1.07,0.02462,0.77,0.66,0.67,0.74,7827728.36985003,13.0,228731.0,-1.0,40824.0
2019-05-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.38,2.09,0.9,0.02462,0.77,0.66,0.67,0.7,7827728.36985003,12.8,125481.0,-1.0,55063.0
2019-06-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.03,2.22,0.4,0.02462,0.77,0.66,0.67,0.71,7827728.36985003,12.6,90671.0,-1.0,56474.0
2019-07-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.88,2.23,0.63,0.02462,0.77,0.66,0.67,0.7,7827728.36985003,12.4,1553703.0,-1.0,68133.0
2019-08-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.58,2.42,-0.01,0.02462,0.77,0.66,0.67,0.69,7827728.36985003,12.3,273251.0,-1.0,68642.0
2019-09-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.42,2.54,-0.51,0.022751,0.77,0.66,0.67,0.62,7827728.36985003,12.0,-1.0,-1.0,64741.0
2019-10-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.46,2.49,0.5,0.02203519048,0.77,0.66,0.67,0.59,7827728.36985003,11.9,62771.0,-1.0,71269.0
2019-11-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.18,2.6,0.55,0.02078995652,0.77,0.66,0.67,0.57,7827728.36985003,11.7,17759.0,-1.0,67631.0
2019-12-01,2207255.635993508,3724396.183033168,0.6779051061166667,1463225.37587668,3264531.0,0.04,3.12,0.85,0.018985,0.77,0.66,0.67,0.54,7827728.36985003,11.7,120161.0,-1.0,62845.0
