data,Espirito_Santo - PIB - Per Capita,Espirito_Santo - PIB - Preços de Mercado,Espirito_Santo - PIB - Estadual,Espirito_Santo - PIB - Construção Civil,Espirito_Santo - População,Espirito_Santo - INCC (%),Espirito_Santo - IPCA - Variação mensal durante o Plano Real (%),Espirito_Santo - IGP-DI,Espirito_Santo - Taxa Selic (%),Espirito_Santo - IDH - Longevidade,Espirito_Santo - IDH - Renda,Espirito_Santo - IDH - Educação,Espirito_Santo - NFSP - Fluxo Mensal (Milhões de reais),Espirito_Santo - Estoque liquido de capital fixo - (R$),Espirito_Santo - Desemprego,Espirito_Santo - Produção de Cimento (t),Espirito_Santo - Valor,Espirito_Santo - Consumo de Cimento (t)
2010-09-01,5053022.1544968,4660456.163818267,1.4490203038333334,4228558.0020198,3487199.0,0.14,3.14,1.1,0.040203,0.777,0.687,0.491,0.74,6930862.75002851,8.4774788927,68790.0,0.33,111909.0
2010-10-01,5053022.1544968,4660456.163818267,1.4490203038333334,4228558.0020198,3487199.0,0.21,3.6,1.1,0.040203,0.777,0.687,0.491,0.85,6930862.75002851,8.4774788927,309512.0,0.3308,108934.0
2010-11-01,5053022.1544968,4660456.163818267,1.4490203038333334,4228558.0020198,3487199.0,0.2,4.38,1.03,0.040203,0.777,0.687,0.491,0.93,6930862.75002851,8.4774788927,192190.0,0.33,102700.0
2010-12-01,5053022.1544968,4660456.163818267,1.4490203038333334,4228558.0020198,3487199.0,0.37,5.25,1.58,0.040203,0.777,0.687,0.491,0.99,6930862.75002851,8.4774788927,31998.0,0.33,100920.0
2011-01-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.67,5.91,0.38,0.04020769565,0.835,0.743,0.653,1.23,6930862.75002851,8.4774788927,785497.0,0.33,108195.0
2011-02-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.41,0.83,0.98,0.04089519048,0.835,0.743,0.653,1.22,7102235.53510611,8.4774788927,-1.0,0.33,107909.0
2011-03-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.28,1.64,0.96,0.0420272,0.835,0.743,0.653,1.18,7102235.53510611,8.4774788927,-1.0,0.33,102815.0
2011-04-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.43,2.44,0.61,0.04364038095,0.835,0.743,0.653,1.15,7102235.53510611,8.4774788927,135364.0,0.33,100244.0
2011-05-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,1.06,3.23,0.5,0.04404368421,0.835,0.743,0.653,1.17,7102235.53510611,8.4774788927,211121.0,0.3356,106539.0
2011-06-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,2.94,3.71,0.01,0.044698,0.835,0.743,0.653,1.11,7102235.53510611,8.4774788927,36521.0,0.3428,109934.0
2011-07-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.37,3.87,-0.13,0.04533085714,0.835,0.743,0.653,0.91,7102235.53510611,8.4774788927,77877.0,0.3428,110294.0
2011-08-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.45,4.04,-0.05,0.04587866667,0.835,0.743,0.653,0.84,7102235.53510611,8.4774788927,153272.0,0.3428,116224.0
2011-09-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.13,4.42,0.61,0.04646017391,0.835,0.743,0.653,0.78,7102235.53510611,8.4774788927,93340.0,0.3428,117165.0
2011-10-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.14,4.97,0.75,0.04464585714,0.835,0.743,0.653,0.73,7102235.53510611,8.4774788927,317344.0,0.3428,95319.0
2011-11-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.23,5.43,0.4,0.04391405,0.835,0.743,0.653,0.7,7102235.53510611,8.4774788927,190722.0,0.3444,102359.0
2011-12-01,5818160.567849108,5818160.567849108,1.5736488355,4386374.27211791,3514952.0,0.72,5.97,0.43,0.042849,0.835,0.743,0.653,0.64,7102235.53510611,8.4774788927,37651.0,0.346,94964.0
2012-01-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.11,6.5,-0.16,0.04106463636,0.835,0.743,0.653,0.46,7102235.53510611,7.9727630661,874750.0,0.346,110465.0
2012-02-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.89,0.56,0.3,0.0403295,0.835,0.743,0.653,0.38,7283723.05855449,7.9727630661,-1.0,0.346,108596.0
2012-03-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.3,1.01,0.07,0.03927,0.835,0.743,0.653,0.3,7283723.05855449,7.9727630661,-1.0,0.346,125467.0
