data,Espirito_Santo - PIB - Per Capita,Espirito_Santo - PIB - Preços de Mercado,Espirito_Santo - PIB - Estadual,Espirito_Santo - PIB - Construção Civil,Espirito_Santo - População,Espirito_Santo - INCC (%),Espirito_Santo - IPCA - Variação mensal durante o Plano Real (%),Espirito_Santo - IGP-DI,Espirito_Santo - Taxa Selic (%),Espirito_Santo - IDH - Longevidade,Espirito_Santo - IDH - Renda,Espirito_Santo - IDH - Educação,Espirito_Santo - NFSP - Fluxo Mensal (Milhões de reais),Espirito_Santo - Estoque liquido de capital fixo - (R$),Espirito_Santo - Desemprego,Espirito_Santo - Produção de Cimento (t),Espirito_Santo - Valor,Espirito_Santo - Consumo de Cimento (t)
2012-04-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.51,1.22,0.56,0.037179,0.835,0.743,0.653,0.26,7283723.05855449,7.9727630661,141417.0,0.346,110051.0
2012-05-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.75,1.87,1.02,0.035474,0.835,0.743,0.653,0.25,7283723.05855449,7.9727630661,212565.0,0.346,100214.0
2012-06-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,1.88,2.24,0.91,0.03373136364,0.835,0.743,0.653,0.35,7283723.05855449,7.9727630661,79055.0,0.354,111584.0
2012-07-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.73,2.32,0.69,0.0319778,0.835,0.743,0.653,0.51,7283723.05855449,7.9727630661,85585.0,0.36,119138.0
2012-08-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.67,2.76,1.52,0.03080763636,0.835,0.743,0.653,0.61,7283723.05855449,7.9727630661,193348.0,0.364,113912.0
2012-09-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.26,3.18,1.29,0.02997965217,0.835,0.743,0.653,0.79,7283723.05855449,7.9727630661,115675.0,0.364,108664.0
2012-10-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.22,3.77,0.88,0.028296,0.835,0.743,0.653,0.88,7283723.05855449,7.9727630661,286432.0,0.364,127674.0
2012-11-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.21,4.38,-0.31,0.02770736364,0.835,0.743,0.653,0.89,7283723.05855449,7.9727630661,199192.0,0.3666,113995.0
2012-12-01,6626031.261588424,7177223.782531508,1.8680373610166667,4420831.73352584,3547055.0,0.33,5.01,0.25,0.027371,0.835,0.743,0.653,0.84,7283723.05855449,7.9727630661,149767.0,0.3666,104980.0
2013-01-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.16,5.84,0.66,0.02743595,0.83,0.743,0.69,0.88,7283723.05855449,5.7843822298,807205.0,0.3666,122398.0
2013-02-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.65,0.86,0.31,0.02726,0.83,0.743,0.69,0.98,7469859.82561107,5.7843822298,-1.0,0.3666,114009.0
2013-03-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.6,1.47,0.2,0.0273115,0.83,0.743,0.69,1.0,7469859.82561107,8.0,-1.0,0.3666,115432.0
2013-04-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.5,1.94,0.31,0.02739875,0.83,0.743,0.69,1.03,7469859.82561107,7.8,121355.0,0.3666,117022.0
2013-05-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.74,2.5,-0.06,0.02781163636,0.83,0.743,0.69,0.98,7469859.82561107,7.7,223392.0,0.367,112801.0
2013-06-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,2.25,2.88,0.32,0.02842080952,0.83,0.743,0.69,0.88,7469859.82561107,7.6,85407.0,0.367,114576.0
2013-07-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,1.15,3.15,0.76,0.030177,0.83,0.743,0.69,0.76,7469859.82561107,7.5,83835.0,0.367,126325.0
2013-08-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.48,3.18,0.14,0.03137373913,0.83,0.743,0.69,0.82,7469859.82561107,7.4,190701.0,0.37,122029.0
2013-09-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.31,3.43,0.46,0.03217809091,0.83,0.743,0.69,0.73,7469859.82561107,7.1,92269.0,0.3674,114448.0
2013-10-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.43,3.79,1.36,0.033839,0.83,0.743,0.69,0.63,7469859.82561107,7.0,315280.0,0.3674,129924.0
2013-11-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.26,4.38,0.63,0.03510369565,0.83,0.743,0.69,0.71,7469859.82561107,6.8,179792.0,0.37,105720.0
2013-12-01,6839168.7279067,7996525.380332575,1.9114143832166668,5255639.94467176,3578067.0,0.35,4.95,0.28,0.0358381,0.83,0.743,0.69,0.81,7469859.82561107,6.9,136402.0,0.37,83619.0
2014-01-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.1,5.91,0.69,0.0374662381,0.83,0.743,0.7,0.82,7469859.82561107,7.3,858534.0,0.37,106856.0
2014-02-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.88,0.55,0.4,0.03845090909,0.83,0.743,0.7,0.77,7640474.20151994,7.8,-1.0,0.37,112449.0
2014-03-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.33,1.24,0.85,0.0393598,0.83,0.743,0.7,0.75,7640474.20151994,8.1,-1.0,0.37,117042.0
2014-04-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.28,2.18,1.48,0.040168,0.83,0.743,0.7,0.84,7640474.20151994,7.9,133862.0,0.37,121619.0
2014-05-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.88,2.86,0.45,0.0409735,0.83,0.743,0.7,1.0,7640474.20151994,7.7,-1.0,0.37,124068.0
2014-06-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,2.05,3.33,-0.45,0.041063,0.83,0.743,0.7,1.06,7640474.20151994,7.5,-1.0,0.37,107322.0
2014-07-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.66,3.75,-0.63,0.041063,0.83,0.743,0.7,1.04,7640474.20151994,7.4,-1.0,0.37,130760.0
2014-08-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.75,3.76,-0.55,0.041063,0.83,0.743,0.7,0.93,7640474.20151994,7.2,182016.0,0.37,128048.0
2014-09-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.08,4.02,0.06,0.04106814286,0.83,0.743,0.7,0.9,7640474.20151994,7.0,-1.0,0.37,127463.0
2014-10-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.15,4.61,0.02,0.041063,0.83,0.743,0.7,0.96,7640474.20151994,6.8,-1.0,0.37,126163.0
2014-11-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.17,5.05,0.59,0.04114073913,0.83,0.743,0.7,0.87,7640474.20151994,6.6,-1.0,0.37,115475.0
2014-12-01,6476020.952743449,8140163.935676,1.6867422779583334,4915176.47617348,3839366.0,0.44,5.58,1.14,0.041957,0.83,0.743,0.7,0.91,7640474.20151994,6.3,162582.0,0.37,107877.0
2015-01-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.08,6.41,0.38,0.043496,0.84,0.743,0.71,1.12,7640474.20151994,6.5,-1.0,0.37,93012.0
2015-02-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.92,1.24,0.67,0.04433033333,0.84,0.743,0.71,1.04,7751228.17009106,6.8,-1.0,0.37,105552.0
2015-03-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.31,2.48,0.53,0.045513,0.84,0.743,0.71,1.08,7751228.17009106,7.2,-1.0,0.37,113318.0
2015-04-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.62,3.83,1.21,0.04703818182,0.84,0.743,0.71,1.09,7751228.17009106,7.2,-1.0,0.37,104319.0
2015-05-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.46,4.56,0.92,0.04737575,0.84,0.743,0.71,1.03,7751228.17009106,7.1,-1.0,0.37,100004.0
2015-06-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.95,5.34,0.4,0.049037,0.84,0.743,0.71,1.05,7751228.17009106,6.9,-1.0,0.37,102328.0
2015-07-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,1.84,6.17,0.68,0.05053785714,0.84,0.743,0.71,1.13,7751228.17009106,7.0,-1.0,0.37,129416.0
2015-08-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.55,6.83,0.58,0.05093956522,0.84,0.743,0.71,1.27,7751228.17009106,7.0,-1.0,0.37,123271.0
2015-09-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.59,7.06,0.4,0.052531,0.84,0.743,0.71,1.36,7751228.17009106,6.9,-1.0,0.37,120044.0
2015-10-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.22,7.64,1.42,0.052531,0.84,0.743,0.71,1.34,7751228.17009106,6.7,-1.0,0.37,121939.0
2015-11-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.36,8.52,1.76,0.052531,0.84,0.743,0.71,1.45,7751228.17009106,6.6,-1.0,0.37,112262.0
2015-12-01,6750031.158195433,9150347.417101832,1.7374378439499998,4200327.60192443,3885049.0,0.34,9.62,1.19,0.052531,0.84,0.743,0.71,1.49,7751228.17009106,6.6,-1.0,0.37,104167.0
2016-01-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.1,10.67,0.44,0.052531,0.84,0.743,0.73,1.49,7751228.17009106,6.9,-1.0,0.37,105916.0
2016-02-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.39,1.27,1.53,0.052531,0.84,0.743,0.73,1.55,7806241.86849827,7.5,-1.0,0.37,98740.0
2016-03-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.54,2.18,0.79,0.052531,0.84,0.743,0.73,1.67,7806241.86849827,8.0,-1.0,0.37,114766.0
2016-04-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.64,2.62,0.43,0.052531,0.84,0.743,0.73,1.67,7806241.86849827,8.1,-1.0,0.37,105856.0
2016-05-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.55,3.25,0.36,0.052531,0.84,0.743,0.73,1.63,7806241.86849827,8.3,-1.0,0.37,106286.0
2016-06-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.08,4.05,1.13,0.052531,0.84,0.743,0.73,1.62,7806241.86849827,8.4,-1.0,0.37,108974.0
2016-07-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,1.93,4.42,1.63,0.052531,0.84,0.743,0.73,1.64,7806241.86849827,8.7,-1.0,0.37,108969.0
2016-08-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.49,4.96,-0.39,0.052531,0.84,0.743,0.73,1.66,7806241.86849827,8.9,-1.0,0.37,119374.0
2016-09-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.29,5.42,0.43,0.052531,0.84,0.743,0.73,1.61,7806241.86849827,9.0,-1.0,0.37,113403.0
2016-10-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.33,5.51,0.03,0.052531,0.84,0.743,0.73,1.62,7806241.86849827,9.1,-1.0,0.372,109032.0
2016-11-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.21,5.78,0.13,0.0521826,0.84,0.743,0.73,1.52,7806241.86849827,9.1,-1.0,0.372,99660.0
2016-12-01,5742919.3712163335,8374140.643739999,1.46133573285,3714030.00763108,3929911.0,0.16,5.97,0.05,0.05166,0.84,0.743,0.73,1.41,7806241.86849827,9.1,-1.0,0.372,99117.0
2017-01-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.35,6.29,0.83,0.050788,0.85,0.74,0.73,1.25,7806241.86849827,9.6,-1.0,0.372,99131.0
2017-02-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.41,0.38,0.43,0.049115,0.85,0.74,0.73,1.2,7820758.2968949,10.3,-1.0,0.372,77958.0
2017-03-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.65,0.71,0.06,0.047865,0.85,0.74,0.73,1.07,7820758.2968949,11.1,-1.0,0.372,105434.0
2017-04-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.16,0.96,-0.38,0.045513,0.85,0.74,0.73,1.02,7820758.2968949,11.3,166831.0,0.371,86699.0
2017-05-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,-0.02,1.1,-1.24,0.04353744444,0.85,0.74,0.73,1.0,7820758.2968949,11.3,126407.0,0.371,90574.0
2017-06-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.63,1.42,-0.51,0.041957,0.85,0.74,0.73,0.93,7820758.2968949,11.4,43178.0,0.372,85148.0
2017-07-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.93,1.18,-0.96,0.03837,0.85,0.74,0.73,0.86,7820758.2968949,11.7,46721.0,0.37,86678.0
2017-08-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.3,1.43,-0.3,0.03785271429,0.85,0.74,0.73,0.75,7820758.2968949,11.9,174592.0,0.37,100174.0
2017-09-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.36,1.62,0.24,0.034749,0.85,0.74,0.73,0.7,7820758.2968949,11.9,35414.0,0.37,89777.0
2017-10-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.06,1.78,0.62,0.0318266,0.85,0.74,0.73,0.65,7820758.2968949,11.9,184213.0,0.37,94810.0
2017-11-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.31,2.21,0.1,0.03056971429,0.85,0.74,0.73,0.65,7820758.2968949,12.0,116968.0,0.37,93446.0
2017-12-01,4875677.269029875,7685686.348359916,1.2269876815,2877465.28501359,3973697.0,0.31,2.5,0.8,0.028333,0.85,0.74,0.73,0.65,7820758.2968949,12.2,103776.0,0.37,87540.0
2018-01-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.07,2.95,0.74,0.0268514,0.85,0.74,0.73,0.71,7820758.2968949,12.7,476026.0,0.37,96706.0
2018-02-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.31,0.29,0.58,0.026481,0.85,0.74,0.73,0.68,7813724.30644261,13.3,-1.0,0.37,74086.0
2018-03-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.13,0.61,0.15,0.02581005556,0.85,0.74,0.73,0.71,7813724.30644261,13.9,-1.0,0.37,92676.0
2018-04-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.24,0.7,0.56,0.02528571429,0.85,0.74,0.73,0.69,7813724.30644261,13.7,156975.0,0.37,82865.0
2018-05-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.29,0.92,0.93,0.02462,0.85,0.74,0.73,0.74,7813724.30644261,13.4,54836.0,0.371,71180.0
2018-06-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.23,1.33,1.64,0.02462,0.85,0.74,0.73,0.73,7813724.30644261,13.1,29465.0,0.371,108826.0
2018-07-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.97,2.6,1.48,0.02462,0.85,0.74,0.73,0.75,7813724.30644261,12.9,54381.0,0.376,105694.0
2018-08-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.61,2.94,0.44,0.02462,0.85,0.74,0.73,0.77,7813724.30644261,12.7,177575.0,0.376,107106.0
2018-09-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.15,2.85,0.68,0.02462,0.85,0.74,0.73,0.84,7813724.30644261,12.5,12511.0,0.376,101893.0
2018-10-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.23,3.34,1.79,0.02462,0.85,0.74,0.73,0.87,7813724.30644261,12.3,240468.0,0.3788,110551.0
2018-11-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.35,3.81,0.26,0.02462,0.85,0.74,0.73,0.88,7813724.30644261,12.1,127089.0,0.38,100587.0
2018-12-01,4871990.624999508,7959221.27732925,1.213037545725,2665247.49335752,4016356.0,0.13,3.59,-1.14,0.02462,0.85,0.74,0.73,0.86,7813724.30644261,11.9,103770.0,0.3853999999999999,94220.0
2019-01-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.13,3.75,-0.45,0.02462,0.85,0.74,0.73,0.85,7813724.30644261,12.3,347435.0,0.3788,111377.0
2019-02-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.49,0.32,0.07,0.02462,0.85,0.74,0.73,0.81,7827728.36985003,12.7,-1.0,0.372,98614.0
2019-03-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.09,0.75,1.25,0.02462,0.85,0.74,0.73,0.75,7827728.36985003,13.2,-1.0,0.372,94022.0
2019-04-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.31,1.51,1.07,0.02462,0.85,0.74,0.73,0.74,7827728.36985003,13.0,155579.0,0.375,91546.0
2019-05-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.38,2.09,0.9,0.02462,0.85,0.74,0.73,0.7,7827728.36985003,12.8,59936.0,0.372,95674.0
2019-06-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.03,2.22,0.4,0.02462,0.85,0.74,0.73,0.71,7827728.36985003,12.6,26161.0,0.37,88927.0
2019-07-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.88,2.23,0.63,0.02462,0.85,0.74,0.73,0.7,7827728.36985003,12.4,65286.0,0.37,105688.0
2019-08-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.58,2.42,-0.01,0.02462,0.85,0.74,0.73,0.69,7827728.36985003,12.3,175623.0,0.37,104711.0
2019-09-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.42,2.54,-0.51,0.022751,0.85,0.74,0.73,0.62,7827728.36985003,12.0,33989.0,0.37,97530.0
2019-10-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.46,2.49,0.5,0.02203519048,0.85,0.74,0.73,0.59,7827728.36985003,11.9,301394.0,0.37,99651.0
2019-11-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.18,2.6,0.55,0.02078995652,0.85,0.74,0.73,0.57,7827728.36985003,11.7,113619.0,0.37,76710.0
2019-12-01,5741862.8436709335,9688489.049363,1.4454436081416666,2539380.69358181,3972388.0,0.04,3.12,0.85,0.018985,0.85,0.74,0.73,0.54,7827728.36985003,11.7,120793.0,0.37,75456.0
